TDATE,SKU,LOC,QTY,AISLE,COLUMN,SHELF,TYPE,IG,IPG,HTS,CLASS,PLANNING,ABC,UOM,CREATION,CAT
20180210,SKU3921,17Q3,-1,17,Q,3,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3922,17Q2,1,17,Q,2,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3923,17W2,4,17,W,2,LOC4,IG56,,HTS119,1,1,C,PC,20161028,CAT17
20180210,SKU3924,17B2,-1,17,B,2,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3926,15P7,-2,15,P,7,LOC4,IG56,,HTS119,1,1,C,PC,20161028,CAT17
20180210,SKU3927,18O9,18,18,O,9,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3927,19I8,-3,19,I,8,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3927,19N8,-21,19,N,8,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3927,22H7,2,22,H,7,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3928,02I10,2,02,I,10,LOC5,IG56,,HTS119,1,1,A,PC,20161028,CAT17
20180210,SKU3928,17G5,1,17,G,5,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17
20180210,SKU3928,17J2,-12,17,J,2,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17
20180210,SKU3930,18D1,-8,18,D,1,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3931,18L8,-3,18,L,8,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17
20180210,SKU3931,22H7,-10,22,H,7,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17
20180210,SKU3931,23D6,2,23,D,6,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17
20180210,SKU3932,02Q9,-2,02,Q,9,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3932,18K9,-3,18,K,9,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3932,22H7,4,22,H,7,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17
20180210,SKU3962,16Z2,4,16,Z,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3963,13B3,9,13,B,3,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3963,16J6,-10,16,J,6,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3964,02F9,-7,02,F,9,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3964,17V2,-9,17,V,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3967,17P2,1,17,P,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3969,19N1,2,19,N,1,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3971,18A1,-6,18,A,1,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3972,18B2,-6,18,B,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17
20180210,SKU3992,12I6,-144,12,I,6,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU3992,17E5,-4,17,E,5,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU3992,17V1,3,17,V,1,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU3993,13L6,-6,13,L,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU3993,13T1,-52,13,T,1,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU3993,14R8,-1,14,R,8,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU3993,15G5,20,15,G,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU3993,16L4,20,16,L,4,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU3993,99F01,-21,99,F,01,LOC5,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4015,14P2,-4,14,P,2,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17
20180210,SKU4016,13Z3,-26,13,Z,3,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU4019,14V4,31,14,V,4,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17
20180210,SKU4019,99D07,-32,99,D,07,LOC5,IG46,,HTS119,1,1,C,PC,20120113,CAT17
20180210,SKU4020,13Z2,5,13,Z,2,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU4021,14U2,92,14,U,2,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17
20180210,SKU4021,14U3,-96,14,U,3,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17
20180210,SKU4038,12C8,-4,12,C,8,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4039,02F7,-14,02,F,7,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4039,15C3,-9,15,C,3,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4039,16G4,-10,16,G,4,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4039,17A1,-4,17,A,1,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4040,14X5,27,14,X,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4040,14X7,-122,14,X,7,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4040,14Z4,133,14,Z,4,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4041,12A1,39,12,A,1,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU4041,12B8,77,12,B,8,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU4041,12O8,-25,12,O,8,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17
20180210,SKU4042,03P6,-9,03,P,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4042,17I2,-82,17,I,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4042,99F01,141,99,F,01,LOC5,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4043,03Y6,8,03,Y,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4043,17B2,20,17,B,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4043,17E6,4,17,E,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4044,12E8,1,12,E,8,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4044,17U1,-6,17,U,1,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4044,17W5,25,17,W,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4044,17W6,-26,17,W,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4045,03Q6,1,03,Q,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4045,03S6,-4,03,S,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4046,03M6,-7,03,M,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4046,03U6,-139,03,U,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4046,17I2,2,17,I,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4046,17L5,75,17,L,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4047,03T6,30,03,T,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4047,17J2,-12,17,J,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4047,99F01,-24,99,F,01,LOC5,IG46,,HTS119,1,1,A,PC,20120113,CAT17
20180210,SKU4085,14T7,-240,14,T,7,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4088,14P5,-20,14,P,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4089,14U5,-5,14,U,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4089,16V4,-159,16,V,4,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4090,12A5,1,12,A,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4090,14L6,-1,14,L,6,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4091,14Q5,59,14,Q,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4091,15V5,1,15,V,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17
20180210,SKU4092,12T6,-34,12,T,6,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4093,14I7,127,14,I,7,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4093,15G7,-18,15,G,7,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4096,13C5,-46,13,C,5,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4097,17G3,123,17,G,3,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4097,99D08,-190,99,D,08,LOC5,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4098,12I5,-157,12,I,5,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4098,17S5,283,17,S,5,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4099,16F2,-32,16,F,2,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17
20180210,SKU4108,15T2,-4,15,T,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4108,15Y6,-4,15,Y,6,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4109,14Y2,12,14,Y,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4109,99REC,-16,,,0,,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4113,12Z1,4,12,Z,1,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4114,16C3,-19,16,C,3,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17
20180210,SKU4115,13K5,-9,13,K,5,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4116,13H3,1,13,H,3,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4117,13W6,19,13,W,6,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4117,99D08,-8,99,D,08,LOC5,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4118,13A6,-19,13,A,6,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17
20180210,SKU4118,15B8,105,15,B,8,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17
20180210,SKU4119,13H2,-8,13,H,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4122,14A7,-4,14,A,7,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17
20180210,SKU4123,13O2,1,13,O,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4123,14R5,-6,14,R,5,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4124,13I1,-20,13,I,1,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4125,13J1,23,13,J,1,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17
20180210,SKU4126,17A4,6,17,A,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4127,14L5,28,14,L,5,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4127,14M7,8,14,M,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4128,13S7,-14,13,S,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4129,15P1,4,15,P,1,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4131,13J2,36,13,J,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4131,13J4,-36,13,J,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4132,13Q3,-3,13,Q,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4132,14R7,-46,14,R,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4133,14I4,-8,14,I,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4135,14U2,1,14,U,2,LOC4,IG46,,HTS121,1,1,C,PR,20120118,CAT17
20180210,SKU4136,14N3,-8,14,N,3,LOC4,IG46,,HTS121,1,1,C,PR,20120118,CAT17
20180210,SKU4138,12O4,48,12,O,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4138,99D05,-66,99,D,05,LOC5,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4139,12A4,72,12,A,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4139,99D07,-68,99,D,07,LOC5,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4147,14B1,36,14,B,1,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4147,99D07,-40,99,D,07,LOC5,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4148,16O6,16,16,O,6,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17
20180210,SKU4148,16P6,-63,16,P,6,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17
20180210,SKU4149,13N3,-16,13,N,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4150,13O2,-13,13,O,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4152,15Y5,-16,15,Y,5,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17
20180210,SKU4153,14H3,-8,14,H,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4154,13I3,-22,13,I,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4154,13W2,24,13,W,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4155,12Q8,131,12,Q,8,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17
20180210,SKU4156,15S2,4,15,S,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4156,15Z7,-4,15,Z,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4157,15W7,-7,15,W,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4159,17D2,-8,17,D,2,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17
20180210,SKU4160,13A5,1,13,A,5,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4160,14S2,87,14,S,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17
20180210,SKU4252,13P6,-407,13,P,6,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4252,13V5,195,13,V,5,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4253,14I7,-151,14,I,7,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4253,14J6,122,14,J,6,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4253,15F8,17,15,F,8,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4254,13C6,-121,13,C,6,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4255,16C2,525,16,C,2,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4258,14U1,80,14,U,1,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4258,17B1,240,17,B,1,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4259,13L5,-118,13,L,5,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17
20180210,SKU4539,13F3,-80,13,F,3,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17
20180210,SKU4540,15C1,-27,15,C,1,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17
20180210,SKU4541,17V2,-1805,17,V,2,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17
20180210,SKU4542,14B2,-514,14,B,2,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17
20180210,SKU4542,15C6,44,15,C,6,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17
20180210,SKU4542,15D7,40,15,D,7,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17
20180210,SKU4543,12A2,-5,12,A,2,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17
20180210,SKU4614,12X4,-510,12,X,4,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17
20180210,SKU4615,15V2,-8,15,V,2,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17
20180210,SKU4616,12X3,-2,12,X,3,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17
20180210,SKU4617,13T1,-1361,13,T,1,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17
20180210,SKU4618,12P1,-12,12,P,1,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17
20180210,SKU6360,15H3,-3,15,H,3,LOC4,IG45,,HTS24,1,1,C,PR,20110624,CAT17
20180210,SKU6362,12A4,-2,12,A,4,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6362,12A8,-1,12,A,8,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6364,14Z7,50,14,Z,7,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6365,14P3,-2,14,P,3,LOC4,IG45,,HTS24,1,1,C,PR,20110624,CAT17
20180210,SKU6365,16J6,-2,16,J,6,LOC4,IG45,,HTS24,1,1,C,PR,20110624,CAT17
20180210,SKU6368,13J5,-3,13,J,5,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6368,15E8,9,15,E,8,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6369,12N8,33,12,N,8,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6371,16V5,-22,16,V,5,LOC4,IG45,,HTS24,1,1,C,PR,20110624,CAT17
20180210,SKU6373,14F3,-9,14,F,3,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6373,15G8,12,15,G,8,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180210,SKU6374,14J8,170,14,J,8,LOC4,IG45,,HTS24,1,1,C,PR,20110624,CAT17
20180210,SKU6377,13G5,-103,13,G,5,LOC4,IG45,,HTS24,1,1,C,PR,20110624,CAT17
20180210,SKU7983,16L3,4,16,L,3,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7987,17S3,-6,17,S,3,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7988,17J2,2,17,J,2,LOC4,IG45,,HTS24,1,1,C,PC,20110624,CAT17
20180210,SKU7991,16Z1,-1,16,Z,1,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7992,02W10,29,02,W,10,LOC5,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180210,SKU7992,02W9,-2,02,W,9,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180210,SKU7992,16C4,-18,16,C,4,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180210,SKU7992,18A7,-12,18,A,7,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180210,SKU7992,19D4,-1,19,D,4,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180210,SKU7993,19O2,-3,19,O,2,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7994,18H5,-26,18,H,5,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7994,18L5,-6,18,L,5,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7996,02F9,-4,02,F,9,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7996,19F5,-7,19,F,5,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7996,19K9,6,19,K,9,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7996,99F33,-2,99,F,33,LOC5,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7997,17V2,-12,17,V,2,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180210,SKU7997,18O6,-24,18,O,6,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180212,SKU8000,18H2,-5,18,H,2,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180212,SKU8001,18G1,-15,18,G,1,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180212,SKU8002,18L6,174,18,L,6,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180212,SKU8002,22C10,24,22,C,10,LOC5,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180212,SKU8003,18A1,-28,18,A,1,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180212,SKU8003,19F6,-2,19,F,6,LOC4,IG45,,HTS24,1,1,B,PC,20110624,CAT17
20180212,SKU8005,18E3,-3,18,E,3,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180212,SKU8005,19C9,-6,19,C,9,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180212,SKU8009,18H6,63,18,H,6,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180212,SKU8009,19M5,-6,19,M,5,LOC4,IG45,,HTS24,1,1,A,PC,20110624,CAT17
20180213,SKU8019,13I6,-65,13,I,6,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,13K3,-18,13,K,3,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,13K5,-149,13,K,5,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,13M4,-11,13,M,4,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,13M7,-150,13,M,7,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,13O4,-26,13,O,4,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,13P6,-5,13,P,6,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,14N3,221,14,N,3,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,14O6,-30,14,O,6,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,14O8,-220,14,O,8,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,14R7,40,14,R,7,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,14R8,-69,14,R,8,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,14Y7,10,14,Y,7,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,15C8,-90,15,C,8,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8019,99F25,-113,99,F,25,LOC5,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8020,13I5,-35,13,I,5,LOC4,IG45,,HTS24,1,1,B,BG,20110624,CAT17
20180213,SKU8020,13J4,8,13,J,4,LOC4,IG45,,HTS24,1,1,B,BG,20110624,CAT17
20180213,SKU8021,12R8,-1,12,R,8,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8021,15R8,-1,15,R,8,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8021,16G1,29,16,G,1,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8021,16G6,-18,16,G,6,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8023,14N7,-28,14,N,7,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8023,14S8,18,14,S,8,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8023,15S5,11,15,S,5,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8024,15M4,8,15,M,4,LOC4,IG45,,HTS24,1,1,B,BG,20110624,CAT17
20180213,SKU8024,15M6,3,15,M,6,LOC4,IG45,,HTS24,1,1,B,BG,20110624,CAT17
20180213,SKU8024,17K6,-36,17,K,6,LOC4,IG45,,HTS24,1,1,B,BG,20110624,CAT17
20180213,SKU8027,13K2,10,13,K,2,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8027,14O7,-10,14,O,7,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8027,17J3,-10,17,J,3,LOC4,IG45,,HTS24,1,1,A,BG,20110624,CAT17
20180213,SKU8040,13U2,2,13,U,2,LOC4,IG45,,HTS24,1,1,C,PC,20110624,CAT17
20180213,SKU8041,15X2,-25,15,X,2,LOC4,IG45,,HTS24,1,1,C,PC,20110624,CAT17
20180213,SKU8042,14P4,12,14,P,4,LOC4,IG45,,HTS24,1,1,C,PC,20110624,CAT17
20180213,SKU8043,14Z4,-5,14,Z,4,LOC4,IG45,,HTS24,1,0,C,PC,20110624,CAT17
20180213,SKU8045,15Z3,-7,15,Z,3,LOC4,IG45,,HTS24,1,1,C,PC,20110624,CAT17
20180213,SKU8046,14O3,-5,14,O,3,LOC4,IG45,,HTS24,1,1,C,PC,20110624,CAT17
20180213,SKU8049,13V2,29,13,V,2,LOC4,IG45,,HTS24,1,1,C,PC,20110624,CAT17
20180213,SKU8050,15O4,354,15,O,4,LOC4,IG45,,HTS24,1,1,A,PR,20110624,CAT17
20180213,SKU8051,15E7,51,15,E,7,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180213,SKU8051,15I8,-22,15,I,8,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180213,SKU8051,16W5,-50,16,W,5,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180213,SKU8052,13S5,-26,13,S,5,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
20180213,SKU8054,15H3,-64,15,H,3,LOC4,IG45,,HTS24,1,1,B,PR,20110624,CAT17
