ITDATE,SKU,ITQTY,ITSTUN,IG,IPG,HTS,CLASS,PLANNING,ABC,UOM,CREATION,CAT
20000929,SKU8590,6,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20000929,SKU8594,1,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20000929,SKU8598,74,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20000929,SKU9024,17,BX,IG12,IPG238,HTS15,1,1,C,BG,20000929,CAT2
20000929,SKU9036,13,BD,IG12,IPG244,HTS65,1,0,A,BDL,20000929,CAT2
20000929,SKU9149,20,BX,IG12,IPG1887,HTS15,1,0,C,BX,20000929,CAT2
20000930,SKU10015,9,BX,IG13,IPG370,HTS15,1,1,B,BX,20000930,CAT3
20000930,SKU10017,40,BG,IG14,IPG462,HTS15,1,0,C,BX,20000930,CAT8
20000930,SKU10020,5,BG,IG13,IPG422,HTS15,1,1,C,BG,20000930,CAT3
20000930,SKU10237,3,BAG,IG14,IPG506,HTS48,1,1,C,BG,20000930,CAT8
20000930,SKU10240,18,BX,IG21,IPG1926,HTS22,2,0,C,BX,20000930,CAT6
20000930,SKU10241,45,BX,IG21,IPG1927,HTS22,2,0,C,BX,20000930,CAT6
20000930,SKU10242,101,BX,IG21,IPG1928,HTS22,2,0,C,BX,20000930,CAT6
20000930,SKU10505,21,BX,IG7,IPG465,HTS92,1,0,C,BX,20000930,CAT8
20000930,SKU10509,3,BX,IG7,IPG465,HTS92,1,0,C,BX,20000930,CAT8
20000930,SKU10515,9,BX,IG7,IPG465,HTS92,1,0,C,BX,20000930,CAT8
20000930,SKU10516,19,BX,IG7,IPG465,HTS92,1,0,C,BX,20000930,CAT8
20000930,SKU10517,2,BX,IG7,IPG465,HTS92,1,0,C,BX,20000930,CAT8
20000930,SKU10518,7,BX,IG7,IPG465,HTS92,1,0,C,BX,20000930,CAT8
20000930,SKU10521,131,BX,IG7,IPG465,HTS92,1,0,A,BX,20000930,CAT8
20000930,SKU10523,11,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10526,30,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10540,29,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10541,12,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10542,2,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10543,26,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10544,14,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10545,10,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10547,6,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10548,30,BX,IG7,IPG443,HTS95,1,0,C,BX,20000930,CAT8
20000930,SKU10554,307,BX,IG7,IPG443,HTS95,1,0,B,BX,20000930,CAT8
20000930,SKU5473,41,BX,IG14,IPG1090,HTS18,1,1,C,BX,20000930,CAT8
20000930,SKU5474,34,BX,IG14,IPG1091,HTS15,2,0,C,BX,20000930,CAT8
20000930,SKU5475,11,BX,IG14,IPG1129,HTS16,1,1,C,BX,20000930,CAT8
20000930,SKU5479,9,BX,IG14,IPG1130,HTS119,2,0,C,BX,20000930,CAT8
20000930,SKU5509,13,BX,IG14,IPG1092,HTS15,2,0,C,BX,20000930,CAT8
20000930,SKU5552,36,BX,IG14,IPG1093,HTS119,2,0,B,BX,20000930,CAT8
20000930,SKU5556,14,BX,IG14,IPG1063,HTS15,2,0,C,BX,20000930,CAT8
20000930,SKU5557,9,BX,IG14,IPG1094,HTS119,2,0,C,BX,20000930,CAT8
20000930,SKU5561,17,BX,IG14,IPG1131,HTS97,1,1,C,BX,20000930,CAT8
20000930,SKU5567,27,BX,IG14,IPG1095,HTS119,2,0,A,BX,20000930,CAT8
20000930,SKU5696,12,BX,IG14,IPG1057,HTS119,1,1,C,BX,20000930,CAT8
20000930,SKU5700,6,BX,IG14,IPG1097,HTS86,1,1,C,BX,20000930,CAT8
20000930,SKU5701,13,BX,IG14,IPG1098,HTS124,1,1,C,BX,20000930,CAT8
20000930,SKU5703,34,BX,IG14,IPG1100,HTS15,1,1,C,BX,20000930,CAT8
20000930,SKU5704,6,BX,IG14,IPG1101,HTS15,1,1,C,BX,20000930,CAT8
20000930,SKU5707,12,BX,IG14,IPG1102,HTS83,1,1,C,BX,20000930,CAT8
20000930,SKU5708,8,BX,IG14,IPG1103,HTS76,1,1,C,BX,20000930,CAT8
20000930,SKU5709,6,BX,IG14,IPG1104,HTS15,1,1,C,BX,20000930,CAT8
20000930,SKU5711,1,BX,IG14,IPG1105,HTS75,1,1,C,BX,20000930,CAT8
20000930,SKU5712,6,BX,IG14,IPG1106,HTS119,1,0,C,BX,20000930,CAT8
20000930,SKU5716,1,BX,IG14,IPG1107,HTS7,1,1,C,BX,20000930,CAT8
20000930,SKU5717,15,BX,IG14,IPG1059,HTS96,1,0,C,BX,20000930,CAT8
20000930,SKU5724,6,BX,IG14,IPG1109,HTS119,1,0,C,BX,20000930,CAT8
20000930,SKU5725,5,BX,IG14,IPG1110,HTS75,1,0,C,BX,20000930,CAT8
20000930,SKU5927,5,EA,IG14,IPG1113,HTS110,1,1,C,BX,20000930,CAT8
20000930,SKU711,7,BX,IG29,IPG950,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU712,11,BX,IG29,IPG950,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU713,1,BX,IG29,IPG950,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU714,3.34,BX,IG29,IPG950,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU716,6.67,BX,IG29,IPG950,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU717,8.33,BX,IG29,IPG950,HTS61,1,1,B,BX,20050525,CAT8
20000930,SKU718,4,BX,IG29,IPG950,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU719,4,BX,IG29,IPG950,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU720,7,BX,IG29,IPG950,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU721,3,BX,IG29,IPG950,HTS61,1,0,C,BX,20050525,CAT8
20000930,SKU722,1,BX,IG29,IPG950,HTS61,2,0,C,BX,20000930,CAT8
20000930,SKU727,5.33,BX,IG29,IPG950,HTS61,1,0,C,BX,20050525,CAT8
20000930,SKU7390,348,BDL,IG13,IPG205,HTS65,1,1,A,BDL,20000930,CAT3
20000930,SKU7393,15,BX,IG13,IPG338,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU7394,16,BX,IG13,IPG338,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU7395,6,BX,IG13,IPG338,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU7396,9,BX,IG13,IPG338,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU7397,10,BX,IG13,IPG338,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU7446,210,BX,IG13,IPG380,HTS18,1,1,A,BX,20000930,CAT3
20000930,SKU7453,82,BX,IG13,IPG381,HTS15,2,0,C,BX,20000930,CAT3
20000930,SKU7454,3,BX,IG13,IPG355,HTS123,1,1,C,BX,20000930,CAT3
20000930,SKU7455,276.5,BX,IG13,IPG382,HTS119,1,1,A,BX,20000930,CAT3
20000930,SKU7486,275,BX,IG13,IPG385,HTS119,1,1,A,BX,20000930,CAT3
20000930,SKU7493,216,BDL,IG13,IPG357,HTS65,1,1,A,BDL,20000930,CAT3
20000930,SKU7495,20,BX,IG18,IPG386,HTS119,1,1,B,BX,20000930,CAT3
20000930,SKU7510,44,EA,IG28,IPG1871,HTS2,1,0,C,EA,20000930,CAT15
20000930,SKU7512,4,BX,IG13,IPG41,HTS15,1,1,C,BX,20000930,CAT3
20000930,SKU7513,7,BX,IG13,IPG42,HTS15,1,1,B,BX,20000930,CAT3
20000930,SKU7514,5,BX,IG13,IPG43,HTS15,1,1,B,BX,20000930,CAT3
20000930,SKU7515,5,BX,IG13,IPG44,HTS15,1,1,B,BX,20000930,CAT3
20000930,SKU7516,1,BX,IG13,IPG46,HTS15,1,1,C,BX,20000930,CAT3
20000930,SKU765,6,BX,IG29,IPG953,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU767,2,BX,IG29,IPG953,HTS61,2,0,C,BX,20000930,CAT8
20000930,SKU768,4,BX,IG29,IPG953,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU769,1,BX,IG29,IPG953,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU774,2,BX,IG29,IPG953,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU778,13,BX,IG29,IPG955,HTS61,1,1,A,BX,20050615,CAT8
20000930,SKU780,6.5,BX,IG29,IPG955,HTS61,1,1,A,BX,20050614,CAT8
20000930,SKU781,7,BX,IG29,IPG955,HTS61,2,0,C,BX,20050614,CAT8
20000930,SKU782,6,BX,IG29,IPG955,HTS61,2,0,C,BX,20000930,CAT8
20000930,SKU795,15,BX,IG29,IPG957,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU796,10,BX,IG29,IPG957,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU797,10,BX,IG29,IPG957,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU800,11.5,BX,IG29,IPG957,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU801,2,BX,IG29,IPG957,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU802,10,BX,IG29,IPG957,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU803,6,BX,IG29,IPG957,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU804,6,BX,IG29,IPG957,HTS61,1,0,C,BX,20000930,CAT8
20000930,SKU805,12.5,BX,IG29,IPG957,HTS61,1,1,A,BX,20000930,CAT8
20000930,SKU8588,11,BX,IG2,IPG324,HTS97,1,1,C,BX,20000930,CAT1
20000930,SKU8589,23,BX,IG2,IPG321,HTS97,1,1,B,BX,20000930,CAT1
20000930,SKU8590,0,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20000930,SKU8591,38,BX,IG2,IPG321,HTS97,1,1,C,BX,20000930,CAT1
20000930,SKU8593,27,BX,IG2,IPG321,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8594,57,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20000930,SKU8595,7,BX,IG2,IPG324,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8597,40,BX,IG2,IPG324,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8598,248,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20000930,SKU8599,11,BX,IG2,IPG321,HTS97,1,1,C,BX,20000930,CAT1
20000930,SKU8600,180,BX,IG2,IPG328,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8601,12,BX,IG2,IPG327,HTS97,2,0,B,BX,20000930,CAT1
20000930,SKU8602,64,BX,IG2,IPG327,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8603,38,BX,IG2,IPG327,HTS97,2,0,B,BX,20000930,CAT1
20000930,SKU8604,18,BX,IG2,IPG327,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8605,88,BX,IG2,IPG328,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8606,36,BX,IG2,IPG328,HTS97,1,1,A,BX,20000930,CAT1
20000930,SKU8636,12,BX,IG4,IPG514,HTS97,2,0,C,BX,20000930,CAT1
20000930,SKU8637,54,BX,IG4,IPG514,HTS97,2,0,C,BX,20000930,CAT1
20000930,SKU8764,2,BX,IG11,IPG520,HTS6,1,1,A,BX,20000930,CAT5
20000930,SKU8815,27,BX,IG5,IPG1624,HTS67,2,0,B,BX,20000930,CAT2
20000930,SKU8816,24,BX,IG5,IPG1624,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8817,4,BX,IG5,IPG1624,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8818,14,BX,IG5,IPG1624,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8819,35,BX,IG5,IPG1624,HTS67,1,0,B,BX,20000930,CAT2
20000930,SKU8820,28,BX,IG5,IPG1624,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8822,9,BX,IG5,IPG1624,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8823,26,BX,IG5,IPG1624,HTS67,1,0,B,BX,20000930,CAT2
20000930,SKU8824,35,BX,IG5,IPG1624,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8961,16,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8962,25,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8963,16,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8964,4,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8965,15,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8966,22,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8967,5,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8968,2,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8969,21,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8970,19,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU8972,23,BX,IG5,IPG1604,HTS67,1,0,C,BX,20000930,CAT2
20000930,SKU9021,124,BG,IG12,IPG236,HTS15,1,0,C,BG,20000930,CAT2
20000930,SKU9023,30,BG,IG12,IPG237,HTS15,1,1,B,BG,20000930,CAT2
20000930,SKU9024,233,BX,IG12,IPG238,HTS15,1,1,C,BG,20000929,CAT2
20000930,SKU9025,31,BX,IG12,IPG239,HTS119,1,0,C,BX,20000930,CAT2
20000930,SKU9026,355,BX,IG12,IPG240,HTS119,1,0,C,BX,20000930,CAT2
20000930,SKU9027,21,BX,IG12,IPG1630,HTS119,1,0,C,BX,20000930,CAT2
20000930,SKU9029,182,BG,IG12,IPG242,HTS15,1,0,C,BG,20000930,CAT2
20000930,SKU9034,51,BG,IG12,IPG243,HTS15,1,0,C,BG,20000930,CAT2
20000930,SKU9036,225,BD,IG12,IPG244,HTS65,1,0,A,BDL,20000929,CAT2
20000930,SKU9041,19,BG,IG12,IPG245,HTS15,1,0,C,BG,20000930,CAT2
20000930,SKU9041,137,BG,IG12,IPG245,HTS15,1,0,C,BG,20000930,CAT2
20000930,SKU9042,348,BG,IG12,IPG246,HTS119,1,0,C,BG,20000930,CAT2
20000930,SKU9043,501,BG,IG12,IPG247,HTS15,1,0,B,BG,20000930,CAT2
20000930,SKU9044,149,BG,IG12,IPG248,HTS15,2,0,B,BG,20000930,CAT2
20000930,SKU9045,216,BG,IG12,IPG249,HTS15,1,0,B,BG,20000930,CAT2
20000930,SKU9046,414,BG,IG12,IPG250,HTS15,1,0,C,BG,20000930,CAT2
20000930,SKU9057,7.8,BX,IG13,IPG358,HTS119,1,1,A,BX,20000930,CAT3
20000930,SKU9063,10.2,BX,IG13,IPG360,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU9063,11.8,BX,IG13,IPG360,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU9065,27,BX,IG13,IPG361,HTS119,1,1,A,BX,20000930,CAT3
20000930,SKU9067,15.2,BX,IG13,IPG362,HTS15,1,1,C,BX,20000930,CAT3
20000930,SKU9069,14,BX,IG13,IPG364,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU9073,9,BX,IG13,IPG374,HTS119,1,1,B,BX,20000930,CAT3
20000930,SKU9075,10,BX,IG13,IPG374,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU9076,8,BX,IG13,IPG374,HTS119,1,1,B,BX,20000930,CAT3
20000930,SKU9077,32,BX,IG13,IPG374,HTS119,1,1,A,BX,20000930,CAT3
20000930,SKU9079,68.79,BX,IG13,IPG374,HTS119,1,1,A,BX,20000930,CAT3
20000930,SKU9080,5.75,BX,IG13,IPG374,HTS119,1,0,C,BX,20000930,CAT3
20000930,SKU9081,4,BX,IG13,IPG374,HTS119,1,0,C,BX,20000930,CAT3
20000930,SKU9094,5,BG,IG13,IPG389,HTS15,1,1,C,BG,20000930,CAT3
20000930,SKU9108,12,BX,IG13,IPG348,HTS119,1,1,A,BX,20000930,CAT3
20000930,SKU9113,11,BX,IG13,IPG349,HTS119,1,1,B,BX,20000930,CAT3
20000930,SKU9118,-5.3,BX,IG13,IPG352,HTS15,1,1,A,BX,20000930,CAT3
20000930,SKU9118,19.3,BX,IG13,IPG352,HTS15,1,1,A,BX,20000930,CAT3
20000930,SKU9122,-1,BX,IG13,IPG396,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU9122,3,BX,IG13,IPG396,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU9123,13,BX,IG13,IPG397,HTS119,1,1,C,BX,20000930,CAT3
20000930,SKU9124,5,BX,IG13,IPG416,HTS15,1,1,B,BX,20000930,CAT3
20000930,SKU9127,24,BX,IG13,IPG415,HTS15,1,1,C,BX,20000930,CAT3
20000930,SKU9129,2.67,BX,IG13,IPG398,HTS15,1,1,B,BX,20000930,CAT3
20000930,SKU9144,17,BX,IG13,IPG1599,HTS15,1,1,C,BX,20000930,CAT3
20000930,SKU9149,83,BX,IG12,IPG1887,HTS15,1,0,C,BX,20000929,CAT2
20000930,SKU9267,28,RL,IG22,IPG313,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9301,5,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9301,20,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9302,30,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9305,104,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9310,2,RL,IG22,IPG1216,HTS48,2,0,C,RL,20000930,CAT7
20000930,SKU9310,12,RL,IG22,IPG1216,HTS48,2,0,C,RL,20000930,CAT7
20000930,SKU9312,12,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9313,3,RL,IG22,IPG1216,HTS48,2,0,C,RL,20000930,CAT7
20000930,SKU9313,8,RL,IG22,IPG1216,HTS48,2,0,C,RL,20000930,CAT7
20000930,SKU9314,59,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9316,13,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20000930,SKU9426,76,BX,IG26,IPG230,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9427,23,BX,IG26,IPG1270,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9428,3,BX,IG26,IPG1270,HTS56,1,0,C,BX,20000930,CAT7
20000930,SKU9429,9,BX,IG26,IPG1270,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9430,110,BX,IG26,IPG1270,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9431,17,BX,IG26,IPG1270,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9432,9,BX,IG26,IPG1270,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9433,13,BX,IG26,IPG1270,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9437,36,BX,IG26,IPG305,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9439,54,BX,IG26,IPG306,HTS56,1,1,B,BX,20000930,CAT7
20000930,SKU9439,379,BX,IG26,IPG306,HTS56,1,1,B,BX,20000930,CAT7
20000930,SKU9440,5,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9440,24,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9441,4,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9441,21,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9442,1,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9442,15,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9443,4,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9444,4,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9444,44,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9445,5,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9445,8,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9446,13,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9447,11,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9448,3,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9448,41,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9449,83,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9450,15,BX,IG26,IPG307,HTS56,1,0,C,BX,20000930,CAT7
20000930,SKU9456,14,BX,IG26,IPG425,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9652,14,BX,IG26,IPG477,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9653,8,BX,IG26,IPG477,HTS56,1,1,B,BX,20000930,CAT7
20000930,SKU9654,198,BX,IG26,IPG477,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9655,43,BX,IG26,IPG477,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9658,6,BX,IG26,IPG477,HTS56,1,1,B,BX,20000930,CAT7
20000930,SKU9660,180,BX,IG26,IPG477,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9661,3,BX,IG26,IPG477,HTS56,2,0,C,BX,20000930,CAT7
20000930,SKU9662,77,BX,IG26,IPG477,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9667,87,BX,IG26,IPG477,HTS56,1,1,C,BX,20000930,CAT7
20000930,SKU9670,75,BX,IG26,IPG477,HTS56,1,1,B,BX,20000930,CAT7
20001001,SKU10521,-1,BX,IG7,IPG465,HTS92,1,0,A,BX,20000930,CAT8
20001001,SKU7394,-8,BX,IG13,IPG338,HTS119,1,1,C,BX,20000930,CAT3
20001001,SKU7455,-2.5,BX,IG13,IPG382,HTS119,1,1,A,BX,20000930,CAT3
20001001,SKU7486,-12,BX,IG13,IPG385,HTS119,1,1,A,BX,20000930,CAT3
20001001,SKU7493,-2,BDL,IG13,IPG357,HTS65,1,1,A,BDL,20000930,CAT3
20001001,SKU8590,0,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8590,6,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8592,58,BX,IG2,IPG321,HTS97,1,1,A,BX,20001001,CAT1
20001001,SKU8594,0,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8594,0,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8594,54,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8594,-56,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8598,-74,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8598,-174,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8598,248,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001001,SKU8971,18,BX,IG5,IPG1604,HTS67,1,0,C,BX,20001001,CAT2
20001001,SKU9024,-17,BX,IG12,IPG238,HTS15,1,1,C,BG,20000929,CAT2
20001001,SKU9024,-216,BX,IG12,IPG238,HTS15,1,1,C,BG,20000929,CAT2
20001001,SKU9024,233,BX,IG12,IPG238,HTS15,1,1,C,BG,20000929,CAT2
20001001,SKU9036,-13,BD,IG12,IPG244,HTS65,1,0,A,BDL,20000929,CAT2
20001001,SKU9036,13,BD,IG12,IPG244,HTS65,1,0,A,BDL,20000929,CAT2
20001001,SKU9041,-19,BG,IG12,IPG245,HTS15,1,0,C,BG,20000930,CAT2
20001001,SKU9063,-11.2,BX,IG13,IPG360,HTS119,1,1,C,BX,20000930,CAT3
20001001,SKU9065,-1,BX,IG13,IPG361,HTS119,1,1,A,BX,20000930,CAT3
20001001,SKU9079,-6,BX,IG13,IPG374,HTS119,1,1,A,BX,20000930,CAT3
20001001,SKU9118,-5.3,BX,IG13,IPG352,HTS15,1,1,A,BX,20000930,CAT3
20001001,SKU9118,5.3,BX,IG13,IPG352,HTS15,1,1,A,BX,20000930,CAT3
20001001,SKU9122,1,BX,IG13,IPG396,HTS119,1,1,C,BX,20000930,CAT3
20001001,SKU9123,-3,BX,IG13,IPG397,HTS119,1,1,C,BX,20000930,CAT3
20001001,SKU9133,11,BX,IG13,IPG345,HTS119,1,1,A,BX,20001001,CAT3
20001001,SKU9135,11,BX,IG13,IPG345,HTS119,1,1,B,BX,20001001,CAT3
20001001,SKU9136,8,BX,IG13,IPG345,HTS119,1,1,B,BX,20001001,CAT3
20001001,SKU9137,14,BX,IG13,IPG345,HTS119,1,1,A,BX,20001001,CAT3
20001001,SKU9140,26,BX,IG13,IPG345,HTS119,1,1,A,BX,20001001,CAT3
20001001,SKU9141,12,BX,IG13,IPG345,HTS119,1,0,C,BX,20001001,CAT3
20001001,SKU9142,10,BX,IG13,IPG345,HTS119,1,0,C,BX,20001001,CAT3
20001001,SKU9149,0,BX,IG12,IPG1887,HTS15,1,0,C,BX,20000929,CAT2
20001001,SKU9301,-5,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20001001,SKU9310,-2,RL,IG22,IPG1216,HTS48,2,0,C,RL,20000930,CAT7
20001001,SKU9313,-3,RL,IG22,IPG1216,HTS48,2,0,C,RL,20000930,CAT7
20001001,SKU9439,0,BX,IG26,IPG306,HTS56,1,1,B,BX,20000930,CAT7
20001001,SKU9440,0,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20001001,SKU9441,0,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20001001,SKU9442,0,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20001001,SKU9444,0,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20001001,SKU9445,0,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20001001,SKU9448,0,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20001001,SKU9654,-1,BX,IG26,IPG477,HTS56,1,1,C,BX,20000930,CAT7
20001002,SKU8590,-6,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001002,SKU8594,2,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001002,SKU8598,0,BX,IG2,IPG321,HTS97,1,1,C,BX,20000929,CAT1
20001002,SKU9302,-20,RL,IG22,IPG1216,HTS48,1,1,C,RL,20000930,CAT7
20001002,SKU9441,-6,BX,IG26,IPG307,HTS56,1,1,C,BX,20000930,CAT7
20001002,SKU9446,-4,BX,IG26,IPG307,HTS56,2,0,C,BX,20000930,CAT7
20001008,SKU9090,9,BG,IG13,IPG388,HTS15,1,1,A,BG,20001001,CAT3
