WHS,ZONE,TYPE,AISLE,COLUMN,SHELF,LOC
80,WH,LOC4,05,D,1,05D1
80,WH,LOC5,05,D,10,05D10
80,WH,LOC5,05,D,11,05D11
80,WH,LOC5,05,D,12,05D12
80,WH,LOC4,05,D,2,05D2
80,WH,LOC4,05,D,3,05D3
80,WH,LOC4,05,D,4,05D4
80,WH,LOC4,05,D,5,05D5
80,WH,LOC4,05,D,6,05D6
80,WH,LOC4,05,D,7,05D7
80,WH,LOC4,05,D,8,05D8
80,WH,LOC4,05,D,9,05D9
80,WH,LOC4,05,E,1,05E1
80,WH,LOC5,05,E,10,05E10
80,WH,LOC5,05,E,11,05E11
80,WH,LOC5,05,E,12,05E12
80,WH,LOC4,05,E,2,05E2
80,WH,LOC4,05,E,3,05E3
80,WH,LOC4,05,E,4,05E4
80,WH,LOC4,05,E,5,05E5
80,WH,LOC4,05,E,6,05E6
80,WH,LOC4,05,E,7,05E7
80,WH,LOC4,05,E,8,05E8
80,WH,LOC4,05,E,9,05E9
80,WH,LOC4,05,F,1,05F1
80,WH,LOC5,05,F,10,05F10
80,WH,LOC5,05,F,11,05F11
80,WH,LOC5,05,F,12,05F12
80,WH,LOC4,05,F,2,05F2
80,WH,LOC4,05,F,3,05F3
80,WH,LOC4,05,F,4,05F4
80,WH,LOC4,05,F,5,05F5
80,WH,LOC4,05,F,6,05F6
80,WH,LOC4,05,F,7,05F7
80,WH,LOC4,05,F,8,05F8
80,WH,LOC4,05,F,9,05F9
80,WH,LOC4,05,G,1,05G1
80,WH,LOC5,05,G,10,05G10
80,WH,LOC5,05,G,11,05G11
80,WH,LOC5,05,G,12,05G12
80,WH,LOC4,05,G,2,05G2
80,WH,LOC4,05,G,3,05G3
80,WH,LOC4,05,G,4,05G4
80,WH,LOC4,05,G,5,05G5
80,WH,LOC4,05,G,6,05G6
80,WH,LOC4,05,G,7,05G7
80,WH,LOC4,05,G,8,05G8
80,WH,LOC4,05,G,9,05G9
80,WH,LOC4,05,H,1,05H1
80,WH,LOC5,05,H,10,05H10
80,WH,LOC5,05,H,11,05H11
80,WH,LOC5,05,H,12,05H12
80,WH,LOC4,05,H,2,05H2
80,WH,LOC4,05,H,3,05H3
80,WH,LOC4,05,H,4,05H4
80,WH,LOC4,05,H,5,05H5
80,WH,LOC4,05,H,6,05H6
80,WH,LOC4,05,H,7,05H7
80,WH,LOC4,05,H,8,05H8
80,WH,LOC4,05,H,9,05H9
80,WH,LOC4,05,I,1,05I1
80,WH,LOC5,05,I,10,05I10
80,WH,LOC5,05,I,11,05I11
80,WH,LOC5,05,I,12,05I12
80,WH,LOC4,05,I,2,05I2
80,WH,LOC4,05,I,3,05I3
80,WH,LOC4,05,I,4,05I4
80,WH,LOC4,05,I,5,05I5
80,WH,LOC4,05,I,6,05I6
80,WH,LOC4,05,I,7,05I7
80,WH,LOC4,05,I,8,05I8
80,WH,LOC4,05,I,9,05I9
80,WH,LOC4,05,J,1,05J1
80,WH,LOC5,05,J,10,05J10
80,WH,LOC5,05,J,11,05J11
80,WH,LOC5,05,J,12,05J12
80,WH,LOC4,05,J,2,05J2
80,WH,LOC4,05,J,3,05J3
80,WH,LOC4,05,J,4,05J4
80,WH,LOC4,05,J,5,05J5
80,WH,LOC4,05,J,6,05J6
80,WH,LOC4,05,J,7,05J7
80,WH,LOC4,05,J,8,05J8
80,WH,LOC4,05,J,9,05J9
80,WH,LOC4,05,K,1,05K1
80,WH,LOC5,05,K,10,05K10
80,WH,LOC5,05,K,11,05K11
80,WH,LOC5,05,K,12,05K12
80,WH,LOC4,05,K,2,05K2
80,WH,LOC4,05,K,3,05K3
80,WH,LOC4,05,K,4,05K4
80,WH,LOC4,05,K,5,05K5
80,WH,LOC4,05,K,6,05K6
80,WH,LOC4,05,K,7,05K7
80,WH,LOC4,05,K,8,05K8
80,WH,LOC4,05,K,9,05K9
80,WH,LOC4,05,L,1,05L1
80,WH,LOC5,05,L,10,05L10
80,WH,LOC5,05,L,11,05L11
80,WH,LOC5,05,L,12,05L12
80,WH,LOC4,05,L,2,05L2
80,WH,LOC4,05,L,3,05L3
80,WH,LOC4,05,L,4,05L4
80,WH,LOC4,05,L,5,05L5
80,WH,LOC4,05,L,6,05L6
80,WH,LOC4,05,L,7,05L7
80,WH,LOC4,05,L,8,05L8
80,WH,LOC4,05,L,9,05L9
80,WH,LOC4,05,M,1,05M1
80,WH,LOC5,05,M,10,05M10
80,WH,LOC5,05,M,11,05M11
80,WH,LOC5,05,M,12,05M12
80,WH,LOC4,05,M,2,05M2
80,WH,LOC4,05,M,3,05M3
80,WH,LOC4,05,M,4,05M4
80,WH,LOC4,05,M,5,05M5
80,WH,LOC4,05,M,6,05M6
80,WH,LOC4,05,M,7,05M7
80,WH,LOC4,05,M,8,05M8
80,WH,LOC4,05,M,9,05M9
80,WH,LOC4,05,N,1,05N1
80,WH,LOC5,05,N,10,05N10
80,WH,LOC5,05,N,11,05N11
80,WH,LOC5,05,N,12,05N12
80,WH,LOC4,05,N,2,05N2
80,WH,LOC4,05,N,3,05N3
80,WH,LOC4,05,N,4,05N4
80,WH,LOC4,05,N,5,05N5
80,WH,LOC4,05,N,6,05N6
80,WH,LOC4,05,N,7,05N7
80,WH,LOC4,05,N,8,05N8
80,WH,LOC4,05,N,9,05N9
80,WH,LOC4,05,O,1,05O1
80,WH,LOC5,05,O,10,05O10
80,WH,LOC5,05,O,11,05O11
80,WH,LOC5,05,O,12,05O12
80,WH,LOC4,05,O,2,05O2
80,WH,LOC4,05,O,3,05O3
80,WH,LOC4,05,O,4,05O4
80,WH,LOC4,05,O,5,05O5
80,WH,LOC4,05,O,6,05O6
80,WH,LOC4,05,O,7,05O7
80,WH,LOC4,05,O,8,05O8
80,WH,LOC4,05,O,9,05O9
80,WH,LOC4,05,P,1,05P1
80,WH,LOC5,05,P,10,05P10
80,WH,LOC5,05,P,11,05P11
80,WH,LOC5,05,P,12,05P12
80,WH,LOC4,05,P,2,05P2
80,WH,LOC4,05,P,3,05P3
80,WH,LOC4,05,P,4,05P4
80,WH,LOC4,05,P,5,05P5
80,WH,LOC4,05,P,6,05P6
80,WH,LOC4,05,P,7,05P7
80,WH,LOC4,05,P,8,05P8
80,WH,LOC4,05,P,9,05P9
80,WH,LOC4,05,Q,1,05Q1
80,WH,LOC5,05,Q,10,05Q10
80,WH,LOC5,05,Q,11,05Q11
80,WH,LOC5,05,Q,12,05Q12
80,WH,LOC4,05,Q,2,05Q2
80,WH,LOC4,05,Q,3,05Q3
80,WH,LOC4,05,Q,4,05Q4
80,WH,LOC4,05,Q,5,05Q5
80,WH,LOC4,05,Q,6,05Q6
80,WH,LOC4,05,Q,7,05Q7
80,WH,LOC4,05,Q,8,05Q8
80,WH,LOC4,05,Q,9,05Q9
80,WH,LOC4,05,R,1,05R1
80,WH,LOC5,05,R,10,05R10
80,WH,LOC5,05,R,11,05R11
80,WH,LOC5,05,R,12,05R12
80,WH,LOC4,05,R,2,05R2
80,WH,LOC4,05,R,3,05R3
80,WH,LOC4,05,R,4,05R4
80,WH,LOC4,05,R,5,05R5
80,WH,LOC4,05,R,6,05R6
80,WH,LOC4,05,R,7,05R7
80,WH,LOC4,05,R,8,05R8
80,WH,LOC4,05,R,9,05R9
80,WH,LOC4,05,S,1,05S1
80,WH,LOC5,05,S,10,05S10
80,WH,LOC5,05,S,11,05S11
80,WH,LOC5,05,S,12,05S12
80,WH,LOC4,05,S,2,05S2
80,WH,LOC4,05,S,3,05S3
80,WH,LOC4,05,S,4,05S4
80,WH,LOC4,05,S,5,05S5
80,WH,LOC4,05,S,6,05S6
80,WH,LOC4,05,S,7,05S7
80,WH,LOC4,05,S,8,05S8
80,WH,LOC4,05,S,9,05S9
80,WH,LOC4,05,T,1,05T1
80,WH,LOC5,05,T,10,05T10
80,WH,LOC5,05,T,11,05T11
80,WH,LOC5,05,T,12,05T12
80,WH,LOC4,05,T,2,05T2
80,WH,LOC4,05,T,3,05T3
80,WH,LOC4,05,T,4,05T4
80,WH,LOC4,05,T,5,05T5
80,WH,LOC4,05,T,6,05T6
80,WH,LOC4,05,T,7,05T7
80,WH,LOC4,05,T,8,05T8
80,WH,LOC4,05,T,9,05T9
80,WH,LOC4,05,U,1,05U1
80,WH,LOC5,05,U,10,05U10
80,WH,LOC5,05,U,11,05U11
80,WH,LOC5,05,U,12,05U12
80,WH,LOC4,05,U,2,05U2
80,WH,LOC4,05,U,3,05U3
80,WH,LOC4,05,U,4,05U4
80,WH,LOC4,05,U,5,05U5
80,WH,LOC4,05,U,6,05U6
80,WH,LOC4,05,U,7,05U7
80,WH,LOC4,05,U,8,05U8
80,WH,LOC4,05,U,9,05U9
80,WH,LOC4,05,V,1,05V1
80,WH,LOC5,05,V,10,05V10
80,WH,LOC5,05,V,11,05V11
80,WH,LOC5,05,V,12,05V12
80,WH,LOC4,05,V,2,05V2
80,WH,LOC4,05,V,3,05V3
80,WH,LOC4,05,V,4,05V4
80,WH,LOC4,05,V,5,05V5
80,WH,LOC4,05,V,6,05V6
80,WH,LOC4,05,V,7,05V7
80,WH,LOC4,05,V,8,05V8
80,WH,LOC4,05,V,9,05V9
80,WH,LOC4,05,W,1,05W1
80,WH,LOC5,05,W,10,05W10
80,WH,LOC5,05,W,11,05W11
80,WH,LOC5,05,W,12,05W12
80,WH,LOC4,05,W,2,05W2
80,WH,LOC4,05,W,3,05W3
80,WH,LOC4,05,W,4,05W4
80,WH,LOC4,05,W,5,05W5
80,WH,LOC4,05,W,6,05W6
80,WH,LOC4,05,W,7,05W7
80,WH,LOC4,05,W,8,05W8
80,WH,LOC4,05,W,9,05W9
80,WH,LOC4,05,X,1,05X1
80,WH,LOC5,05,X,10,05X10
80,WH,LOC5,05,X,11,05X11
80,WH,LOC5,05,X,12,05X12
80,WH,LOC4,05,X,2,05X2
80,WH,LOC4,05,X,3,05X3
80,WH,LOC4,05,X,4,05X4
80,WH,LOC4,05,X,5,05X5
80,WH,LOC4,05,X,6,05X6
80,WH,LOC4,05,X,7,05X7
80,WH,LOC4,05,X,8,05X8
80,WH,LOC4,05,X,9,05X9
80,WH,LOC4,05,Y,1,05Y1
80,WH,LOC5,05,Y,10,05Y10
80,WH,LOC5,05,Y,11,05Y11
80,WH,LOC5,05,Y,12,05Y12
80,WH,LOC4,05,Y,2,05Y2
80,WH,LOC4,05,Y,3,05Y3
80,WH,LOC4,05,Y,4,05Y4
80,WH,LOC4,05,Y,5,05Y5
80,WH,LOC4,05,Y,6,05Y6
80,WH,LOC4,05,Y,7,05Y7
80,WH,LOC4,05,Y,8,05Y8
80,WH,LOC4,05,Y,9,05Y9
80,WH,LOC4,05,Z,1,05Z1
80,WH,LOC5,05,Z,10,05Z10
80,WH,LOC5,05,Z,11,05Z11
80,WH,LOC5,05,Z,12,05Z12
80,WH,LOC4,05,Z,2,05Z2
80,WH,LOC4,05,Z,3,05Z3
80,WH,LOC4,05,Z,4,05Z4
80,WH,LOC4,05,Z,5,05Z5
80,WH,LOC4,05,Z,6,05Z6
80,WH,LOC4,05,Z,7,05Z7
80,WH,LOC4,05,Z,8,05Z8
80,WH,LOC4,05,Z,9,05Z9
80,WH,LOC4,06,A,1,06A1
80,WH,LOC5,06,A,10,06A10
80,WH,LOC5,06,A,11,06A11
80,WH,LOC5,06,A,12,06A12
80,WH,LOC4,06,A,2,06A2
80,WH,LOC4,06,A,3,06A3
80,WH,LOC4,06,A,4,06A4
80,WH,LOC4,06,A,5,06A5
80,WH,LOC4,06,A,6,06A6
80,WH,LOC4,06,A,7,06A7
80,WH,LOC4,06,A,8,06A8
80,WH,LOC4,06,A,9,06A9
80,WH,LOC4,06,B,1,06B1
80,WH,LOC5,06,B,10,06B10
80,WH,LOC5,06,B,11,06B11
80,WH,LOC5,06,B,12,06B12
80,WH,LOC4,06,B,2,06B2
80,WH,LOC4,06,B,3,06B3
80,WH,LOC4,06,B,4,06B4
80,WH,LOC4,06,B,5,06B5
80,WH,LOC4,06,B,6,06B6
80,WH,LOC4,06,B,7,06B7
80,WH,LOC4,06,B,8,06B8
80,WH,LOC4,06,B,9,06B9
80,WH,LOC4,06,C,1,06C1
80,WH,LOC5,06,C,10,06C10
80,WH,LOC5,06,C,11,06C11
80,WH,LOC5,06,C,12,06C12
80,WH,LOC4,06,C,2,06C2
80,WH,LOC4,06,C,3,06C3
80,WH,LOC4,06,C,4,06C4
80,WH,LOC4,06,C,5,06C5
80,WH,LOC4,06,C,6,06C6
80,WH,LOC4,06,C,7,06C7
80,WH,LOC4,06,C,8,06C8
80,WH,LOC4,06,C,9,06C9
80,WH,LOC4,06,D,1,06D1
80,WH,LOC5,06,D,10,06D10
80,WH,LOC5,06,D,11,06D11
80,WH,LOC5,06,D,12,06D12
80,WH,LOC4,06,D,2,06D2
80,WH,LOC4,06,D,3,06D3
80,WH,LOC4,06,D,4,06D4
80,WH,LOC4,06,D,5,06D5
80,WH,LOC4,06,D,6,06D6
80,WH,LOC4,06,D,7,06D7
80,WH,LOC4,06,D,8,06D8
80,WH,LOC4,06,D,9,06D9
80,WH,LOC4,06,E,1,06E1
80,WH,LOC5,06,E,10,06E10
80,WH,LOC5,06,E,11,06E11
80,WH,LOC5,06,E,12,06E12
80,WH,LOC4,06,E,2,06E2
80,WH,LOC4,06,E,3,06E3
80,WH,LOC4,06,E,4,06E4
80,WH,LOC4,06,E,5,06E5
80,WH,LOC4,06,E,6,06E6
80,WH,LOC4,06,E,7,06E7
80,WH,LOC4,06,E,8,06E8
80,WH,LOC4,06,E,9,06E9
80,WH,LOC4,06,F,1,06F1
80,WH,LOC5,06,F,10,06F10
80,WH,LOC5,06,F,11,06F11
80,WH,LOC5,06,F,12,06F12
80,WH,LOC4,06,F,2,06F2
80,WH,LOC4,06,F,3,06F3
80,WH,LOC4,06,F,4,06F4
80,WH,LOC4,06,F,5,06F5
80,WH,LOC4,06,F,6,06F6
80,WH,LOC4,06,F,7,06F7
80,WH,LOC4,06,F,8,06F8
80,WH,LOC4,06,F,9,06F9
80,WH,LOC4,06,G,1,06G1
80,WH,LOC5,06,G,10,06G10
80,WH,LOC5,06,G,11,06G11
80,WH,LOC5,06,G,12,06G12
80,WH,LOC4,06,G,2,06G2
80,WH,LOC4,06,G,3,06G3
80,WH,LOC4,06,G,4,06G4
80,WH,LOC4,06,G,5,06G5
80,WH,LOC4,06,G,6,06G6
80,WH,LOC4,06,G,7,06G7
80,WH,LOC4,06,G,8,06G8
80,WH,LOC4,06,G,9,06G9
80,WH,LOC4,06,H,1,06H1
80,WH,LOC5,06,H,10,06H10
80,WH,LOC5,06,H,11,06H11
80,WH,LOC5,06,H,12,06H12
80,WH,LOC4,06,H,2,06H2
80,WH,LOC4,06,H,3,06H3
80,WH,LOC4,06,H,4,06H4
80,WH,LOC4,06,H,5,06H5
80,WH,LOC4,06,H,6,06H6
80,WH,LOC4,06,H,7,06H7
80,WH,LOC4,06,H,8,06H8
80,WH,LOC4,06,H,9,06H9
80,WH,LOC4,06,I,1,06I1
80,WH,LOC5,06,I,10,06I10
80,WH,LOC5,06,I,11,06I11
80,WH,LOC5,06,I,12,06I12
80,WH,LOC4,06,I,2,06I2
80,WH,LOC4,06,I,3,06I3
80,WH,LOC4,06,I,4,06I4
80,WH,LOC4,06,I,5,06I5
80,WH,LOC4,06,I,6,06I6
80,WH,LOC4,06,I,7,06I7
80,WH,LOC4,06,I,8,06I8
80,WH,LOC4,06,I,9,06I9
80,WH,LOC4,06,J,1,06J1
80,WH,LOC5,06,J,10,06J10
80,WH,LOC5,06,J,11,06J11
80,WH,LOC5,06,J,12,06J12
80,WH,LOC4,06,J,2,06J2
80,WH,LOC4,06,J,3,06J3
80,WH,LOC4,06,J,4,06J4
80,WH,LOC4,06,J,5,06J5
80,WH,LOC4,06,J,6,06J6
80,WH,LOC4,06,J,7,06J7
80,WH,LOC4,06,J,8,06J8
80,WH,LOC4,06,J,9,06J9
80,WH,LOC4,06,K,1,06K1
80,WH,LOC5,06,K,10,06K10
80,WH,LOC5,06,K,11,06K11
80,WH,LOC5,06,K,12,06K12
80,WH,LOC4,06,K,2,06K2
80,WH,LOC4,06,K,3,06K3
80,WH,LOC4,06,K,4,06K4
80,WH,LOC4,06,K,5,06K5
80,WH,LOC4,06,K,6,06K6
80,WH,LOC4,06,K,7,06K7
80,WH,LOC4,06,K,8,06K8
80,WH,LOC4,06,K,9,06K9
80,WH,LOC4,06,L,1,06L1
80,WH,LOC5,06,L,10,06L10
80,WH,LOC5,06,L,11,06L11
80,WH,LOC5,06,L,12,06L12
80,WH,LOC4,06,L,2,06L2
80,WH,LOC4,06,L,3,06L3
80,WH,LOC4,06,L,4,06L4
80,WH,LOC4,06,L,5,06L5
80,WH,LOC4,06,L,6,06L6
80,WH,LOC4,06,L,7,06L7
80,WH,LOC4,06,L,8,06L8
80,WH,LOC4,06,L,9,06L9
80,WH,LOC4,06,M,1,06M1
80,WH,LOC5,06,M,10,06M10
80,WH,LOC5,06,M,11,06M11
80,WH,LOC5,06,M,12,06M12
80,WH,LOC4,06,M,2,06M2
80,WH,LOC4,06,M,3,06M3
80,WH,LOC4,06,M,4,06M4
80,WH,LOC4,06,M,5,06M5
80,WH,LOC4,06,M,6,06M6
80,WH,LOC4,06,M,7,06M7
80,WH,LOC4,06,M,8,06M8
80,WH,LOC4,06,M,9,06M9
80,WH,LOC4,06,N,1,06N1
80,WH,LOC5,06,N,10,06N10
80,WH,LOC5,06,N,11,06N11
80,WH,LOC5,06,N,12,06N12
80,WH,LOC4,06,N,2,06N2
80,WH,LOC4,06,N,3,06N3
80,WH,LOC4,06,N,4,06N4
80,WH,LOC4,06,N,5,06N5
80,WH,LOC4,06,N,6,06N6
80,WH,LOC4,06,N,7,06N7
80,WH,LOC4,06,N,8,06N8
80,WH,LOC4,06,N,9,06N9
80,WH,LOC4,06,O,1,06O1
80,WH,LOC5,06,O,10,06O10
80,WH,LOC5,06,O,11,06O11
80,WH,LOC5,06,O,12,06O12
80,WH,LOC4,06,O,2,06O2
80,WH,LOC4,06,O,3,06O3
80,WH,LOC4,06,O,4,06O4
80,WH,LOC4,06,O,5,06O5
80,WH,LOC4,06,O,6,06O6
80,WH,LOC4,06,O,7,06O7
80,WH,LOC4,06,O,8,06O8
80,WH,LOC4,06,O,9,06O9
80,WH,LOC4,06,P,1,06P1
80,WH,LOC5,06,P,10,06P10
80,WH,LOC5,06,P,11,06P11
80,WH,LOC5,06,P,12,06P12
80,WH,LOC4,06,P,2,06P2
80,WH,LOC4,06,P,3,06P3
80,WH,LOC4,06,P,4,06P4
80,WH,LOC4,06,P,5,06P5
80,WH,LOC4,06,P,6,06P6
80,WH,LOC4,06,P,7,06P7
80,WH,LOC4,06,P,8,06P8
80,WH,LOC4,06,P,9,06P9
80,WH,LOC4,06,Q,1,06Q1
80,WH,LOC5,06,Q,10,06Q10
80,WH,LOC5,06,Q,11,06Q11
80,WH,LOC5,06,Q,12,06Q12
80,WH,LOC4,06,Q,2,06Q2
80,WH,LOC4,06,Q,3,06Q3
80,WH,LOC4,06,Q,4,06Q4
80,WH,LOC4,06,Q,5,06Q5
80,WH,LOC4,06,Q,6,06Q6
80,WH,LOC4,06,Q,7,06Q7
80,WH,LOC4,06,Q,8,06Q8
80,WH,LOC4,06,Q,9,06Q9
80,WH,LOC4,06,R,1,06R1
80,WH,LOC5,06,R,10,06R10
80,WH,LOC5,06,R,11,06R11
80,WH,LOC5,06,R,12,06R12
80,WH,LOC4,06,R,2,06R2
80,WH,LOC4,06,R,3,06R3
80,WH,LOC4,06,R,4,06R4
80,WH,LOC4,06,R,5,06R5
80,WH,LOC4,06,R,6,06R6
80,WH,LOC4,06,R,7,06R7
80,WH,LOC4,06,R,8,06R8
80,WH,LOC4,06,R,9,06R9
80,WH,LOC4,06,S,1,06S1
80,WH,LOC5,06,S,10,06S10
80,WH,LOC5,06,S,11,06S11
80,WH,LOC5,06,S,12,06S12
80,WH,LOC4,06,S,2,06S2
80,WH,LOC4,06,S,3,06S3
80,WH,LOC4,06,S,4,06S4
80,WH,LOC4,06,S,5,06S5
80,WH,LOC4,06,S,6,06S6
80,WH,LOC4,06,S,7,06S7
80,WH,LOC4,06,S,8,06S8
80,WH,LOC4,06,S,9,06S9
80,WH,LOC4,06,T,1,06T1
80,WH,LOC5,06,T,10,06T10
80,WH,LOC5,06,T,11,06T11
80,WH,LOC5,06,T,12,06T12
80,WH,LOC4,06,T,2,06T2
80,WH,LOC4,06,T,3,06T3
80,WH,LOC4,06,T,4,06T4
80,WH,LOC4,06,T,5,06T5
80,WH,LOC4,06,T,6,06T6
80,WH,LOC4,06,T,7,06T7
80,WH,LOC4,06,T,8,06T8
80,WH,LOC4,06,T,9,06T9
80,WH,LOC4,06,U,1,06U1
80,WH,LOC5,06,U,10,06U10
80,WH,LOC5,06,U,11,06U11
80,WH,LOC5,06,U,12,06U12
80,WH,LOC4,06,U,2,06U2
80,WH,LOC4,06,U,3,06U3
80,WH,LOC4,06,U,4,06U4
80,WH,LOC4,06,U,5,06U5
80,WH,LOC4,06,U,6,06U6
80,WH,LOC4,06,U,7,06U7
80,WH,LOC4,06,U,8,06U8
80,WH,LOC4,06,U,9,06U9
80,WH,LOC4,06,V,1,06V1
80,WH,LOC5,06,V,10,06V10
80,WH,LOC5,06,V,11,06V11
80,WH,LOC5,06,V,12,06V12
80,WH,LOC4,06,V,2,06V2
80,WH,LOC4,06,V,3,06V3
80,WH,LOC4,06,V,4,06V4
80,WH,LOC4,06,V,5,06V5
80,WH,LOC4,06,V,6,06V6
80,WH,LOC4,06,V,7,06V7
80,WH,LOC4,06,V,8,06V8
80,WH,LOC4,06,V,9,06V9
80,WH,LOC4,06,W,1,06W1
80,WH,LOC5,06,W,10,06W10
80,WH,LOC5,06,W,11,06W11
80,WH,LOC5,06,W,12,06W12
80,WH,LOC4,06,W,2,06W2
80,WH,LOC4,06,W,3,06W3
80,WH,LOC4,06,W,4,06W4
80,WH,LOC4,06,W,5,06W5
80,WH,LOC4,06,W,6,06W6
80,WH,LOC4,06,W,7,06W7
80,WH,LOC4,06,W,8,06W8
80,WH,LOC4,06,W,9,06W9
80,WH,LOC4,06,X,1,06X1
80,WH,LOC5,06,X,10,06X10
80,WH,LOC5,06,X,11,06X11
80,WH,LOC5,06,X,12,06X12
80,WH,LOC4,06,X,2,06X2
80,WH,LOC4,06,X,3,06X3
80,WH,LOC4,06,X,4,06X4
80,WH,LOC4,06,X,5,06X5
80,WH,LOC4,06,X,6,06X6
80,WH,LOC4,06,X,7,06X7
80,WH,LOC4,06,X,8,06X8
80,WH,LOC4,06,X,9,06X9
80,WH,LOC4,06,Y,1,06Y1
80,WH,LOC5,06,Y,10,06Y10
80,WH,LOC5,06,Y,11,06Y11
80,WH,LOC5,06,Y,12,06Y12
80,WH,LOC4,06,Y,2,06Y2
80,WH,LOC4,06,Y,3,06Y3
80,WH,LOC4,06,Y,4,06Y4
80,WH,LOC4,06,Y,5,06Y5
80,WH,LOC4,06,Y,6,06Y6
80,WH,LOC4,06,Y,7,06Y7
80,WH,LOC4,06,Y,8,06Y8
80,WH,LOC4,06,Y,9,06Y9
80,WH,LOC4,06,Z,1,06Z1
80,WH,LOC5,06,Z,10,06Z10
80,WH,LOC5,06,Z,11,06Z11
80,WH,LOC5,06,Z,12,06Z12
80,WH,LOC4,06,Z,2,06Z2
80,WH,LOC4,06,Z,3,06Z3
80,WH,LOC4,06,Z,4,06Z4
80,WH,LOC4,06,Z,5,06Z5
80,WH,LOC4,06,Z,6,06Z6
80,WH,LOC4,06,Z,7,06Z7
80,WH,LOC4,06,Z,8,06Z8
80,WH,LOC4,06,Z,9,06Z9
80,WH,LOC4,07,A,1,07A1
80,WH,LOC5,07,A,10,07A10
80,WH,LOC5,07,A,11,07A11
80,WH,LOC5,07,A,12,07A12
80,WH,LOC4,07,A,2,07A2
80,WH,LOC4,07,A,3,07A3
80,WH,LOC4,07,A,4,07A4
80,WH,LOC4,07,A,5,07A5
80,WH,LOC4,07,A,6,07A6
80,WH,LOC4,07,A,7,07A7
80,WH,LOC4,07,A,8,07A8
80,WH,LOC4,07,A,9,07A9
80,WH,LOC4,07,B,1,07B1
80,WH,LOC5,07,B,10,07B10
80,WH,LOC5,07,B,11,07B11
80,WH,LOC5,07,B,12,07B12
80,WH,LOC4,07,B,2,07B2
80,WH,LOC4,07,B,3,07B3
80,WH,LOC4,07,B,4,07B4
80,WH,LOC4,07,B,5,07B5
80,WH,LOC4,07,B,6,07B6
80,WH,LOC4,07,B,7,07B7
80,WH,LOC4,07,B,8,07B8
80,WH,LOC4,07,B,9,07B9
80,WH,LOC4,07,C,1,07C1
80,WH,LOC5,07,C,10,07C10
80,WH,LOC5,07,C,11,07C11
80,WH,LOC5,07,C,12,07C12
80,WH,LOC4,07,C,2,07C2
80,WH,LOC4,07,C,3,07C3
80,WH,LOC4,07,C,4,07C4
80,WH,LOC4,07,C,5,07C5
80,WH,LOC4,07,C,6,07C6
80,WH,LOC4,07,C,7,07C7
80,WH,LOC4,07,C,8,07C8
80,WH,LOC4,07,C,9,07C9
80,WH,LOC4,07,D,1,07D1
80,WH,LOC5,07,D,10,07D10
80,WH,LOC5,07,D,11,07D11
80,WH,LOC5,07,D,12,07D12
80,WH,LOC4,07,D,2,07D2
80,WH,LOC4,07,D,3,07D3
80,WH,LOC4,07,D,4,07D4
80,WH,LOC4,07,D,5,07D5
80,WH,LOC4,07,D,6,07D6
80,WH,LOC4,07,D,7,07D7
80,WH,LOC4,07,D,8,07D8
80,WH,LOC4,07,D,9,07D9
80,WH,LOC4,07,E,1,07E1
80,WH,LOC5,07,E,10,07E10
80,WH,LOC5,07,E,11,07E11
80,WH,LOC5,07,E,12,07E12
80,WH,LOC4,07,E,2,07E2
80,WH,LOC4,07,E,3,07E3
80,WH,LOC4,07,E,4,07E4
80,WH,LOC4,07,E,5,07E5
80,WH,LOC4,07,E,6,07E6
80,WH,LOC4,07,E,7,07E7
80,WH,LOC4,07,E,8,07E8
80,WH,LOC4,07,E,9,07E9
80,WH,LOC4,07,F,1,07F1
80,WH,LOC5,07,F,10,07F10
80,WH,LOC5,07,F,11,07F11
80,WH,LOC5,07,F,12,07F12
80,WH,LOC4,07,F,2,07F2
80,WH,LOC4,07,F,3,07F3
80,WH,LOC4,07,F,4,07F4
80,WH,LOC4,07,F,5,07F5
80,WH,LOC4,07,F,6,07F6
80,WH,LOC4,07,F,7,07F7
80,WH,LOC4,07,F,8,07F8
80,WH,LOC4,07,F,9,07F9
80,WH,LOC4,07,G,1,07G1
80,WH,LOC5,07,G,10,07G10
80,WH,LOC5,07,G,11,07G11
80,WH,LOC5,07,G,12,07G12
80,WH,LOC4,07,G,2,07G2
80,WH,LOC4,07,G,3,07G3
80,WH,LOC4,07,G,4,07G4
80,WH,LOC4,07,G,5,07G5
80,WH,LOC4,07,G,6,07G6
80,WH,LOC4,07,G,7,07G7
80,WH,LOC4,07,G,8,07G8
80,WH,LOC4,07,G,9,07G9
80,WH,LOC4,07,H,1,07H1
80,WH,LOC5,07,H,10,07H10
80,WH,LOC5,07,H,11,07H11
80,WH,LOC5,07,H,12,07H12
80,WH,LOC4,07,H,2,07H2
80,WH,LOC4,07,H,3,07H3
80,WH,LOC4,07,H,4,07H4
80,WH,LOC4,07,H,5,07H5
80,WH,LOC4,07,H,6,07H6
80,WH,LOC4,07,H,7,07H7
80,WH,LOC4,07,H,8,07H8
80,WH,LOC4,07,H,9,07H9
80,WH,LOC4,07,I,1,07I1
80,WH,LOC5,07,I,10,07I10
80,WH,LOC5,07,I,11,07I11
80,WH,LOC5,07,I,12,07I12
80,WH,LOC4,07,I,2,07I2
80,WH,LOC4,07,I,3,07I3
80,WH,LOC4,07,I,4,07I4
