SKU,IG,IPG,HTS,CLASS,PLANNING,ABC,UOM,CREATION,CAT
SKU1282,IG14,IPG1087,HTS17,2,0,C,BX,20140211,CAT8
SKU1283,IG14,IPG1087,HTS17,2,0,C,BX,20140211,CAT8
SKU1284,IG14,IPG1087,HTS17,2,0,C,BX,20140211,CAT8
SKU1285,IG14,IPG1087,HTS17,2,0,C,BX,20140210,CAT8
SKU1286,IG14,IPG1376,HTS15,2,0,B,BX,20140210,CAT8
SKU1287,IG14,IPG1377,HTS15,2,0,C,BX,20140211,CAT8
SKU1288,IG14,IPG1892,HTS15,2,0,C,BX,20140211,CAT8
SKU1289,IG14,IPG1892,HTS15,2,0,C,BX,20140211,CAT8
SKU1290,IG14,IPG1892,HTS15,2,0,C,BX,20140211,CAT8
SKU1291,IG14,IPG1892,HTS15,2,0,C,BX,20140210,CAT8
SKU1292,IG14,IPG1892,HTS15,2,0,C,BX,20180612,CAT8
SKU1293,IG14,IPG1892,HTS15,2,0,C,BX,20140211,CAT8
SKU1294,IG14,IPG1892,HTS15,2,0,C,BX,20140211,CAT8
SKU1295,IG14,IPG1892,HTS15,2,0,B,BX,20140211,CAT8
SKU1296,IG14,IPG1892,HTS15,2,0,B,BX,20140211,CAT8
SKU1297,IG14,IPG1892,HTS15,2,0,C,BX,20140211,CAT8
SKU1298,IG14,IPG1892,HTS15,2,0,C,BX,20141029,CAT8
SKU1299,IG14,IPG1892,HTS15,1,1,C,BX,20140211,CAT8
SKU1300,IG14,IPG1892,HTS15,2,0,C,BX,20140210,CAT8
SKU1301,IG14,IPG1892,HTS15,2,0,C,BX,20140210,CAT8
SKU1302,IG14,IPG1378,HTS15,2,0,C,BX,20140210,CAT8
SKU1303,IG14,IPG1379,HTS15,2,0,C,BX,20140214,CAT8
SKU1304,IG14,IPG1380,HTS15,2,0,C,BX,20140210,CAT8
SKU1305,IG14,IPG1381,HTS119,2,0,C,BX,20140211,CAT8
SKU1306,IG14,IPG1382,HTS119,1,1,C,BX,20140210,CAT8
SKU1307,IG14,IPG1383,HTS119,1,1,C,BX,20140210,CAT8
SKU1308,IG14,IPG1892,HTS15,1,1,C,BX,20140210,CAT8
SKU1309,IG14,IPG1892,HTS15,2,0,C,BX,20140210,CAT8
SKU1310,IG14,IPG1892,HTS15,1,1,C,BX,20140210,CAT8
SKU1311,IG14,IPG1384,HTS76,2,0,C,BX,20140211,CAT8
SKU1312,IG14,IPG1385,HTS15,1,1,B,BX,20140210,CAT8
SKU1313,IG14,IPG1386,HTS15,1,1,C,BX,20140210,CAT8
SKU1314,IG14,IPG1387,HTS15,1,1,B,BX,20140203,CAT8
SKU1315,IG14,IPG1087,HTS17,2,0,C,BX,20140411,CAT8
SKU1316,IG14,IPG1087,HTS17,2,0,C,BX,20140203,CAT8
SKU1317,IG14,IPG1087,HTS17,2,0,C,BX,20140210,CAT8
SKU1318,IG14,IPG1388,HTS17,2,0,C,BX,20140210,CAT8
SKU1319,IG14,IPG1087,HTS17,2,0,C,BX,20140210,CAT8
SKU1320,IG14,IPG1087,HTS17,2,0,C,BX,20140210,CAT8
SKU1321,IG14,IPG1087,HTS17,2,0,C,BX,20140210,CAT8
SKU1322,IG14,IPG1087,HTS17,2,0,C,BX,20140217,CAT8
SKU1323,IG14,IPG1087,HTS17,2,0,C,BX,20140217,CAT8
SKU1324,IG40,IPG629,HTS15,1,1,A,BX,20141031,CAT3
SKU1325,IG14,IPG1390,HTS119,1,1,A,BX,20180219,CAT8
SKU1326,IG14,IPG1372,HTS119,1,1,A,BX,20180521,CAT8
SKU1327,IG14,IPG1370,HTS119,2,0,B,BX,20190517,CAT8
SKU1328,IG14,IPG1371,HTS119,2,0,C,BX,20200914,CAT8
SKU1329,IG14,IPG1375,HTS119,1,1,C,BX,20180521,CAT8
SKU1330,IG14,IPG1373,HTS119,1,1,C,BX,20180521,CAT8
SKU1331,IG14,IPG1374,HTS119,1,1,C,BX,20180521,CAT8
SKU1332,IG34,IPG1708,HTS16,2,0,C,BX,20180521,CAT8
SKU1333,IG14,IPG1087,HTS17,2,0,C,BX,20180612,CAT8
SKU1334,IG13,IPG1495,HTS15,1,0,C,BX,20170411,CAT3
SKU1335,IG67,,HTS76,1,1,C,BX,20130320,CAT14
SKU1336,IG67,,HTS76,1,1,C,BX,20130320,CAT14
SKU1337,IG67,,HTS16,1,1,C,BX,20130320,CAT14
SKU1338,IG67,,HTS119,1,1,C,BX,20130320,CAT14
SKU1339,IG67,,HTS119,1,1,C,BX,20130320,CAT14
SKU1340,IG69,,HTS120,1,1,A,BX,20141107,CAT14
SKU1341,IG69,,HTS120,1,1,B,BX,20141110,CAT14
SKU1342,IG69,,HTS117,1,1,B,BX,20141110,CAT14
SKU1343,IG69,,HTS117,1,1,C,BX,20141110,CAT14
SKU1344,IG69,,HTS117,1,1,C,BX,20141110,CAT14
SKU1345,IG69,,HTS15,1,1,A,BX,20141110,CAT14
SKU1346,IG69,,HTS15,1,1,B,BX,20141110,CAT14
SKU1347,IG69,,HTS15,1,1,C,BX,20141110,CAT14
SKU1348,IG69,,HTS161,1,1,A,BX,20141110,CAT14
SKU1349,IG69,,HTS161,1,1,A,BX,20141110,CAT14
SKU1350,IG69,,HTS16,1,1,B,BX,20141110,CAT14
SKU1351,IG69,,HTS16,1,1,C,BX,20141110,CAT14
SKU1352,IG69,,HTS16,1,1,C,BX,20141110,CAT14
SKU1353,IG69,,HTS21,1,1,C,BX,20141110,CAT14
SKU1354,IG69,,HTS76,1,1,B,BX,20170417,CAT14
SKU1355,IG69,,HTS76,1,1,A,BX,20170417,CAT14
SKU1356,IG69,,HTS76,1,1,B,BX,20170417,CAT14
SKU1357,IG69,,HTS18,1,1,A,BX,20180605,CAT14
SKU1358,IG69,,HTS15,1,1,A,BX,20180821,CAT14
SKU1359,IG69,,HTS15,1,1,A,BX,20180821,CAT14
SKU1360,IG69,,HTS15,1,1,B,BX,20180821,CAT14
SKU1361,IG69,,HTS15,1,1,A,BX,20180821,CAT14
SKU1362,IG43,IPG1895,HTS15,1,1,A,BX,20130624,CAT10
SKU1363,IG16,IPG1389,HTS15,2,0,C,BX,20151202,CAT12
SKU1364,IG13,IPG1496,HTS119,1,0,C,BX,20170411,CAT3
SKU1365,IG39,IPG19,HTS161,1,1,A,BX,20140215,CAT9
SKU1366,IG39,IPG12,HTS16,1,1,B,BX,20140215,CAT9
SKU1367,IG39,IPG13,HTS16,1,1,B,BX,20140215,CAT9
SKU1368,IG39,IPG20,HTS16,1,1,C,BX,20140215,CAT9
SKU1369,IG39,IPG21,HTS16,1,1,C,BX,20140215,CAT9
SKU1370,IG39,IPG22,HTS16,1,1,C,BX,20140215,CAT9
SKU1371,IG39,IPG23,HTS16,1,1,C,BX,20140215,CAT9
SKU1372,IG71,,HTS146,1,0,C,EA,20120120,CAT14
SKU1373,IG71,,HTS101,1,0,C,EA,20080616,CAT14
SKU1374,IG71,,HTS19,2,0,C,PC,20180827,CAT14
SKU1375,IG71,,HTS19,2,0,C,PC,20180827,CAT14
SKU1376,IG30,IPG1524,HTS36,1,1,A,YD,20161028,CAT12
SKU1377,IG30,IPG1524,HTS36,1,1,B,YD,20161028,CAT12
SKU1378,IG30,IPG1524,HTS36,1,1,C,YD,20161028,CAT12
SKU1379,IG30,IPG1524,HTS36,1,1,B,YD,20161028,CAT12
SKU1380,IG30,IPG1524,HTS36,1,1,B,YD,20161028,CAT12
SKU1381,IG30,IPG1524,HTS36,1,1,A,YD,20161028,CAT12
SKU1382,IG30,IPG1524,HTS36,1,1,A,YD,20161028,CAT12
SKU1383,IG67,,HTS4,1,1,A,BX,20071015,CAT14
SKU1384,IG53,,HTS15,1,1,C,BG,20110625,CAT16
SKU1385,IG14,IPG937,HTS9,1,1,A,RL,20160520,CAT8
SKU1386,IG66,,HTS15,2,0,C,BX,20190912,CAT14
SKU1387,IG71,,HTS135,2,0,B,PC,20210121,CAT14
SKU1388,IG71,,HTS135,2,0,A,EA,20070430,CAT14
SKU1389,IG71,,HTS140,2,0,C,PK,20161021,CAT14
SKU1390,IG16,IPG513,HTS79,1,1,C,BX,20171031,CAT12
SKU1391,IG17,IPG1690,HTS95,1,1,A,BX,20090806,CAT12
SKU1392,IG17,IPG1527,HTS95,1,1,A,BDL,20151201,CAT12
SKU1393,IG16,IPG1875,HTS119,2,0,C,BX,20090806,CAT12
SKU1394,IG16,IPG614,HTS119,2,0,C,BX,20090806,CAT12
SKU1395,IG16,IPG1528,HTS119,1,1,A,BX,20131104,CAT12
SKU1396,IG16,IPG1874,HTS119,1,1,A,BX,20090806,CAT12
SKU1397,IG16,IPG1872,HTS119,1,1,A,BX,20170516,CAT12
SKU1398,IG16,IPG613,HTS119,1,1,A,BX,20090806,CAT12
SKU1399,IG16,IPG1873,HTS119,1,1,B,BX,20090806,CAT12
SKU1400,IG16,IPG616,HTS119,1,1,C,BX,20090806,CAT12
SKU1401,IG17,IPG1825,HTS95,1,1,A,BX,20090806,CAT12
SKU1402,IG16,IPG1673,HTS95,1,1,A,BX,20170516,CAT12
SKU1403,IG16,IPG1917,HTS119,1,1,A,BX,20090806,CAT12
SKU1404,IG16,IPG1508,HTS119,1,1,C,BX,20110324,CAT12
SKU1405,IG17,IPG1707,HTS95,1,0,B,BX,20180607,CAT12
SKU1406,IG17,IPG1707,HTS95,1,0,B,BX,20180827,CAT12
SKU1407,IG16,IPG1689,HTS119,2,0,C,BX,20140127,CAT12
SKU1408,IG16,IPG1685,HTS119,1,1,A,BX,20140127,CAT12
SKU1409,IG16,IPG1685,HTS119,1,1,B,BX,20140127,CAT12
SKU1410,IG16,IPG1868,HTS110,1,1,C,EA,20090826,CAT12
SKU1411,IG16,IPG1530,HTS119,1,1,B,BX,20120703,CAT12
SKU1412,IG16,IPG1531,HTS119,1,1,C,BX,20120703,CAT12
SKU1413,IG16,IPG1532,HTS119,1,1,C,BX,20120703,CAT12
SKU1414,IG16,IPG1533,HTS119,1,1,C,BX,20120703,CAT12
SKU1415,IG16,IPG1534,HTS119,2,0,C,BX,20120703,CAT12
SKU1416,IG16,IPG1529,HTS119,1,1,B,BX,20120703,CAT12
SKU1417,IG16,IPG1537,HTS119,1,1,A,BX,20171113,CAT12
SKU1418,IG64,,HTS15,1,1,B,BX,20170124,CAT14
SKU1419,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1420,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1421,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1422,IG64,,HTS15,1,1,A,BX,20170124,CAT14
SKU1423,IG64,,HTS15,1,1,A,BX,20170124,CAT14
SKU1424,IG64,,HTS15,1,1,B,BX,20170124,CAT14
SKU1425,IG64,,HTS15,1,1,A,BX,20170124,CAT14
SKU1426,IG64,,HTS15,1,1,B,BX,20170124,CAT14
SKU1427,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1428,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1429,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1430,IG64,,HTS15,1,1,B,BX,20170124,CAT14
SKU1431,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1432,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1433,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1434,IG64,,HTS15,1,1,B,BX,20170124,CAT14
SKU1435,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1436,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1437,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1438,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1439,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1440,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1441,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1442,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1443,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1444,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1445,IG64,,HTS15,1,1,C,BX,20170124,CAT14
SKU1446,IG29,IPG204,HTS61,1,1,A,BX,20150818,CAT8
SKU1447,IG29,IPG204,HTS61,1,1,C,BX,20160829,CAT8
SKU1448,IG29,IPG204,HTS61,1,1,C,BX,20160829,CAT8
SKU1449,IG29,IPG204,HTS61,1,1,C,BX,20160829,CAT8
SKU1450,IG29,IPG204,HTS61,1,1,C,BX,20160829,CAT8
SKU1451,IG29,IPG204,HTS61,1,1,C,BX,20160829,CAT8
SKU1452,IG71,,HTS133,2,0,A,EA,20071029,CAT14
SKU1453,IG71,,HTS133,2,0,C,EA,20101103,CAT14
SKU1454,IG71,,HTS136,2,0,C,PC,20090318,CAT14
SKU1455,IG64,,HTS15,1,1,C,BX,20080423,CAT14
SKU1456,IG64,,HTS15,1,1,C,BX,20090501,CAT14
SKU1457,IG64,,HTS15,1,1,C,BX,20080423,CAT14
SKU1458,IG64,,HTS15,1,1,C,BX,20080423,CAT14
SKU1459,IG64,,HTS15,1,1,B,BX,20080424,CAT14
SKU1460,IG64,,HTS15,1,1,C,BX,20090501,CAT14
SKU1461,IG64,,HTS15,1,1,C,BX,20080424,CAT14
SKU1462,IG64,,HTS15,1,1,C,BX,20080424,CAT14
SKU1463,IG64,,HTS15,1,1,B,BX,20080424,CAT14
SKU1464,IG64,,HTS15,1,1,C,BX,20090501,CAT14
SKU1465,IG64,,HTS15,1,1,C,BX,20080424,CAT14
SKU1466,IG64,,HTS15,1,1,C,BX,20080424,CAT14
SKU1467,IG64,,HTS15,1,1,B,BX,20080424,CAT14
SKU1468,IG64,,HTS15,1,1,B,BX,20090501,CAT14
SKU1469,IG64,,HTS15,1,1,C,BX,20080424,CAT14
SKU1470,IG64,,HTS15,1,1,B,BX,20080424,CAT14
SKU1471,IG64,,HTS15,1,1,A,BX,20150923,CAT14
SKU1472,IG64,,HTS15,1,1,C,BX,20150923,CAT14
SKU1473,IG64,,HTS15,1,1,B,BX,20150923,CAT14
SKU1474,IG64,,HTS15,1,1,A,BX,20150923,CAT14
SKU1475,IG64,,HTS15,1,1,A,BX,20070731,CAT14
SKU1476,IG64,,HTS15,1,1,B,BG,20071015,CAT14
SKU1477,IG64,,HTS15,1,1,C,BG,20100423,CAT14
SKU1478,IG64,,HTS15,1,1,C,BG,20071015,CAT14
SKU1479,IG64,,HTS15,1,1,C,BG,20071015,CAT14
SKU1480,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1481,IG64,,HTS15,1,0,C,BX,20130304,CAT14
SKU1482,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1483,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1484,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1485,IG64,,HTS15,2,0,C,BX,20130304,CAT14
SKU1486,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1487,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1488,IG64,,HTS15,1,1,A,BX,20071015,CAT14
SKU1489,IG64,,HTS15,1,1,A,BX,20090416,CAT14
SKU1490,IG64,,HTS15,1,1,B,BX,20071015,CAT14
SKU1491,IG64,,HTS15,1,1,A,BX,20071015,CAT14
SKU1492,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1493,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1494,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1495,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1496,IG64,,HTS15,1,1,B,BX,20071015,CAT14
SKU1497,IG64,,HTS15,1,1,C,BX,20090501,CAT14
SKU1498,IG64,,HTS15,1,1,C,BX,20071015,CAT14
SKU1499,IG64,,HTS15,1,1,C,BX,20071015,CAT14
SKU1500,IG64,,HTS15,2,0,C,BX,20071025,CAT14
SKU1501,IG64,,HTS15,2,0,C,BX,20071025,CAT14
SKU1502,IG64,,HTS15,2,0,C,BX,20071025,CAT14
SKU1503,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1504,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1505,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1506,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1507,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1508,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1509,IG64,,HTS15,1,1,A,BX,20071016,CAT14
SKU1510,IG64,,HTS15,1,1,A,BX,20090501,CAT14
SKU1511,IG64,,HTS15,1,1,A,BX,20071016,CAT14
SKU1512,IG64,,HTS15,1,1,A,BX,20071016,CAT14
SKU1513,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1514,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1515,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1516,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1517,IG64,,HTS15,1,1,A,BX,20071016,CAT14
SKU1518,IG64,,HTS15,1,1,C,BX,20090501,CAT14
SKU1519,IG64,,HTS15,1,1,C,BX,20071016,CAT14
SKU1520,IG64,,HTS15,1,1,B,BX,20071016,CAT14
SKU1521,IG64,,HTS15,2,0,B,BX,20071016,CAT14
SKU1522,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1523,IG64,,HTS15,2,0,B,BX,20071016,CAT14
SKU1524,IG64,,HTS15,2,0,B,BX,20071016,CAT14
SKU1525,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1526,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1527,IG64,,HTS15,2,0,B,BX,20071016,CAT14
SKU1528,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1529,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1530,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1531,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1532,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1533,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1534,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1535,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1536,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1537,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1538,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1539,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1540,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1541,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1542,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1543,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1544,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1545,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1546,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1547,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1548,IG64,,HTS15,1,1,A,BX,20071016,CAT14
SKU1549,IG64,,HTS15,1,1,A,BX,20090416,CAT14
SKU1550,IG64,,HTS15,1,1,B,BX,20071016,CAT14
SKU1551,IG64,,HTS15,1,1,A,BX,20071016,CAT14
SKU1552,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1553,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1554,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1555,IG64,,HTS15,2,0,C,BX,20160621,CAT14
SKU1556,IG64,,HTS15,1,1,A,BX,20071016,CAT14
SKU1557,IG64,,HTS15,1,1,C,BX,20090501,CAT14
SKU1558,IG64,,HTS15,1,1,B,BX,20071016,CAT14
SKU1559,IG64,,HTS15,1,1,C,BX,20071016,CAT14
SKU1560,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1561,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1562,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1563,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1564,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1565,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1566,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1567,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1568,IG64,,HTS15,2,0,C,BX,20071016,CAT14
SKU1569,IG71,,HTS138,2,0,C,PC,20070706,CAT14
SKU1570,IG64,,HTS15,1,1,A,BX,20160405,CAT14
SKU1571,IG64,,HTS15,1,1,B,BX,20160405,CAT14
SKU1572,IG64,,HTS15,1,1,C,BX,20160405,CAT14
SKU1573,IG64,,HTS15,1,1,B,BX,20160405,CAT14
SKU1574,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1575,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1576,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1577,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1578,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1579,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1580,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1581,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1582,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1583,IG64,,HTS15,1,1,A,BX,20160405,CAT14
SKU1584,IG64,,HTS15,1,1,A,BX,20160405,CAT14
SKU1585,IG64,,HTS15,1,1,B,BX,20160405,CAT14
SKU1586,IG64,,HTS15,1,1,A,BX,20160405,CAT14
SKU1587,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1588,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1589,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1590,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1591,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1592,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1593,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1594,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1595,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1596,IG64,,HTS15,1,1,A,BX,20160405,CAT14
SKU1597,IG64,,HTS15,1,1,A,BX,20160405,CAT14
SKU1598,IG64,,HTS15,1,1,C,BX,20160405,CAT14
SKU1599,IG64,,HTS15,1,1,B,BX,20160405,CAT14
SKU1600,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1601,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1602,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1603,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1604,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1605,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1606,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1607,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1608,IG64,,HTS15,1,1,C,BX,20161206,CAT14
SKU1609,IG64,,HTS15,1,1,A,BX,20090615,CAT14
SKU1610,IG64,,HTS15,1,1,B,BX,20090615,CAT14
SKU1611,IG64,,HTS15,1,1,B,BX,20090615,CAT14
SKU1612,IG64,,HTS15,1,1,A,BX,20090615,CAT14
SKU1613,IG64,,HTS15,1,1,A,BX,20071022,CAT14
SKU1614,IG64,,HTS15,1,1,A,BX,20090501,CAT14
SKU1615,IG64,,HTS15,1,1,B,BX,20071015,CAT14
SKU1616,IG64,,HTS15,1,1,A,BX,20071015,CAT14
SKU1617,IG64,,HTS15,1,1,A,BX,20071025,CAT14
SKU1618,IG64,,HTS15,1,1,B,BX,20090501,CAT14
SKU1619,IG64,,HTS15,1,1,A,BX,20071015,CAT14
SKU1620,IG64,,HTS15,1,1,A,BX,20071015,CAT14
SKU1621,IG64,,HTS15,1,1,A,BX,20150508,CAT14
SKU1622,IG64,,HTS15,1,1,C,BX,20150508,CAT14
SKU1623,IG64,,HTS15,1,1,C,BX,20150508,CAT14
SKU1624,IG64,,HTS15,1,1,B,BX,20150508,CAT14
SKU1625,IG64,,HTS15,1,1,A,BX,20180125,CAT14
SKU1626,IG64,,HTS15,1,1,C,BX,20190226,CAT14
SKU1627,IG64,,HTS15,1,1,C,BX,20180125,CAT14
SKU1628,IG64,,HTS15,1,1,B,BX,20180125,CAT14
SKU1629,IG64,,HTS15,1,0,C,BX,20190906,CAT14
SKU1630,IG64,,HTS15,1,0,C,BX,20190906,CAT14
SKU1631,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1632,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1633,IG64,,HTS15,2,0,C,BX,20071015,CAT14
SKU1634,IG64,,HTS15,2,0,B,BX,20071016,CAT14
SKU1635,IG64,,HTS15,2,0,A,BX,20071016,CAT14
SKU1636,IG64,,HTS15,1,1,A,BX,20180810,CAT14
SKU1637,IG64,,HTS15,1,1,A,BX,20180810,CAT14
SKU1638,IG64,,HTS15,1,1,B,BX,20180810,CAT14
SKU1639,IG64,,HTS15,1,1,A,BX,20180810,CAT14
SKU1640,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1641,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1642,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1643,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1644,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1645,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1646,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1647,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1648,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1649,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1650,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1651,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1652,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1653,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1654,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1655,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1656,IG64,,HTS15,1,1,B,BX,20071025,CAT14
SKU1657,IG64,,HTS15,1,1,C,BX,20090902,CAT14
SKU1658,IG64,,HTS15,1,1,C,BX,20071025,CAT14
SKU1659,IG64,,HTS15,1,1,C,BX,20071025,CAT14
SKU1660,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1661,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1662,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1663,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1664,IG64,,HTS15,1,1,B,BX,20090615,CAT14
SKU1665,IG64,,HTS15,1,1,C,BX,20090615,CAT14
SKU1666,IG64,,HTS15,1,1,C,BX,20090616,CAT14
SKU1667,IG64,,HTS15,1,1,C,BX,20090616,CAT14
SKU1668,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1669,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1670,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1671,IG64,,HTS15,1,1,C,BX,20160826,CAT14
SKU1672,IG64,,HTS15,1,1,C,BX,20090504,CAT14
SKU1673,IG64,,HTS15,1,1,C,BX,20090504,CAT14
SKU1674,IG64,,HTS15,1,1,C,BX,20090504,CAT14
SKU1675,IG64,,HTS15,1,1,B,BX,20071025,CAT14
SKU1676,IG64,,HTS15,1,1,C,BX,20071025,CAT14
