SKU,IG,IPG,HTS,CLASS,PLANNING,ABC,UOM,CREATION,CAT
SKU1,IG71,,HTS143,1,1,A,PC,20160914,CAT14
SKU2,IG71,,HTS143,1,1,B,PC,20160914,CAT14
SKU3,IG71,,HTS143,1,1,B,EA,20160630,CAT14
SKU4,IG71,,HTS143,1,1,B,EA,20160630,CAT14
SKU5,IG22,IPG542,HTS48,1,1,C,RL,20180919,CAT7
SKU6,IG71,,HTS129,2,0,A,PC,20180723,CAT14
SKU7,IG71,,HTS13,1,0,B,PC,20210223,CAT14
SKU8,IG71,,HTS13,1,0,B,PC,20210223,CAT14
SKU9,IG71,,HTS13,1,0,B,PC,20210223,CAT14
SKU10,IG71,,HTS136,1,0,C,EA,20121221,CAT14
SKU11,IG71,,HTS134,2,0,A,EA,20071029,CAT14
SKU12,IG71,,HTS134,2,0,A,PC,20200519,CAT14
SKU13,IG71,,HTS134,2,0,C,PC,20200519,CAT14
SKU14,IG71,,HTS177,2,0,C,EA,20110127,CAT14
SKU15,IG71,,HTS176,1,0,C,PC,20190716,CAT14
SKU16,IG32,IPG531,HTS61,1,1,A,BX,20140114,CAT9
SKU17,IG32,IPG531,HTS61,1,1,C,BX,20140114,CAT9
SKU18,IG27,IPG1204,HTS50,2,0,B,RL,20171115,CAT7
SKU19,IG27,IPG1204,HTS50,2,0,B,RL,20171115,CAT7
SKU20,IG27,IPG1205,HTS50,2,0,C,RL,20190104,CAT7
SKU21,IG67,,HTS120,1,1,C,BX,20070531,CAT14
SKU22,IG64,,HTS15,1,1,C,BX,20110929,CAT14
SKU23,IG17,IPG1700,HTS95,1,1,C,BX,20191112,CAT12
SKU24,IG17,IPG1700,HTS95,1,1,C,BX,20191112,CAT12
SKU25,IG17,IPG1700,HTS95,1,1,B,BX,20191112,CAT12
SKU26,IG17,IPG1700,HTS95,1,1,B,BX,20191112,CAT12
SKU27,IG17,IPG1700,HTS95,1,1,A,BX,20191112,CAT12
SKU28,IG16,IPG1701,HTS15,1,1,C,BX,20191112,CAT12
SKU29,IG16,IPG1701,HTS15,1,1,C,BX,20191112,CAT12
SKU30,IG16,IPG1701,HTS15,1,1,C,BX,20191112,CAT12
SKU31,IG16,IPG1701,HTS15,1,1,C,BX,20191112,CAT12
SKU32,IG16,IPG1701,HTS15,1,1,B,BX,20191112,CAT12
SKU33,IG71,,HTS147,1,1,C,EA,20140306,CAT14
SKU34,IG67,,HTS119,1,1,A,BX,20181009,CAT14
SKU35,IG31,IPG1580,HTS55,1,1,A,YD,20170905,CAT12
SKU36,IG31,IPG1580,HTS55,1,1,A,YD,20170829,CAT12
SKU37,IG31,IPG1580,HTS55,1,1,A,YD,20170829,CAT12
SKU38,IG71,,HTS139,1,1,C,EA,20141217,CAT14
SKU39,IG71,,HTS139,1,1,C,EA,20141217,CAT14
SKU40,IG61,,HTS6,1,1,C,BX,20160513,CAT14
SKU41,IG61,,HTS6,1,1,C,BX,20160513,CAT14
SKU42,IG61,,HTS6,1,1,C,BX,20160513,CAT14
SKU43,IG61,,HTS6,1,1,C,BX,20160513,CAT14
SKU44,IG61,,HTS6,1,1,A,BX,20091210,CAT14
SKU45,IG61,,HTS6,1,1,A,BX,20090501,CAT14
SKU46,IG61,,HTS6,1,1,B,BX,20071015,CAT14
SKU47,IG61,,HTS6,1,1,A,BX,20071015,CAT14
SKU48,IG61,,HTS6,1,1,A,BX,20071015,CAT14
SKU49,IG61,,HTS6,1,1,A,BX,20090501,CAT14
SKU50,IG61,,HTS6,1,1,C,BX,20071015,CAT14
SKU51,IG61,,HTS6,1,1,B,BX,20071015,CAT14
SKU52,IG61,,HTS6,1,1,A,BX,20100511,CAT14
SKU53,IG61,,HTS6,1,1,C,BX,20100511,CAT14
SKU54,IG61,,HTS6,1,1,B,BX,20100511,CAT14
SKU55,IG61,,HTS6,1,1,A,BX,20100511,CAT14
SKU56,IG71,,HTS101,1,1,B,PC,20071101,CAT14
SKU57,IG22,IPG1212,HTS48,1,0,B,RL,20171115,CAT7
SKU58,IG22,IPG1212,HTS48,1,0,B,RL,20171115,CAT7
SKU59,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU60,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU61,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU62,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU63,IG22,IPG1212,HTS48,1,0,B,RL,20171115,CAT7
SKU64,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU65,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU66,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU67,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU68,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU69,IG26,,HTS56,1,1,B,RL,20171115,CAT7
SKU70,IG26,IPG1240,HTS56,1,1,C,RL,20171115,CAT7
SKU71,IG71,,HTS101,2,0,B,PC,20201204,CAT14
SKU72,IG16,IPG453,HTS119,2,0,C,BX,20120628,CAT12
SKU73,IG16,IPG198,HTS119,1,1,A,BX,20101206,CAT12
SKU74,IG16,IPG203,HTS119,1,1,A,BX,20090806,CAT12
SKU75,IG16,IPG220,HTS119,1,1,A,BX,20090806,CAT12
SKU76,IG16,IPG223,HTS119,1,1,A,BX,20090806,CAT12
SKU77,IG16,IPG222,HTS119,1,1,A,BX,20110316,CAT12
SKU78,IG16,IPG197,HTS119,1,1,A,BX,20120823,CAT12
SKU79,IG16,IPG1810,HTS15,1,1,C,BX,20090806,CAT12
SKU80,IG16,IPG1811,HTS15,1,1,A,BG,20090806,CAT12
SKU81,IG16,IPG644,HTS15,1,1,B,BX,20120703,CAT12
SKU82,IG16,IPG643,HTS15,1,1,B,BX,20120703,CAT12
SKU83,IG71,,HTS143,1,1,C,PC,20160914,CAT14
SKU84,IG26,IPG1262,HTS56,2,0,C,BX,20171115,CAT7
SKU85,IG26,IPG1262,HTS56,2,0,C,BX,20171115,CAT7
SKU86,IG26,IPG1262,HTS56,2,0,C,BX,20171115,CAT7
SKU87,IG26,IPG1262,HTS56,2,0,C,BX,20171115,CAT7
SKU88,IG26,IPG1262,HTS56,2,0,C,BX,20171115,CAT7
SKU89,IG26,IPG1262,HTS56,2,0,C,BX,20171115,CAT7
SKU90,IG26,IPG1263,HTS56,1,1,A,BX,20171115,CAT7
SKU91,IG26,IPG1261,HTS56,2,0,C,BX,20171115,CAT7
SKU92,IG26,IPG1261,HTS56,1,1,C,BX,20171115,CAT7
SKU93,IG26,IPG1261,HTS56,2,0,C,BX,20171115,CAT7
SKU94,IG67,,HTS161,1,1,A,BX,20071120,CAT14
SKU95,IG67,,HTS161,1,1,B,BX,20071015,CAT14
SKU96,IG71,,HTS127,2,0,C,PC,20190927,CAT14
SKU97,IG71,,HTS140,2,0,A,EA,20090610,CAT14
SKU98,IG71,,HTS127,2,0,C,PC,20190905,CAT14
SKU99,IG16,IPG77,HTS119,2,0,B,BX,20191007,CAT12
SKU100,IG16,IPG189,HTS119,2,0,B,BX,20191007,CAT12
SKU101,IG16,IPG213,HTS119,2,0,B,BX,20191007,CAT12
SKU102,IG16,IPG232,HTS119,2,0,B,BX,20191007,CAT12
SKU103,IG71,,HTS115,1,1,C,PC,20180731,CAT14
SKU104,IG16,IPG962,HTS15,1,1,A,BX,20061003,CAT12
SKU105,IG16,IPG962,HTS15,1,0,C,BX,20061003,CAT12
SKU106,IG16,IPG962,HTS15,1,0,C,BX,20061003,CAT12
SKU107,IG16,IPG715,HTS119,2,0,C,BX,20061003,CAT12
SKU108,IG16,IPG602,HTS119,2,0,C,BX,20061003,CAT12
SKU109,IG16,IPG601,HTS119,1,1,B,BX,20061003,CAT12
SKU110,IG16,IPG677,HTS119,2,0,C,BX,20090507,CAT12
SKU111,IG17,IPG1699,HTS95,2,0,C,BX,20061027,CAT12
SKU112,IG17,IPG1891,HTS95,1,0,C,BX,20061003,CAT12
SKU113,IG17,IPG1891,HTS95,1,0,C,BX,20061003,CAT12
SKU114,IG17,IPG1891,HTS95,1,0,C,BX,20130109,CAT12
SKU115,IG17,IPG1891,HTS95,1,0,C,BX,20071031,CAT12
SKU116,IG17,IPG1891,HTS95,1,0,C,BX,20061003,CAT12
SKU117,IG71,,HTS136,2,0,A,PC,20180226,CAT14
SKU118,IG39,IPG33,HTS119,1,1,C,BX,20160801,CAT9
SKU119,IG71,,HTS101,1,1,B,EA,20090304,CAT14
SKU120,IG71,,HTS101,1,1,C,EA,20090304,CAT14
SKU121,IG71,,HTS101,1,1,C,EA,20090304,CAT14
SKU122,IG14,IPG1151,HTS15,1,1,B,BX,20010131,CAT8
SKU123,IG14,IPG1152,HTS16,1,1,C,BX,20010207,CAT8
SKU124,IG14,IPG1153,HTS119,1,1,A,BX,20090611,CAT8
SKU125,IG14,IPG1154,HTS119,1,1,A,BX,20090611,CAT8
SKU126,IG14,IPG1050,HTS119,1,1,A,BX,20090611,CAT8
SKU127,IG14,IPG1051,HTS119,1,1,A,BX,20090611,CAT8
SKU128,IG14,IPG1155,HTS119,1,1,A,BX,20090729,CAT8
SKU129,IG14,IPG1156,HTS119,1,1,A,BX,20090611,CAT8
SKU130,IG14,IPG1157,HTS14,1,1,A,RL,20010129,CAT8
SKU131,IG14,IPG1158,HTS119,1,1,C,BX,20010208,CAT8
SKU132,IG34,IPG1597,HTS6,1,0,C,BX,20150205,CAT12
SKU133,IG14,IPG1159,HTS119,1,1,C,BX,20010131,CAT8
SKU134,IG14,IPG1160,HTS16,1,1,C,BX,20010226,CAT8
SKU135,IG14,IPG1631,HTS15,1,1,B,BX,20091102,CAT8
SKU136,IG14,IPG1161,HTS17,1,0,C,BX,20010207,CAT8
SKU137,IG39,IPG1828,HTS119,1,1,C,BX,20010327,CAT9
SKU138,IG14,IPG1162,HTS8,1,1,A,BX,20010131,CAT8
SKU139,IG14,IPG1060,HTS17,1,1,C,BX,20030407,CAT8
SKU140,IG14,IPG1061,HTS15,1,1,C,BX,20030523,CAT8
SKU141,IG14,IPG1170,HTS15,1,1,C,BX,20200205,CAT8
SKU142,IG14,IPG704,HTS15,1,0,C,BX,20160215,CAT8
SKU143,IG14,IPG704,HTS15,2,0,C,BX,20160215,CAT8
SKU144,IG14,IPG704,HTS15,2,0,C,BX,20160215,CAT8
SKU145,IG14,IPG1170,HTS15,1,1,C,BX,20200205,CAT8
SKU146,IG14,IPG704,HTS15,2,0,C,BX,20160215,CAT8
SKU147,IG14,IPG704,HTS15,2,0,C,BX,20160215,CAT8
SKU148,IG14,IPG704,HTS15,2,0,C,BX,20160215,CAT8
SKU149,IG14,IPG704,HTS15,2,0,C,BX,20160215,CAT8
SKU150,IG7,IPG705,HTS95,1,0,B,BX,20160215,CAT8
SKU151,IG14,IPG1163,HTS18,1,1,B,BX,20010129,CAT8
SKU152,IG39,IPG1781,HTS79,2,0,C,BX,20090622,CAT9
SKU153,IG39,IPG1781,HTS79,1,1,C,BX,20120206,CAT9
SKU154,IG39,IPG34,HTS119,1,1,C,BX,20160801,CAT9
SKU155,IG39,IPG706,HTS148,2,0,C,BX,20141202,CAT9
SKU156,IG39,IPG706,HTS148,2,0,C,BX,20141202,CAT9
SKU157,IG39,IPG53,HTS148,1,1,B,BX,20190715,CAT9
SKU158,IG39,IPG31,HTS87,1,1,C,BX,20160801,CAT9
SKU159,IG39,IPG32,HTS87,1,1,C,BX,20160801,CAT9
SKU160,IG39,IPG30,HTS87,1,1,C,BX,20160801,CAT9
SKU161,IG39,IPG36,HTS17,1,1,C,BX,20160801,CAT9
SKU162,IG14,IPG710,HTS159,1,1,A,BX,20160108,CAT8
SKU163,IG14,IPG711,HTS81,1,1,B,BX,20160108,CAT8
SKU164,IG14,IPG707,HTS119,1,1,C,BX,20160108,CAT8
SKU165,IG14,IPG708,HTS83,1,1,C,BX,20160108,CAT8
SKU166,IG14,IPG709,HTS80,1,1,B,BX,20160108,CAT8
SKU167,IG39,IPG4,HTS95,1,0,B,BX,20140922,CAT9
SKU168,IG39,IPG35,HTS98,1,1,C,BX,20160801,CAT9
SKU169,IG14,IPG1441,HTS15,1,1,A,BX,20170628,CAT8
SKU170,IG14,IPG1440,HTS15,1,1,A,BX,20170628,CAT8
SKU171,IG7,IPG1437,HTS95,1,1,A,BX,20160927,CAT8
SKU172,IG14,IPG1474,HTS6,1,1,A,BX,20160524,CAT8
SKU173,IG14,IPG1474,HTS6,1,1,C,BX,20160524,CAT8
SKU174,IG14,IPG1164,HTS9,1,1,A,RL,20010129,CAT8
SKU175,IG14,IPG1470,HTS8,1,1,C,BX,20080709,CAT8
SKU176,IG14,IPG1040,HTS9,1,1,C,RL,20010910,CAT8
SKU177,IG14,IPG1041,HTS9,1,1,C,RL,20041012,CAT8
SKU178,IG14,IPG1392,HTS8,1,1,C,BX,20190626,CAT8
SKU179,IG14,IPG1042,HTS119,1,1,A,BX,20011105,CAT8
SKU180,IG14,IPG1043,HTS119,1,0,C,BX,20020816,CAT8
SKU181,IG16,IPG714,HTS15,2,0,C,BX,20171018,CAT12
SKU182,IG27,,HTS50,2,0,C,RL,20190731,CAT7
SKU183,IG22,IPG1209,HTS48,2,0,C,RL,20171115,CAT7
SKU184,IG22,IPG1209,HTS48,2,0,C,RL,20171115,CAT7
SKU185,IG22,IPG1209,HTS48,2,0,C,RL,20171115,CAT7
SKU186,IG22,IPG1209,HTS48,2,0,C,RL,20171115,CAT7
SKU187,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU188,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU189,IG22,IPG1221,HTS48,2,0,C,RL,20180108,CAT7
SKU190,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU191,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU192,IG22,IPG1221,HTS48,2,0,C,RL,20200319,CAT7
SKU193,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU194,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU195,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU196,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU197,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU198,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU199,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU200,IG22,IPG1221,HTS48,2,0,C,RL,20200319,CAT7
SKU201,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU202,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU203,IG22,IPG1221,HTS48,1,1,C,RL,20191008,CAT7
SKU204,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU205,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU206,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU207,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU208,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU209,IG22,IPG1221,HTS48,2,0,C,RL,20181227,CAT7
SKU210,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU211,IG22,IPG1221,HTS48,2,0,C,RL,20171115,CAT7
SKU212,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU213,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU214,IG22,IPG1206,HTS48,2,0,C,RL,20190312,CAT7
SKU215,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU216,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU217,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU218,IG22,IPG1206,HTS48,1,1,C,RL,20171115,CAT7
SKU219,IG22,IPG1206,HTS48,2,0,C,RL,20171211,CAT7
SKU220,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU221,IG22,IPG1206,HTS48,2,0,C,RL,20171211,CAT7
SKU222,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU223,IG22,IPG1206,HTS48,1,1,C,RL,20171115,CAT7
SKU224,IG22,IPG1206,HTS48,2,0,C,RL,20180108,CAT7
SKU225,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU226,IG22,IPG1206,HTS48,2,0,C,RL,20190312,CAT7
SKU227,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU228,IG22,IPG1206,HTS48,2,0,C,RL,20180130,CAT7
SKU229,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU230,IG22,IPG1206,HTS48,2,0,C,RL,20171220,CAT7
SKU231,IG22,IPG1206,HTS48,2,0,C,RL,20171120,CAT7
SKU232,IG22,IPG1206,HTS48,1,1,C,RL,20171115,CAT7
SKU233,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU234,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU235,IG22,IPG1206,HTS48,1,1,C,RL,20180125,CAT7
SKU236,IG22,IPG1206,HTS48,1,1,B,RL,20210122,CAT7
SKU237,IG22,IPG1206,HTS48,2,0,C,RL,20171115,CAT7
SKU238,IG22,IPG1206,HTS48,2,0,C,RL,20180108,CAT7
SKU239,IG22,,HTS48,2,0,C,RL,20171115,CAT7
SKU240,IG22,IPG1211,HTS48,1,1,C,TB,20171115,CAT7
SKU241,IG22,IPG1213,HTS48,1,0,A,RL,20171115,CAT7
SKU242,IG22,IPG1212,HTS48,1,0,B,RL,20171115,CAT7
SKU243,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU244,IG22,IPG1212,HTS48,1,0,C,RL,20171115,CAT7
SKU245,IG22,IPG1214,HTS48,2,0,C,RL,20171115,CAT7
SKU246,IG22,IPG1214,HTS48,2,0,C,RL,20171115,CAT7
SKU247,IG22,IPG1214,HTS48,2,0,C,RL,20171115,CAT7
SKU248,IG22,IPG1214,HTS48,2,0,C,RL,20171128,CAT7
SKU249,IG22,IPG1214,HTS48,2,0,C,RL,20171128,CAT7
SKU250,IG22,IPG1214,HTS48,2,0,C,RL,20171128,CAT7
SKU251,IG22,IPG1214,HTS48,2,0,C,RL,20180108,CAT7
SKU252,IG22,IPG1214,HTS48,2,0,C,RL,20171115,CAT7
SKU253,IG22,IPG1214,HTS48,2,0,C,RL,20171115,CAT7
SKU254,IG22,IPG1214,HTS48,2,0,C,RL,20171115,CAT7
SKU255,IG22,IPG1214,HTS48,2,0,C,RL,20171115,CAT7
SKU256,IG22,IPG1216,HTS48,2,0,A,RL,20171115,CAT7
SKU257,IG22,IPG1216,HTS48,2,0,C,RL,20200311,CAT7
SKU258,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU259,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU260,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU261,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU262,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU263,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU264,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU265,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU266,IG22,IPG1216,HTS48,1,1,A,RL,20171115,CAT7
SKU267,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU268,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU269,IG22,IPG1216,HTS48,2,0,C,RL,20200311,CAT7
SKU270,IG22,IPG1216,HTS48,2,0,C,RL,20200311,CAT7
SKU271,IG22,IPG1216,HTS48,1,1,C,RL,20171115,CAT7
SKU272,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU273,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU274,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU275,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU276,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU277,IG22,IPG1216,HTS48,2,0,C,RL,20171211,CAT7
SKU278,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU279,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU280,IG22,IPG1216,HTS48,2,0,C,RL,20180529,CAT7
SKU281,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU282,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU283,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU284,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU285,IG22,IPG1216,HTS48,2,0,C,RL,20190315,CAT7
SKU286,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU287,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU288,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU289,IG22,IPG1216,HTS48,2,0,C,RL,20180406,CAT7
SKU290,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU291,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU292,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU293,IG22,IPG1216,HTS48,2,0,B,RL,20171115,CAT7
SKU294,IG22,IPG1216,HTS48,1,1,A,RL,20171115,CAT7
SKU295,IG22,IPG1216,HTS48,1,1,C,RL,20171115,CAT7
SKU296,IG22,IPG1216,HTS48,1,1,C,RL,20171115,CAT7
SKU297,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU298,IG22,IPG1216,HTS48,1,1,A,RL,20171115,CAT7
SKU299,IG22,IPG1216,HTS48,2,0,C,RL,20171115,CAT7
SKU300,IG22,,HTS48,2,0,A,RL,20171115,CAT7
SKU301,IG22,,HTS48,2,0,C,RL,20171115,CAT7
SKU302,IG22,IPG1218,HTS48,1,1,C,RL,20171115,CAT7
SKU303,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU304,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU305,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU306,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU307,IG22,IPG1218,HTS48,2,0,C,RL,20180507,CAT7
SKU308,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU309,IG22,IPG1218,HTS48,1,1,B,RL,20171115,CAT7
SKU310,IG22,IPG1218,HTS48,1,1,A,RL,20171115,CAT7
SKU311,IG22,IPG1218,HTS48,1,1,B,RL,20171115,CAT7
SKU312,IG22,IPG1218,HTS48,2,0,C,RL,20180329,CAT7
SKU313,IG22,IPG1218,HTS48,1,1,B,RL,20171115,CAT7
SKU314,IG22,IPG1218,HTS48,1,1,B,RL,20171115,CAT7
SKU315,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU316,IG22,IPG1218,HTS48,1,1,C,RL,20171115,CAT7
SKU317,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU318,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU319,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU320,IG22,IPG1218,HTS48,1,1,B,RL,20171115,CAT7
SKU321,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU322,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU323,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU324,IG22,IPG1218,HTS48,2,0,C,RL,20180315,CAT7
SKU325,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU326,IG22,IPG1218,HTS48,2,0,C,RL,20181227,CAT7
SKU327,IG22,IPG1218,HTS48,1,1,B,RL,20171115,CAT7
SKU328,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU329,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU330,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU331,IG22,IPG1218,HTS48,1,1,B,RL,20171115,CAT7
SKU332,IG22,IPG1218,HTS48,1,1,C,RL,20171115,CAT7
SKU333,IG22,IPG1218,HTS48,2,0,C,RL,20171115,CAT7
SKU334,IG22,IPG1218,HTS48,1,1,A,RL,20171115,CAT7
SKU335,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU336,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU337,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU338,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU339,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU340,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU341,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU342,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU343,IG22,IPG1218,HTS48,2,0,C,RL,20190201,CAT7
SKU344,IG22,IPG1218,HTS48,2,0,C,RL,20200116,CAT7
SKU345,IG22,IPG1218,HTS48,2,0,C,RL,20180108,CAT7
SKU346,IG22,IPG1218,HTS48,1,0,C,RL,20180108,CAT7
SKU347,IG22,IPG1218,HTS48,2,0,C,RL,20180108,CAT7
SKU348,IG22,IPG1218,HTS48,2,0,C,RL,20171128,CAT7
SKU349,IG22,,HTS48,1,1,C,RL,20171115,CAT7
SKU350,IG22,IPG1220,HTS48,2,0,C,RL,20171115,CAT7
SKU351,IG22,IPG1220,HTS48,2,0,C,RL,20171115,CAT7
SKU352,IG22,IPG1220,HTS48,2,0,C,RL,20171211,CAT7
SKU353,IG22,IPG1220,HTS48,1,1,C,RL,20171115,CAT7
SKU354,IG22,IPG1220,HTS48,1,1,B,RL,20171115,CAT7
SKU355,IG22,IPG1220,HTS48,1,1,B,RL,20171115,CAT7
SKU356,IG22,IPG1220,HTS48,2,0,C,RL,20171115,CAT7
SKU357,IG22,IPG1222,HTS48,2,0,C,RL,20171115,CAT7
SKU358,IG22,IPG1222,HTS48,2,0,C,RL,20171115,CAT7
SKU359,IG22,IPG1222,HTS48,2,0,C,RL,20171115,CAT7
SKU360,IG22,IPG1222,HTS48,2,0,C,RL,20171115,CAT7
SKU361,IG22,IPG1222,HTS48,2,0,C,RL,20171115,CAT7
SKU362,IG22,IPG1222,HTS48,2,0,A,RL,20171115,CAT7
SKU363,IG22,IPG1223,HTS48,2,0,C,BX,20171115,CAT7
SKU364,IG22,IPG1224,HTS48,2,0,C,RL,20180302,CAT7
SKU365,IG22,IPG1224,HTS48,2,0,C,RL,20180302,CAT7
SKU366,IG22,IPG1224,HTS48,2,0,B,RL,20180302,CAT7
SKU367,IG22,IPG1208,HTS48,1,1,A,RL,20171115,CAT7
SKU368,IG22,IPG1207,HTS48,2,0,C,RL,20171115,CAT7
SKU369,IG29,IPG676,HTS61,1,1,B,BX,20210119,CAT8
SKU370,IG29,IPG676,HTS61,1,1,B,BX,20210119,CAT8
SKU371,IG29,IPG676,HTS61,1,1,B,BX,20210119,CAT8
SKU372,IG29,IPG676,HTS61,1,1,B,BX,20210118,CAT8
SKU373,IG29,IPG676,HTS61,1,1,B,BX,20210119,CAT8
SKU374,IG29,IPG675,HTS61,1,1,B,BX,20210119,CAT8
SKU375,IG29,IPG675,HTS61,1,1,B,BX,20210119,CAT8
SKU376,IG29,IPG675,HTS61,1,1,B,BX,20210119,CAT8
