TDATE,SKU,LOC,QTY,AISLE,COLUMN,SHELF,TYPE,IG,IPG,HTS,CLASS,PLANNING,ABC,UOM,CREATION,CAT,COSTX,QTYBEFORE,QTYVAR,WEIGHT,LENGTH,HEIGHT,WIDTH,CONTRPERC
20180210,SKU3921,17Q3,-1,17,Q,3,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,-289.8802,38,-2.63,0,0,0,0,0.01
20180210,SKU3922,17Q2,1,17,Q,2,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,289.5527,4,25,0,0,0,0,0
20180210,SKU3923,17W2,4,17,W,2,LOC4,IG56,,HTS119,1,1,C,PC,20161028,CAT17,1111.3121,8,50,0,0,0,0,0
20180210,SKU3924,17B2,-1,17,B,2,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,-266.8633,11,-9.09,0,0,0,0,0
20180210,SKU3926,15P7,-2,15,P,7,LOC4,IG56,,HTS119,1,1,C,PC,20161028,CAT17,-517.0436,18,-11.11,0,0,0,0,0
20180210,SKU3927,18O9,18,18,O,9,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,7206.8887,1,1800,0,0,0,0,0.01
20180210,SKU3927,19I8,-3,19,I,8,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,-1201.1481,16,-18.75,0,0,0,0,0.01
20180210,SKU3927,19N8,-21,19,N,8,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,-8408.0369,21,-100,0,0,0,0,0.01
20180210,SKU3927,22H7,2,22,H,7,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,800.7654,8,25,0,0,0,0,0.01
20180210,SKU3928,02I10,2,2,I,10,LOC5,IG56,,HTS119,1,1,A,PC,20161028,CAT17,792.6879,15,13.33,0,0,0,0,0.01
20180210,SKU3928,17G5,1,17,G,5,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17,396.3439,9,11.11,0,0,0,0,0.01
20180210,SKU3928,17J2,-12,17,J,2,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17,-4756.1273,12,-100,0,0,0,0,0.01
20180210,SKU3930,18D1,-8,18,D,1,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,-2825.4134,19,-42.11,0,0,0,0,0.01
20180210,SKU3931,18L8,-3,18,L,8,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17,-1127.2411,23,-13.04,0,0,0,0,0.01
20180210,SKU3931,22H7,-10,22,H,7,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17,-3757.4705,10,-100,0,0,0,0,0.01
20180210,SKU3931,23D6,2,23,D,6,LOC4,IG56,,HTS119,1,1,A,PC,20161028,CAT17,751.4941,52,3.85,0,0,0,0,0.01
20180210,SKU3932,02Q9,-2,2,Q,9,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,-704.0251,15,-13.33,0,0,0,0,0.01
20180210,SKU3932,18K9,-3,18,K,9,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,-1056.0377,3,-100,0,0,0,0,0.01
20180210,SKU3932,22H7,4,22,H,7,LOC4,IG56,,HTS119,1,1,B,PC,20161028,CAT17,1408.0503,14,28.57,0,0,0,0,0.01
20180210,SKU3962,16Z2,4,16,Z,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,964.1434,16,25,0,0,0,0,0
20180210,SKU3963,13B3,9,13,B,3,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,2166.3698,11,81.82,0,0,0,0,0
20180210,SKU3963,16J6,-10,16,J,6,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,-2407.0776,10,-100,0,0,0,0,0
20180210,SKU3964,02F9,-7,2,F,9,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,-2194.626,7,-100,0,0,0,0,0
20180210,SKU3964,17V2,-9,17,V,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,-2821.662,9,-100,0,0,0,0,0
20180210,SKU3967,17P2,1,17,P,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,257.9916,14,7.14,0,0,0,0,0
20180210,SKU3969,19N1,2,19,N,1,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,852.4345,30,6.67,0,0,0,0,0
20180210,SKU3971,18A1,-6,18,A,1,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,-2515.3665,6,-100,0,0,0,0,0
20180210,SKU3972,18B2,-6,18,B,2,LOC4,IG56,,HTS119,1,0,C,PC,20161028,CAT17,-2723.8614,6,-100,0,0,0,0,0
20180210,SKU3992,12I6,-144,12,I,6,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,-8177.0401,144,-100,1.7,36.5,3.25,3,0.01
20180210,SKU3992,1.70E+06,-4,17,E,5,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,-227.14,102,-3.92,1.7,36.5,3.25,3,0.01
20180210,SKU3992,17V1,3,17,V,1,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,170.355,158,1.9,1.7,36.5,3.25,3,0.01
20180210,SKU3993,13L6,-6,13,L,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-340.71,97,-6.19,1.7,36.5,3.25,3,0.04
20180210,SKU3993,13T1,-52,13,T,1,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-2952.82,53,-98.11,1.7,36.5,3.25,3,0.04
20180210,SKU3993,14R8,-1,14,R,8,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-56.785,41,-2.44,1.7,36.5,3.25,3,0.04
20180210,SKU3993,15G5,20,15,G,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,1135.7,120,16.67,1.7,36.5,3.25,3,0.04
20180210,SKU3993,16L4,20,16,L,4,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,1135.7,120,16.67,1.7,36.5,3.25,3,0.04
20180210,SKU3993,99F01,-21,99,F,1,LOC5,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-1192.485,21,-100,1.7,36.5,3.25,3,0.04
20180210,SKU4015,14P2,-4,14,P,2,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17,-88.528,223,-1.79,0.434,6,0.75,5,0
20180210,SKU4016,13Z3,-26,13,Z,3,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,-575.4321,263,-9.89,0.434,6,0.75,5,0.01
20180210,SKU4019,14V4,31,14,V,4,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17,686.0922,115,26.96,0.434,6,0.75,5,0
20180210,SKU4019,99D07,-32,99,D,7,LOC5,IG46,,HTS119,1,1,C,PC,20120113,CAT17,-708.2242,32,-100,0.434,6,0.75,5,0
20180210,SKU4020,13Z2,5,13,Z,2,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,110.66,259,1.93,0.434,6,0.75,5,0.01
20180210,SKU4021,14U2,92,14,U,2,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17,2036.1445,114,80.7,0.434,6,0.75,5,0
20180210,SKU4021,14U3,-96,14,U,3,LOC4,IG46,,HTS119,1,1,C,PC,20120113,CAT17,-2124.6725,96,-100,0.434,6,0.75,5,0
20180210,SKU4038,12C8,-4,12,C,8,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-227.14,112,-3.57,1.7,36.5,3.25,3,0.01
20180210,SKU4039,02F7,-14,2,F,7,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-794.99,135,-10.37,1.7,36.5,3.25,3,0.01
20180210,SKU4039,15C3,-9,15,C,3,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-511.065,54,-16.67,1.7,36.5,3.25,3,0.01
20180210,SKU4039,16G4,-10,16,G,4,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-567.85,112,-8.93,1.7,36.5,3.25,3,0.01
20180210,SKU4039,17A1,-4,17,A,1,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-227.14,168,-2.38,1.7,36.5,3.25,3,0.01
20180210,SKU4040,14X5,27,14,X,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,1533.195,28,96.43,1.7,36.5,3.25,3,0.02
20180210,SKU4040,14X7,-122,14,X,7,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-6927.7701,228,-53.51,1.7,36.5,3.25,3,0.02
20180210,SKU4040,14Z4,133,14,Z,4,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,7552.4051,11,1209.09,1.7,36.5,3.25,3,0.02
20180210,SKU4041,12A1,39,12,A,1,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,2214.615,54,72.22,1.7,36.5,3.25,3,0.01
20180210,SKU4041,12B8,77,12,B,8,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,4372.445,1,7700,1.7,36.5,3.25,3,0.01
20180210,SKU4041,12O8,-25,12,O,8,LOC4,IG46,,HTS119,1,1,B,PC,20120113,CAT17,-1419.625,118,-21.19,1.7,36.5,3.25,3,0.01
20180210,SKU4042,03P6,-9,3,P,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-820.0526,109,-8.26,2.08,63.5,3.25,3,0.01
20180210,SKU4042,17I2,-82,17,I,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-7471.5906,84,-97.62,2.08,63.5,3.25,3,0.01
20180210,SKU4042,99F01,141,99,F,1,LOC5,IG46,,HTS119,1,1,A,PC,20120113,CAT17,12847.4912,36,391.67,2.08,63.5,3.25,3,0.01
20180210,SKU4043,03Y6,8,3,Y,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,728.9357,55,14.55,2.08,63.5,3.25,3,0.04
20180210,SKU4043,17B2,20,17,B,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,1822.3392,3,666.67,2.08,63.5,3.25,3,0.04
20180210,SKU4043,1.70E+07,4,17,E,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,364.4678,380,1.05,2.08,63.5,3.25,3,0.04
20180210,SKU4044,1.20E+09,1,12,E,8,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,91.117,120,0.83,2.08,63.5,3.25,3,0.01
20180210,SKU4044,17U1,-6,17,U,1,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-546.7018,144,-4.17,2.08,63.5,3.25,3,0.01
20180210,SKU4044,17W5,25,17,W,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,2277.924,115,21.74,2.08,63.5,3.25,3,0.01
20180210,SKU4044,17W6,-26,17,W,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-2369.0409,140,-18.57,2.08,63.5,3.25,3,0.01
20180210,SKU4045,03Q6,1,3,Q,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,91.117,68,1.47,2.08,63.5,3.25,3,0.02
20180210,SKU4045,03S6,-4,3,S,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-364.4678,96,-4.17,2.08,63.5,3.25,3,0.02
20180210,SKU4046,03M6,-7,3,M,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-637.8187,44,-15.91,2.08,63.5,3.25,3,0.05
20180210,SKU4046,03U6,-139,3,U,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-12665.2573,139,-100,2.08,63.5,3.25,3,0.05
20180210,SKU4046,17I2,2,17,I,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,182.2339,6,33.33,2.08,63.5,3.25,3,0.05
20180210,SKU4046,17L5,75,17,L,5,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,6833.7719,1,7500,2.08,63.5,3.25,3,0.05
20180210,SKU4047,03T6,30,3,T,6,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,2733.5088,83,36.14,2.08,63.5,3.25,3,0.01
20180210,SKU4047,17J2,-12,17,J,2,LOC4,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-1093.4035,12,-100,2.08,63.5,3.25,3,0.01
20180210,SKU4047,99F01,-24,99,F,1,LOC5,IG46,,HTS119,1,1,A,PC,20120113,CAT17,-2186.807,24,-100,2.08,63.5,3.25,3,0.01
20180210,SKU4085,14T7,-240,14,T,7,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,-8626.479,240,-100,0.87,10,3.5,6,0
20180210,SKU4088,14P5,-20,14,P,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,-718.8732,600,-3.33,0.87,10,3.5,6,0
20180210,SKU4089,14U5,-5,14,U,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,-179.7183,216,-2.31,0.87,10,3.5,6,0
20180210,SKU4089,16V4,-159,16,V,4,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,-5715.0423,367,-43.32,0.87,10,3.5,6,0
20180210,SKU4090,12A5,1,12,A,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,35.9437,33,3.03,0.87,10,3.5,6,0
20180210,SKU4090,14L6,-1,14,L,6,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,-35.9437,96,-1.04,0.87,10,3.5,6,0
20180210,SKU4091,14Q5,59,14,Q,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,2120.6761,118,50,0.87,10,3.5,6,0
20180210,SKU4091,15V5,1,15,V,5,LOC4,IG46,,HTS119,1,1,C,PR,20120113,CAT17,35.9437,240,0.42,0.87,10,3.5,6,0
20180210,SKU4092,12T6,-34,12,T,6,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,-1365.8483,328,-10.37,0.844,5.25,3,3,0.01
20180210,SKU4093,14I7,127,14,I,7,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,5101.8452,11,1154.55,0.844,5.25,3,3,0.02
20180210,SKU4093,15G7,-18,15,G,7,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,-723.0962,340,-5.29,0.844,5.25,3,3,0.02
20180210,SKU4096,13C5,-46,13,C,5,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,-1847.9124,147,-31.29,0.844,5.25,3,3,0.02
20180210,SKU4097,17G3,123,17,G,3,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,4941.1571,115,106.96,0.844,5.25,3,3,0.02
20180210,SKU4097,99D08,-190,99,D,8,LOC5,IG46,,HTS119,1,1,A,BX,20120113,CAT17,-7632.6817,190,-100,0.844,5.25,3,3,0.02
20180210,SKU4098,12I5,-157,12,I,5,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,-6307.0054,334,-47.01,0.844,5.25,3,3,0.02
20180210,SKU4098,17S5,283,17,S,5,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,11368.6786,42,673.81,0.844,5.25,3,3,0.02
20180210,SKU4099,16F2,-32,16,F,2,LOC4,IG46,,HTS119,1,1,A,BX,20120113,CAT17,-1285.5043,245,-13.06,0.844,5.25,3,3,0.02
20180210,SKU4108,15T2,-4,15,T,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-112.2185,4,-100,0.85,4,3,4.75,0.01
20180210,SKU4108,15Y6,-4,15,Y,6,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-112.2185,184,-2.17,0.85,4,3,4.75,0.01
20180210,SKU4109,14Y2,12,14,Y,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,336.6555,20,60,0.85,4,3,4.75,0.01
20180210,SKU4109,99REC,-16,,,0,,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-448.874,16,-100,0.85,4,3,4.75,0.01
20180210,SKU4113,12Z1,4,12,Z,1,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,112.2185,95,4.21,0.85,4,3,4.75,0.01
20180210,SKU4114,16C3,-19,16,C,3,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17,-533.0378,186,-10.22,0.85,4,3,4.75,0.01
20180210,SKU4115,13K5,-9,13,K,5,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-252.4916,186,-4.84,0.85,4,3,4.75,0.01
20180210,SKU4116,13H3,1,13,H,3,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,28.0546,72,1.39,0.85,4,3,4.75,0.01
20180210,SKU4117,13W6,19,13,W,6,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,688.7713,150,12.67,1.05,10,3.63,3.5,0.01
20180210,SKU4117,99D08,-8,99,D,8,LOC5,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-290.009,8,-100,1.05,10,3.63,3.5,0.01
20180210,SKU4118,13A6,-19,13,A,6,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17,-688.7713,107,-17.76,1.05,10,3.63,3.5,0.03
20180210,SKU4118,15B8,105,15,B,8,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17,3806.3675,319,32.92,1.05,10,3.63,3.5,0.03
20180210,SKU4119,13H2,-8,13,H,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-290.009,59,-13.56,1.05,10,3.63,3.5,0.01
20180210,SKU4122,14A7,-4,14,A,7,LOC4,IG46,,HTS121,1,1,A,PR,20120117,CAT17,-145.0045,117,-3.42,1.05,10,3.63,3.5,0.01
20180210,SKU4123,13O2,1,13,O,2,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,36.2511,4,25,1.05,10,3.63,3.5,0.01
20180210,SKU4123,14R5,-6,14,R,5,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-217.5067,158,-3.8,1.05,10,3.63,3.5,0.01
20180210,SKU4124,13I1,-20,13,I,1,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,-1110.2778,90,-22.22,1.05,10,3.63,3.5,0.01
20180210,SKU4125,13J1,23,13,J,1,LOC4,IG46,,HTS121,1,1,B,PR,20120117,CAT17,1276.8195,26,88.46,1.05,10,3.63,3.5,0.01
20180210,SKU4126,17A4,6,17,A,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,280.6255,156,3.85,1.53,10,3.63,3.5,0.01
20180210,SKU4127,14L5,28,14,L,5,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,1309.5859,53,52.83,1.53,10,3.63,3.5,0.01
20180210,SKU4127,14M7,8,14,M,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,374.1674,308,2.6,1.53,10,3.63,3.5,0.01
20180210,SKU4128,13S7,-14,13,S,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-654.7929,58,-24.14,1.53,10,3.63,3.5,0
20180210,SKU4129,15P1,4,15,P,1,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,187.0837,197,2.03,1.53,10,3.63,3.5,0.01
20180210,SKU4131,13J2,36,13,J,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,1683.7533,36,100,1.53,10,3.63,3.5,0.01
20180210,SKU4131,13J4,-36,13,J,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-1683.7533,41,-87.8,1.53,10,3.63,3.5,0.01
20180210,SKU4132,13Q3,-3,13,Q,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-140.3128,19,-15.79,1.53,10,3.63,3.5,0
20180210,SKU4132,14R7,-46,14,R,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-2151.4625,138,-33.33,1.53,10,3.63,3.5,0
20180210,SKU4133,14I4,-8,14,I,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-306.9006,110,-7.27,1.05,10,3.63,3.5,0.01
20180210,SKU4135,14U2,1,14,U,2,LOC4,IG46,,HTS121,1,1,C,PR,20120118,CAT17,38.3626,56,1.79,1.05,10,3.63,3.5,0
20180210,SKU4136,14N3,-8,14,N,3,LOC4,IG46,,HTS121,1,1,C,PR,20120118,CAT17,-306.9006,89,-8.99,1.05,10,3.63,3.5,0
20180210,SKU4138,12O4,48,12,O,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,1841.4037,88,54.55,1.05,10,3.63,3.5,0
20180210,SKU4138,99D05,-66,99,D,5,LOC5,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-2531.9301,66,-100,1.05,10,3.63,3.5,0
20180210,SKU4139,12A4,72,12,A,4,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,2762.1055,17,423.53,1.05,10,3.63,3.5,0
20180210,SKU4139,99D07,-68,99,D,7,LOC5,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-2608.6552,68,-100,1.05,10,3.63,3.5,0
20180210,SKU4147,14B1,36,14,B,1,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,772.4055,286,12.59,0.75,4.75,3,4,0.01
20180210,SKU4147,99D07,-40,99,D,7,LOC5,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-858.2283,40,-100,0.75,4.75,3,4,0.01
20180210,SKU4148,16O6,16,16,O,6,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17,343.2913,398,4.02,0.75,4.75,3,4,0.02
20180210,SKU4148,16P6,-63,16,P,6,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17,-1351.7096,1056,-5.97,0.75,4.75,3,4,0.02
20180210,SKU4149,13N3,-16,13,N,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-343.2913,149,-10.74,0.75,4.75,3,4,0.01
20180210,SKU4150,13O2,-13,13,O,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-278.9242,131,-9.92,0.75,4.75,3,4,0.01
20180210,SKU4152,15Y5,-16,15,Y,5,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17,-343.2913,309,-5.18,0.75,4.75,3,4,0.01
20180210,SKU4153,14H3,-8,14,H,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-171.6457,167,-4.79,0.75,4.75,3,4,0
20180210,SKU4154,13I3,-22,13,I,3,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-608.4897,173,-12.72,0.85,4.75,3,4,0.01
20180210,SKU4154,13W2,24,13,W,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,663.807,72,33.33,0.85,4.75,3,4,0.01
20180210,SKU4155,12Q8,131,12,Q,8,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17,3623.2797,6,2183.33,0.85,4.75,3,4,0.02
20180210,SKU4156,15S2,4,15,S,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,110.6345,110,3.64,0.85,4.75,3,4,0.01
20180210,SKU4156,15Z7,-4,15,Z,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-110.6345,235,-1.7,0.85,4.75,3,4,0.01
20180210,SKU4157,15W7,-7,15,W,7,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,-193.6104,28,-25,0.85,4.75,3,4,0.01
20180210,SKU4159,17D2,-8,17,D,2,LOC4,IG46,,HTS121,1,1,A,PR,20120118,CAT17,-221.269,351,-2.28,0.85,4.75,3,4,0.02
20180210,SKU4160,13A5,1,13,A,5,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,27.6586,180,0.56,0.85,4.75,3,4,0.01
20180210,SKU4160,14S2,87,14,S,2,LOC4,IG46,,HTS121,1,1,B,PR,20120118,CAT17,2406.3003,2,4350,0.85,4.75,3,4,0.01
20180210,SKU4252,13P6,-407,13,P,6,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,-6338.7702,840,-48.45,0.408,4.5,2,3.25,0.03
20180210,SKU4252,13V5,195,13,V,5,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,3037.0029,261,74.71,0.408,4.5,2,3.25,0.03
20180210,SKU4253,14I7,-151,14,I,7,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,-2351.7305,151,-100,0.408,4.5,2,3.25,0.06
20180210,SKU4253,14J6,122,14,J,6,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,1900.0736,508,24.02,0.408,4.5,2,3.25,0.06
20180210,SKU4253,15F8,17,15,F,8,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,264.7644,1679,1.01,0.408,4.5,2,3.25,0.06
20180210,SKU4254,13C6,-121,13,C,6,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,-1884.4992,829,-14.6,0.408,4.5,2,3.25,0.03
20180210,SKU4255,16C2,525,16,C,2,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,8176.5463,271,193.73,0.408,4.5,2,3.25,0.04
20180210,SKU4258,14U1,80,14,U,1,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,1245.9499,264,30.3,0.408,4.5,2,3.25,0.06
20180210,SKU4258,17B1,240,17,B,1,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,3737.8497,874,27.46,0.408,4.5,2,3.25,0.06
20180210,SKU4259,13L5,-118,13,L,5,LOC4,IG46,,HTS119,1,1,A,BX,20120118,CAT17,-1856.3007,885,-13.33,0.408,4.5,2,3.25,0.01
20180210,SKU4539,13F3,-80,13,F,3,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17,-708.2155,565,-14.16,0.2,5.5,1,2.5,0.01
20180210,SKU4540,15C1,-27,15,C,1,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17,-239.0227,1263,-2.14,0.2,5.5,1,2.5,0.01
20180210,SKU4541,17V2,-1805,17,V,2,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17,-15979.1115,5263,-34.3,0.2,5.5,1,2.5,0.03
20180210,SKU4542,14B2,-514,14,B,2,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17,-4550.2844,712,-72.19,0.2,5.5,1,2.5,0.04
20180210,SKU4542,15C6,44,15,C,6,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17,389.5185,0,100,0.2,5.5,1,2.5,0.04
20180210,SKU4542,15D7,40,15,D,7,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17,354.1077,2070,1.93,0.2,5.5,1,2.5,0.04
20180210,SKU4543,12A2,-5,12,A,2,LOC4,IG46,,HTS119,1,1,A,PC,20120807,CAT17,-44.2635,272,-1.84,0.2,5.5,1,2.5,0.01
20180210,SKU4614,12X4,-510,12,X,4,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17,-10340.6868,510,-100,0,0,0,0,0
20180210,SKU4615,15V2,-8,15,V,2,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17,-164.3275,122,-6.56,0,0,0,0,0
20180210,SKU4616,12X3,-2,12,X,3,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17,-42.24,773,-0.26,0,0,0,0,0
20180210,SKU4617,13T1,-1361,13,T,1,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17,-28222.3745,1361,-100,0,0,0,0,0
20180210,SKU4618,12P1,-12,12,P,1,LOC4,IG56,,HTS119,1,0,C,PC,20140930,CAT17,-257.6249,2178,-0.55,0,0,0,0,0
20180210,SKU6360,15H3,-3,15,H,3,LOC4,IG45,,HTS24,1,1,C,PR,20110624,CAT17,-69.2756,3,-100,0.93,9.25,3.25,8,0
