AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR,PESO,LARGO,ALTO,ANCHO,CONTRPERC,Cluster Labels
13,IG45,HTS16,1/0,C,PR,CAT17,-0.011229598440820752,-0.05854309006593487,-0.3042299696955913,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.21609228763062732,0
14,IG45,HTS16,1/0,C,PR,CAT17,0.0354581664611279,-0.034415420979017335,-0.29592705132839137,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.21609228763062732,0
14,IG45,HTS16,1/0,C,PR,CAT17,0.02266061000587399,-0.1409230511266865,-0.29592705132839137,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.21609228763062732,0
14,IG45,HTS16,1/0,C,PR,CAT17,0.01626183177824704,-0.1409230511266865,-0.29592705132839137,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.21609228763062732,0
15,IG45,HTS16,1/0,C,PR,CAT17,0.07271613543513405,-0.028320231847794287,-0.3046787760938183,-0.7630833309156542,-0.4875282678854378,0.1352857197617203,-0.21609228763062732,0
12,IG45,HTS16,1/0,C,PR,CAT17,0.023328634179630166,-0.03639793924315217,-0.3046787760938183,-0.7630833309156542,-0.4875282678854378,0.1352857197617203,-0.21609228763062732,0
12,IG45,HTS16,1/0,C,PR,CAT17,-0.028248152305206876,-0.04580435568787702,-0.3046787760938183,-0.7630833309156542,-0.4875282678854378,0.1352857197617203,-0.21609228763062732,0
13,IG45,HTS16,1/0,C,PR,CAT17,0.08636692877220876,-0.034415420979017335,-0.3046787760938183,-0.7630833309156542,-0.4875282678854378,0.1352857197617203,-0.21609228763062732,0
13,IG45,HTS16,1/0,C,PR,CAT17,-0.005325136089723746,-0.03993061806488179,-0.3046787760938183,-0.7630833309156542,-0.4875282678854378,0.1352857197617203,-0.21609228763062732,0
14,IG45,HTS16,1/0,C,PR,CAT17,0.023602289641775673,-0.036229214284502397,-0.29592705132839137,-0.7630833309156542,-0.4875282678854378,-0.7668312058930901,-0.21609228763062732,0
13,IG45,HTS16,1/0,C,PC,CAT17,0.023081143984012457,-0.03757901395370058,-0.3087180336778615,-0.756983756039499,-0.5530184064361382,-0.04513766536924177,-0.21609228763062732,0
12,IG45,HTS16,1/0,C,PR,CAT17,-0.3417110979226706,-0.11455977633765947,-0.2167127220413219,-0.6715897077733258,0.7131242722107359,1.6388139291864041,-0.21609228763062732,1
12,IG45,HTS24,1/0,C,PR,CAT17,-0.4431469003787101,-0.1409230511266865,-0.0035296828834862253,-0.7630833309156542,1.6954763504712416,-0.2857021788771912,-0.21609228763062732,1
12,IG45,HTS16,1/0,C,PR,CAT17,0.04883395454056163,-0.0334030712271187,-0.2207519796253651,-0.7630833309156542,-0.050927344214101916,-0.2857021788771912,-0.21609228763062732,0
14,IG45,HTS16,1/0,C,PR,CAT17,0.3256777374768193,-0.034415420979017335,-0.2207519796253651,-0.7630833309156542,-0.050927344214101916,-0.2857021788771912,-0.21609228763062732,0
14,IG45,HTS16,1/0,C,PR,CAT17,-0.3664317510129517,-0.08690997373892793,-0.2207519796253651,-0.7630833309156542,-0.050927344214101916,-0.2857021788771912,-0.21609228763062732,0
8,IG39,HTS29,2/0,C,BX,CAT9,0.12754638591794204,-0.034415420979017335,-0.29525384173105085,-0.7630833309156542,-0.7058287297211058,-0.04513766536924177,-0.21609228763062732,0
12,IG53,HTS15,1/1,C,PC,CAT16,0.02852933392546755,-0.03614485180517751,-0.328241112000737,-0.8622014226531766,-0.8149789606389397,-1.0073957194010394,-0.21609228763062732,0
11,IG56,HTS15,1/0,C,PC,CAT16,0.0039008407184010093,-0.0386651808750085,-0.328241112000737,-0.8774503598435647,-0.9787043070156907,-1.247960232908989,-0.21609228763062732,0
16,IG56,HTS15,1/0,C,PC,CAT16,0.04415452504899473,-0.034415420979017335,-0.328241112000737,-0.8774503598435647,-0.9787043070156907,-1.247960232908989,-0.21609228763062732,0
16,IG56,HTS15,1/0,C,PC,CAT16,0.008932546068204088,-0.1409230511266865,-0.328241112000737,-0.8774503598435647,-0.9787043070156907,-1.247960232908989,-0.21609228763062732,0
12,IG53,HTS119,1/1,C,PC,CAT16,0.027816517307345936,-0.0360393987060214,-0.3284655151998505,-0.8507647197603856,-1.0878545379335247,-1.3081013612859762,-0.21609228763062732,0
9,IG14,HTS15,1/1,A,BX,CAT8,-0.03829328885041267,-0.039234627610451475,-0.26159336186402415,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.14536051711492817,1
9,IG14,HTS15,1/1,A,BX,CAT8,0.06273572677545776,-0.034415420979017335,-0.26159336186402415,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.14536051711492817,1
11,IG14,HTS15,1/1,A,BX,CAT8,0.06273572677545776,-0.034415420979017335,-0.26159336186402415,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.14536051711492817,1
11,IG14,HTS15,1/1,A,BX,CAT8,-0.03829328885041267,-0.04550908701023991,-0.26159336186402415,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.14536051711492817,1
37,IG14,HTS15,1/1,A,BX,CAT8,0.09641206531741456,-0.034415420979017335,-0.26159336186402415,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.14536051711492817,1
12,IG53,HTS119,1/1,B,PC,CAT16,0.029906665249057086,-0.03541722542100036,-0.32761278304321917,-0.6792141763685199,0.440248694916151,1.0374026454165306,-0.19251503079206095,1
10,IG14,HTS119,1/1,B,BX,CAT8,-0.2521370490879098,-0.03968807593682274,-0.22793288199699746,-0.8164546110820124,-0.7058287297211058,-0.5262666923851407,-0.21609228763062732,0
10,IG14,HTS119,1/1,B,BX,CAT8,0.2821361797461622,-0.034415420979017335,-0.22793288199699746,-0.8164546110820124,-0.7058287297211058,-0.5262666923851407,-0.21609228763062732,0
14,IG49,HTS16,1/1,C,PR,CAT17,0.025124692832002672,-0.038064098209818674,-0.32599708000960187,-0.8545769540579825,-0.8149789606389397,-1.0073957194010394,-0.21609228763062732,0
20,IG45,HTS24,1/1,B,PC,CAT17,0.1018539423691677,0.017256597607475624,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,C,PC,CAT17,-0.043735165902165814,-0.03784264670159085,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
24,IG45,HTS24,1/1,B,PC,CAT17,0.17464847573874992,-0.034415420979017335,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
25,IG45,HTS24,1/1,B,PC,CAT17,0.42942939444749906,-0.034415420979017335,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
25,IG45,HTS24,1/1,B,PC,CAT17,-0.37131061798049714,-0.1409230511266865,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
26,IG45,HTS24,1/1,B,PC,CAT17,0.5550002671757107,-0.004023837802226987,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/0,C,PC,CAT17,-0.025218920488162277,-0.03698847659842637,0.20965335627434944,1.3336455327627037,-0.5966784988032718,-0.34584330725417856,-0.21609228763062732,0
22,IG45,HTS24,1/0,C,PC,CAT17,0.16475516003765903,-0.03156818730180242,0.20965335627434944,1.3336455327627037,-0.5966784988032718,-0.34584330725417856,-0.21609228763062732,0
20,IG45,HTS24,1/1,A,PC,CAT17,-0.007337888834332432,-0.034415420979017335,-0.12156576561719314,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,A,PC,CAT17,0.28384030694225004,0.14907297155261073,-0.12156576561719314,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,C,PC,CAT17,-0.043735165902165814,-0.04048951949040916,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
2,IG29,HTS61,1/1,A,BX,CAT8,0.7675808472563669,-0.034415420979017335,0.43405655538786064,1.8368604600455094,-0.7058287297211058,0.07514459138473294,0.2790301059792667,2
20,IG45,HTS24,1/1,C,PC,CAT17,-0.007337888834332432,-0.03910808389146415,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
21,IG45,HTS24,1/1,C,PC,CAT17,-0.043735165902165814,-0.1409230511266865,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.059630482661864034,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
18,IG45,HTS24,1/1,B,PC,CAT17,0.06545666530133433,-0.034415420979017335,-0.12156576561719314,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,B,PC,CAT17,-0.007337888834332432,-0.1409230511266865,-0.12156576561719314,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.12156576561719314,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
14,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.03336088998745625,-0.2660814258462944,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.2660814258462944,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.01750470270440205,-0.1409230511266865,-0.2503732019083486,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.01750470270440205,-0.1409230511266865,-0.2503732019083486,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.09838748064200978,-0.034415420979017335,-0.2503732019083486,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.019237923184938752,-0.03707283907775126,-0.2750575538108348,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.038880853282063144,-0.034415420979017335,-0.2750575538108348,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
15,IG45,HTS24,1/1,C,PC,CAT17,0.06372344482079764,-0.03130455455391215,-0.2660814258462944,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.2660814258462944,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.2660814258462944,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
12,IG45,HTS24,1/1,C,PC,CAT17,0.0059500171753031576,-0.040152069573109614,-0.2660814258462944,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.2660814258462944,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PC,CAT17,-0.005604668353795737,-0.04812432386931139,-0.2750575538108348,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.2750575538108348,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.06372344482079764,-0.03156818730180242,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,B,PC,CAT17,0.046391406144107014,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.005604668353795737,-0.1409230511266865,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
17,IG45,HTS24,1/1,B,PC,CAT17,-0.0004050899765238236,-0.03862299963534605,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,B,PC,CAT17,-0.04026870417500788,-0.06028306620201065,-0.22681086600142994,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.22681086600142994,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,C,PC,CAT17,-0.005604668353795737,-0.04601526188618923,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
19,IG45,HTS24,1/1,C,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
21,IG45,HTS24,1/1,C,PC,CAT17,-0.04026870417500788,-0.03996225399462862,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.005604668353795737,-0.10577553317795568,-0.22681086600142994,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.13305153722930646,-0.034415420979017335,-0.22681086600142994,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.22681086600142994,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,A,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,A,PC,CAT17,0.12149685170020755,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,C,PC,CAT17,-0.017159333116810085,-0.04865158936509193,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.07527810958381197,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.21222465805905166,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.0059500171753031576,-0.1409230511266865,-0.21222465805905166,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.21222465805905166,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
22,IG45,HTS24,1/1,B,PC,CAT17,-0.5486747428588519,-0.1409230511266865,-0.21222465805905166,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
22,IG45,HTS24,1/1,B,PC,CAT17,0.6761216325004473,-0.034415420979017335,-0.21222465805905166,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,0.10763104632374487,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.14691688575190912,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/0,C,PC,CAT17,-0.5684649875597447,-0.07431887369968863,0.025193926603043197,0.5940720790288828,-0.5421033833443548,-0.40598443563116593,-0.21609228763062732,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.07527810958381197,-0.034415420979017335,-0.19202837013883567,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,C,PC,CAT17,0.09838748064200978,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
19,IG45,HTS24,1/1,C,PC,CAT17,-0.06337807523320567,-0.1409230511266865,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
19,IG45,HTS24,1/1,C,PC,CAT17,1.276965134650998,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
19,IG45,HTS24,1/1,C,PC,CAT17,-1.265065079534307,-0.1409230511266865,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.07527810958381197,-0.034415420979017335,-0.1606119222629441,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.07527810958381197,-0.034415420979017335,-0.19113075734238164,0.5711986732433006,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,A,PC,CAT17,0.1018539423691677,-0.028668227075009448,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.19251503079206095,0
23,IG45,HTS24,1/1,B,PC,CAT17,0.06545666530133433,-0.031705276330705356,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.19251503079206095,0
20,IG45,HTS24,1/1,B,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.14490369832499833,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
20,IG45,HTS24,1/1,B,PC,CAT17,-0.043735165902165814,-0.040879695957286764,-0.14490369832499833,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
22,IG45,HTS24,1/1,A,PC,CAT17,0.05999709554554809,-0.03394088203281485,-0.14490369832499833,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/0,C,PC,CAT17,-0.7036978210411217,-0.09022120105242974,0.07949950078851292,1.3298332984651067,-0.5966784988032718,-0.40598443563116593,-0.21609228763062732,0
20,IG45,HTS24,1/0,C,PC,CAT17,1.9288002973221365,-0.034415420979017335,0.07949950078851292,1.3298332984651067,-0.5966784988032718,-0.40598443563116593,-0.21609228763062732,0
20,IG45,HTS24,1/0,C,PC,CAT17,-1.8706815208551348,-0.1409230511266865,0.07949950078851292,1.3298332984651067,-0.5966784988032718,-0.40598443563116593,-0.21609228763062732,0
20,IG45,HTS24,1/1,B,PC,CAT17,-0.08013242220391464,-0.040415702320999884,-0.14041563434272808,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
26,IG45,HTS24,1/1,B,PC,CAT17,0.21104575280658328,-0.034415420979017335,-0.14041563434272808,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.14041563434272808,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,B,PC,CAT17,0.13825119867091654,-0.034415420979017335,-0.14490369832499833,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,B,PC,CAT17,-0.043735165902165814,-0.039234627610451475,-0.14490369832499833,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,C,PC,CAT17,-0.043735165902165814,-0.04206077066783517,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
20,IG45,HTS24,1/1,C,PC,CAT17,-0.11652969927174804,-0.04080587878787749,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
20,IG45,HTS24,1/1,C,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.11685329843580941,1.3031476583819275,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
20,IG45,HTS24,1/1,B,PC,CAT17,0.06545666530133433,-0.034415420979017335,-0.14041563434272808,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
20,IG45,HTS24,1/1,B,PC,CAT17,-0.08013242220391464,-0.04425419513028222,-0.14041563434272808,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.1018539423691677,-0.034415420979017335,-0.14041563434272808,1.3031476583819275,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
15,IG45,HTS24,1/1,B,PC,CAT17,0.04061407376259984,0.06998314718552967,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,B,PC,CAT17,0.0059500171753031576,-0.03937171663935442,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
16,IG45,HTS24,1/1,B,PC,CAT17,0.10763104632374487,0.017256597607475624,-0.27169150582413215,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
15,IG45,HTS24,1/1,C,PC,CAT17,0.0059500171753031576,-0.03794809980074696,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.03307616661973477,-0.26899866743477,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
12,IG45,HTS24,1/1,C,PC,CAT17,0.01750470270440205,-0.08819650154863246,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
15,IG45,HTS24,1/1,C,PC,CAT17,0.0059500171753031576,-0.04227167686614739,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
14,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
15,IG45,HTS24,1/1,C,PC,CAT17,0.09838748064200978,-0.034415420979017335,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
88,IG45,HTS24,1/1,C,PC,CAT17,0.05216875929169874,-0.034415420979017335,-0.25732970108086745,-0.16075031189532601,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
17,IG45,HTS24,1/1,B,PC,CAT17,0.011727370322894878,-0.03824336847838406,-0.22568885000586236,0.20522418067398734,-0.7058287297211058,-0.9472545910240521,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.11571951931870039,-0.034415420979017335,-0.22568885000586236,0.20522418067398734,-0.7058287297211058,-0.9472545910240521,-0.19251503079206095,0
88,IG45,HTS24,1/1,B,PC,CAT17,0.06372344482079764,-0.034415420979017335,-0.22568885000586236,0.20522418067398734,-0.7058287297211058,-0.9472545910240521,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,0.046391406144107014,-0.034415420979017335,-0.22524004360763533,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,-0.17892490975811004,-0.1409230511266865,-0.22524004360763533,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
17,IG45,HTS24,1/1,B,PC,CAT17,0.04379163772155561,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,0.04379163772155561,-0.034415420979017335,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.05933406716265792,-0.04812432386931139,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,0.11745284362965983,-0.020400704101170574,-0.19427240212997077,0.20522418067398734,-0.7058287297211058,-1.0073957194010394,-0.19251503079206095,0
