AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR
13,IG51,HTS119,1/1,C,PC,CAT16,0.030985058306796043,-0.05041425938178511
13,IG51,HTS119,1/1,C,PC,CAT16,0.019687078735227695,-0.051662399856765594
15,IG51,HTS119,1/1,C,BX,CAT16,0.25119015618431056,0.1686015481753162
12,IG51,HTS119,1/1,C,BX,CAT16,0.0038551949217462416,-0.05612942892511679
15,IG51,HTS15,1/1,C,BG,CAT16,0.8553635437581678,-0.039607990532612
15,IG54,HTS119,1/1,C,PC,CAT16,0.08670114915905798,-0.03350961996626
13,IG54,HTS119,1/1,C,PR,CAT16,-0.18188991037396704,-0.07371288158142078
12,IG54,HTS119,1/1,C,PR,CAT16,-0.3879426894812716,-0.15985647155638946
12,IG54,HTS119,1/1,C,PR,CAT16,0.45050743103745877,0.10964333363347506
15,IG54,HTS119,1/1,C,PC,CAT16,-0.01582283747380192,-0.05566958769749241
15,IG54,HTS119,1/1,C,BX,CAT16,-0.03548755642440607,-0.06862178227557933
12,IG54,HTS15,1/1,C,PR,CAT16,-0.009126702978265773,-0.06797581483677365
15,IG54,HTS119,1/1,B,PC,CAT16,0.04448041140014921,-0.04749098300617293
14,IG54,HTS119,1/1,C,PC,CAT16,-0.017830927620406403,-0.0599942849572932
7,IG27,HTS50,1/0,C,RL,CAT7,-0.04707906575831169,-0.15985647155638946
7,IG27,HTS50,1/1,A,RL,CAT7,-0.26245032649853134,-0.15985647155638946
5,IG27,HTS50,1/0,C,RL,CAT7,-0.905668920490268,-0.10748931461049784
12,IG54,HTS119,1/1,C,PC,CAT16,0.01532927121826466,-0.053753582582390796
14,IG54,HTS119,1/1,C,PC,CAT16,0.04360673242503693,-0.04518082826739327
12,IG54,HTS119,1/1,C,PC,CAT16,0.029663899654398557,-0.05066607719691276
14,IG54,HTS119,1/1,C,PC,CAT16,0.025367629838510118,-0.06171321526055579
12,IG54,HTS119,1/1,C,PC,CAT16,0.17971048160437525,0.0864870432423898
15,IG54,HTS119,1/0,C,BX,CAT16,0.6843582816712894,0.10372014067764664
15,IG51,HTS119,1/1,C,PC,CAT16,-0.058679535251989136,-0.11606206892549535
15,IG51,HTS119,1/1,B,PC,CAT16,-0.005753710003019169,-0.053315638556081846
13,IG51,HTS15,1/1,C,PR,CAT16,0.0690630112508139,-0.045301262874628226
15,IG51,HTS119,1/1,C,PC,CAT16,-0.010689849341860094,-0.06178985546515985
11,IG51,HTS119,1/1,C,PR,CAT16,0.03522714451500754,-0.04897999269562333
15,IG51,HTS119,1/1,B,PC,CAT16,0.11568033457664172,-0.034560685629401455
12,IG51,HTS15,1/1,C,PC,CAT16,-0.055113708649577126,-0.06650870234863869
12,IG51,HTS73,1/1,C,PC,CAT16,0.1429340552645755,-0.010692736195564176
14,IG51,HTS73,1/1,C,PC,CAT16,0.05593086161500505,-0.03353151716757544
15,IG51,HTS73,1/1,C,PC,CAT16,-0.010272906058136966,-0.10511346826777183
14,IG54,HTS119,1/1,C,PC,CAT16,0.02648927700881789,-0.05171714286005421
13,IG54,HTS15,1/1,B,PR,CAT16,0.02479113653998164,-0.05102738101861763
3,IG25,HTS48,2/0,C,BG,CAT7,-0.02530627902930914,-0.15985647155638946
12,IG58,HTS19,1/1,C,PC,CAT16,-0.057602308496399364,-0.07740256000307359
15,IG58,HTS19,1/1,C,PC,CAT16,-0.02128367447060339,-0.15985647155638946
5,IG27,HTS50,1/0,C,RL,CAT7,-0.3479695993481505,-0.13639362034688793
8,IG13,HTS15,1/1,C,BX,CAT3,0.10523056937517367,-0.022998963334845416
7,IG13,HTS15,1/0,C,BX,CAT3,-0.12947458177501733,-0.10511346826777183
9,IG13,HTS15,1/1,A,BX,CAT3,0.16249224552317518,-0.04352758956807702
15,IG58,No HTS,2/0,C,PC,CAT16,-0.10132190769902992,-0.06405621580130863
14,IG58,HTS110,1/1,C,PC,CAT16,0.02285193818784941,-0.05379737698502169
16,IG49,HTS119,1/1,C,PC,CAT16,1.0410196814297312,22.722718903085774
17,IG49,HTS119,1/1,C,PC,CAT16,-0.2308609662360889,-0.06796486623611592
3,IG46,HTS119,1/1,A,PC,CAT17,0.0646280702829847,-0.029513380726190912
8,IG14,HTS15,1/1,C,BX,CAT8,-0.1077592964487016,-0.13248496991208064
7,IG26,HTS56,2/0,C,BX,CAT7,-0.034288078432306496,-0.15985647155638946
9,IG13,HTS15,2/0,C,BX,CAT3,-0.03283995600653808,-0.10511346826777183
7,IG27,HTS50,1/0,C,RL,CAT7,-0.07323328608593983,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.07323328608593983,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.02097545765392312,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.07323328608593983,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.07323328608593983,-0.15985647155638946
7,IG18,HTS15,1/1,C,BX,CAT3,0.000997749252617696,-0.06079353280530701
9,IG27,HTS50,2/0,C,RL,CAT7,-0.005749589174822211,-0.15985647155638946
9,IG27,HTS50,2/0,C,RL,CAT7,-0.005749589174822211,-0.15985647155638946
10,IG44,HTS103,1/1,B,BG,CAT10,-0.7932278966457715,-0.15985647155638946
9,IG44,HTS15,1/0,C,BX,CAT10,-5.455653415928638,-0.15985647155638946
9,IG25,HTS48,2/0,C,BG,CAT7,0.01688208381268814,-0.15985647155638946
9,IG16,HTS15,1/1,A,BX,CAT12,-0.24824004141168415,-0.05535207827841842
9,IG16,HTS9,1/1,B,RL,CAT12,0.045948525125785955,-0.043067748340452634
7,IG14,HTS81,1/1,B,BX,CAT8,0.04449866983892958,-0.04515893106607783
7,IG16,HTS73,1/1,C,BG,CAT12,-0.19863082775524546,-0.06314748194671757
8,IG16,HTS14,1/0,A,RL,CAT12,-0.46317920689988723,-0.05487033984947859
9,IG26,HTS56,2/0,C,BX,CAT7,-0.12169604307307982,-0.15985647155638946
9,IG26,HTS56,2/0,C,BX,CAT7,-0.1929266294378482,-0.15985647155638946
9,IG26,HTS56,1/0,C,BX,CAT7,0.0018809800961660042,-0.15985647155638946
9,IG26,HTS56,2/0,C,BX,CAT7,-0.44950695404839686,-0.15985647155638946
9,IG26,HTS56,1/0,C,BX,CAT7,-0.3215343596699421,-0.15985647155638946
9,IG26,HTS56,1/0,C,BX,CAT7,-0.20392877580977942,-0.15985647155638946
9,IG26,HTS56,1/0,C,BX,CAT7,-0.11803998089938054,-0.15985647155638946
9,IG26,HTS56,1/0,C,BX,CAT7,-0.11803998089938054,-0.15985647155638946
9,IG26,HTS56,1/0,C,BX,CAT7,0.010632604828797807,-0.15985647155638946
9,IG26,HTS56,2/0,C,BX,CAT7,-0.012425753502942323,-0.15985647155638946
9,IG26,HTS56,1/0,C,BX,CAT7,-0.3023120697405253,-0.15985647155638946
8,IG26,HTS56,2/0,C,BX,CAT7,-0.10590424752159651,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.15265381773386827,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.07467785825972317,-0.15985647155638946
10,IG14,HTS15,1/1,B,BX,CAT8,-0.03588176118946289,-0.15985647155638946
9,IG27,HTS50,1/0,C,RL,CAT7,-0.21894230540824933,-0.15985647155638946
9,IG27,HTS50,1/0,C,RL,CAT7,-0.21845695637645665,-0.15985647155638946
8,IG27,HTS50,1/0,C,RL,CAT7,-0.009525366690756236,-0.15985647155638946
8,IG27,HTS50,1/0,C,RL,CAT7,-0.02145679151978027,-0.15985647155638946
8,IG14,HTS15,1/1,A,BX,CAT8,0.1748692903736827,0.059115541598080995
9,IG14,HTS15,2/0,C,BX,CAT8,0.021444791587075372,-0.15985647155638946
9,IG34,HTS15,2/0,C,BX,CAT8,-0.08040754231458473,-0.15985647155638946
9,IG34,HTS15,2/0,C,BX,CAT8,-0.19722437852539706,-0.15985647155638946
9,IG34,HTS15,2/0,C,BX,CAT8,-0.08291118846743895,-0.15985647155638946
9,IG34,HTS15,2/0,C,BX,CAT8,-0.19740094016429757,-0.15985647155638946
9,IG34,HTS15,2/0,C,BX,CAT8,-0.0795337365447587,-0.15985647155638946
9,IG14,HTS15,1/1,C,BX,CAT8,0.07762960023117609,-0.01909031290003812
9,IG14,HTS15,1/1,C,BX,CAT8,0.00505065774791032,-0.15985647155638946
9,IG14,HTS15,2/0,C,BX,CAT8,-0.0255032546171238,-0.15985647155638946
9,IG14,HTS15,1/1,C,BX,CAT8,-0.7928869667929431,-0.15985647155638946
9,IG14,HTS15,1/1,B,BX,CAT8,3.6132833083929845,0.13900748059748955
9,IG39,HTS15,1/1,C,BX,CAT9,-0.018288719934410152,-0.15985647155638946
9,IG39,HTS15,1/1,C,BG,CAT15,0.020912042464791537,-0.15985647155638946
9,IG39,HTS15,2/0,C,BG,CAT15,0.020912042464791537,-0.15985647155638946
9,IG19,HTS119,2/0,C,BG,CAT10,-0.00911349519558321,-0.15985647155638946
9,IG13,HTS15,2/0,C,BX,CAT3,0.006401549760682789,-0.09416486761004832
9,IG16,HTS119,1/1,A,BX,CAT12,-2.791721226088193,-0.07306691414261508
9,IG12,HTS15,2/0,C,BX,CAT2,0.022556569902162735,-0.07774196662346303
8,IG16,HTS15,1/0,C,BG,CAT12,2.852384997898444,0.8857348912562069
8,IG22,HTS48,1/1,A,RL,CAT7,-5.688953132206691,-0.15985647155638946
9,IG22,HTS48,1/1,C,RL,CAT7,-0.0009852989380206376,-0.15985647155638946
9,IG26,HTS56,2/0,C,BX,CAT7,-0.014270024879378444,-0.15985647155638946
9,IG26,HTS56,2/0,C,BX,CAT7,-0.2309994049310545,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.17774896408242555,-0.15985647155638946
10,IG51,HTS15,1/0,C,PC,CAT16,-0.1367203502222187,-0.07515809686824028
10,IG44,HTS15,1/0,C,BX,CAT10,0.01709514119669709,-0.057213340390231425
10,IG43,HTS15,1/1,C,BX,CAT10,0.01600379796297619,-0.06405621580130863
10,IG25,HTS48,2/0,C,BG,CAT7,0.021344687160567696,-0.15985647155638946
10,IG25,HTS48,1/1,C,BG,CAT7,-0.028975084071740556,-0.15985647155638946
9,IG64,HTS15,1/1,A,BX,CAT14,-3.4034375889182877,-0.104117145607919
10,IG16,HTS15,1/1,A,BX,CAT12,-1.6990204224995946,-0.0810812898240687
9,IG16,HTS15,1/1,A,BX,CAT12,-0.35267924106332477,-0.05853812106981597
10,IG16,HTS148,1/1,C,BX,CAT12,-0.6723881177570169,-0.06405621580130863
11,IG22,HTS48,2/0,C,RL,CAT7,-0.12796297746256344,-0.15985647155638946
5,IG27,HTS50,2/0,C,RL,CAT7,0.06739644266570205,0.059115541598080995
5,IG27,HTS50,2/0,C,RL,CAT7,0.06739644266570205,-0.028473263663707178
9,IG27,HTS50,1/0,C,RL,CAT7,-0.07467785825972317,-0.15985647155638946
10,IG13,HTS24,1/1,C,BX,CAT3,-0.02603027684483647,-0.10511346826777183
5,IG22,HTS48,2/0,C,RL,CAT7,-0.0881516351192861,-0.15985647155638946
5,IG22,HTS48,2/0,C,RL,CAT7,-0.0881516351192861,-0.15985647155638946
11,IG56,HTS119,1/0,C,PC,CAT17,-0.3679623996205896,-0.07168739045974191
10,IG14,HTS15,1/1,C,BX,CAT8,0.025043796139585985,-0.07774196662346303
10,IG14,HTS15,2/0,B,BX,CAT8,0.06632012460556082,0.0043725383094633885
10,IG14,HTS15,2/0,C,BX,CAT8,0.042631321824590486,-0.028473263663707178
10,IG14,HTS79,2/0,C,BX,CAT8,0.06061535571195165,0.606545574484257
10,IG14,HTS119,2/0,C,BX,CAT8,0.14972731451084614,0.0043725383094633885
10,IG14,HTS15,1/1,C,BG,CAT8,-0.45181499822283544,-0.06824952985321674
10,IG39,HTS15,1/1,C,BG,CAT15,0.08068780419707956,0.059115541598080995
10,IG39,HTS15,1/1,C,BG,CAT15,0.20330435740964947,0.01609848961388528
11,IG45,HTS16,1/0,C,PR,CAT17,-0.04913812737984471,-0.15985647155638946
5,IG22,HTS57,2/0,C,RL,CAT7,-0.035652854466234875,-0.061319065636877744
5,IG26,HTS56,2/0,C,BX,CAT7,-0.10537481619432253,-0.11606206892549535
10,IG27,HTS50,1/0,C,RL,CAT7,-0.3254740827507582,-0.15985647155638946
10,IG27,HTS50,1/0,C,RL,CAT7,-0.057906742604119356,-0.15985647155638946
5,IG41,HTS56,1/0,C,BX,CAT7,1.6709559585796714,1.1383300570305463
5,IG27,HTS50,1/1,A,RL,CAT7,0.0606556341660204,0.059115541598080995
5,IG27,HTS50,2/0,C,RL,CAT7,-0.01594485625333651,-0.15985647155638946
8,IG27,HTS50,1/1,B,RL,CAT7,0.12405992248667111,-0.033082624540608785
1,IG27,HTS50,1/0,C,RL,CAT7,-0.042893107343388005,-0.15985647155638946
1,IG27,HTS50,1/0,C,RL,CAT7,-0.43719326428986105,-0.15985647155638946
1,IG27,HTS50,1/0,C,RL,CAT7,0.008174985157035788,-0.15985647155638946
1,IG25,HTS48,2/0,C,BG,CAT7,0.6240440016572418,1.3729476205249036
1,IG25,HTS48,1/1,B,BG,CAT7,-0.07993529540321319,-0.15985647155638946
1,IG22,HTS48,2/0,C,RL,CAT7,0.11090503433219598,0.0043725383094633885
1,IG26,HTS56,2/0,C,BX,CAT7,0.05264694192616965,-0.043932687792412786
1,IG27,HTS50,1/1,C,RL,CAT7,-0.008844077561311232,-0.15985647155638946
1,IG27,HTS50,1/0,C,RL,CAT7,-0.11049127874857194,-0.15985647155638946
1,IG27,HTS50,1/1,C,RL,CAT7,-0.002329428566059635,-0.15985647155638946
1,IG27,HTS50,1/0,C,RL,CAT7,-0.011297682067137754,-0.15985647155638946
1,IG27,HTS50,1/0,C,RL,CAT7,-0.004464017572084625,-0.07226766629460127
1,IG27,HTS50,1/0,C,RL,CAT7,0.1257368459734061,0.1686015481753162
1,IG27,HTS48,2/0,C,RL,CAT7,-0.5550929484885728,-0.15985647155638946
1,IG27,HTS50,2/0,C,RL,CAT7,-0.25357678864862643,-0.15985647155638946
1,IG27,HTS50,1/0,C,RL,CAT7,-0.19031839877860035,-0.15985647155638946
1,IG26,HTS56,1/1,C,BX,CAT7,-0.08527582534911574,-0.1379592702409424
1,IG27,HTS50,1/1,A,RL,CAT7,0.27861297875548574,0.38757356132978665
1,IG27,HTS50,1/1,B,RL,CAT7,0.0003660368562499648,-0.15985647155638946
1,IG27,HTS50,1/1,B,RL,CAT7,0.644132531938564,0.41494506297409545
1,IG27,HTS50,1/1,A,RL,CAT7,0.4426431579765723,0.10290994422897509
1,IG27,HTS50,1/1,A,RL,CAT7,-0.06906698085164782,-0.15985647155638946
2,IG35,HTS51,1/1,A,YD,CAT12,-0.16032834250562406,-0.15985647155638946
2,IG35,HTS51,1/0,A,YD,CAT12,-0.6148090321755879,-0.15985647155638946
2,IG35,HTS51,1/1,A,YD,CAT12,-0.2750953097116504,-0.15985647155638946
2,IG35,HTS51,1/1,A,YD,CAT12,-0.8112562241531369,-0.15985647155638946
2,IG35,HTS51,1/0,C,YD,CAT12,-4.011544592294248,-0.15985647155638946
1,IG25,HTS48,1/1,C,BG,CAT7,0.04122005439561949,-0.013878778986961725
1,IG25,HTS48,1/1,B,BG,CAT7,0.015394126714349112,-0.15985647155638946
2,IG33,HTS36,1/1,A,YD,CAT12,0.39317422153844855,3.453181745492373
2,IG26,HTS56,2/0,C,BX,CAT7,0.05875225532052327,-0.045804898504883514
2,IG26,HTS56,2/0,C,BX,CAT7,0.009917799630017538,-0.057213340390231425
2,IG26,HTS56,2/0,C,BX,CAT7,0.009917799630017538,-0.05612942892511679
2,IG26,HTS56,2/0,C,BX,CAT7,0.3690384251265957,0.6612885777728746
2,IG26,HTS56,2/0,C,BX,CAT7,-0.20591218325210672,-0.08686215097134672
2,IG31,HTS55,1/1,B,YD,CAT12,-0.3247001489504646,-0.15985647155638946
2,IG30,HTS40,1/1,A,YD,CAT12,-3.2203781858519247,-0.1388899012968489
2,IG30,HTS40,1/1,A,YD,CAT12,2.484289462178316,0.29836436317065534
2,IG30,HTS46,1/1,A,YD,CAT12,-0.25556960003222373,-0.10511346826777183
2,IG30,HTS46,1/1,B,YD,CAT12,0.31813434158841086,0.059115541598080995
2,IG31,HTS55,1/1,A,YD,CAT12,0.18398219551070027,-0.01909031290003812
2,IG35,HTS58,1/0,B,YD,CAT12,-0.8845868479644329,-0.09755893381394261
2,IG52,HTS119,1/0,A,BX,CAT16,-3.733775328346623,-0.15985647155638946
1,IG2,HTS97,1/1,C,BX,CAT1,-0.22829487368671159,-0.056457886944848504
1,IG2,HTS97,1/1,B,BX,CAT1,-0.08940014040070335,-0.15985647155638946
1,IG3,HTS97,1/1,A,BX,CAT1,-0.610050278641287,-0.06510728146445008
1,IG22,HTS48,2/0,C,RL,CAT7,-0.008350571402933831,-0.15985647155638946
1,IG26,HTS56,2/0,C,BX,CAT7,0.194343458001969,0.12480714554442213
2,IG26,HTS56,1/1,C,BX,CAT7,0.0021428111800651196,-0.06862178227557933
1,IG26,HTS56,2/0,C,BX,CAT7,-0.08527582534911574,-0.15985647155638946
1,IG27,HTS50,2/0,C,RL,CAT7,-0.1422413513106958,-0.15985647155638946
1,IG27,HTS50,1/1,A,RL,CAT7,0.0606556341660204,-0.04672458096013229
1,IG27,HTS50,1/1,C,RL,CAT7,-0.021140079457278575,-0.15985647155638946
6,IG41,HTS56,2/0,C,RL,CAT7,0.010330241701402447,-0.15985647155638946
5,IG27,HTS50,2/0,C,RL,CAT7,-0.11317389563988794,-0.15985647155638946
5,IG27,HTS50,2/0,C,RL,CAT7,0.24796675983883973,0.1686015481753162
3,IG27,HTS50,2/0,C,RL,CAT7,0.15193755769607684,0.031744039953772195
3,IG27,HTS50,1/0,C,RL,CAT7,0.07959428432077259,-0.028473263663707178
5,IG27,HTS50,1/0,C,RL,CAT7,-0.07214999431654222,-0.15985647155638946
2,IG52,HTS119,1/1,A,PC,CAT16,-2.401469391894865,-0.15985647155638946
5,IG22,HTS48,1/1,C,RL,CAT7,0.14774678108203057,0.059115541598080995
5,IG22,HTS57,2/0,C,RL,CAT7,0.09821759602242205,-0.03820656964842339
5,IG41,HTS56,2/0,C,BX,CAT7,0.055363666595485105,-0.041950991073364835
5,IG41,HTS56,2/0,C,BX,CAT7,-0.08912406604395937,-0.14160515425996434
5,IG41,HTS56,1/0,C,BX,CAT7,0.1823049339047286,-0.04114079462469329
7,IG27,HTS50,1/0,C,RL,CAT7,-0.01594635665744925,-0.06862178227557933
7,IG18,HTS15,1/1,A,BX,CAT3,0.3098115788425949,-0.043308617554922546
3,IG22,HTS48,2/0,C,RL,CAT7,0.8397984571548741,-0.036684714156999816
7,IG16,HTS15,1/1,A,BX,CAT12,-0.14813956667258682,-0.05912934550533304
6,IG16,HTS15,2/0,C,RL,CAT12,-0.10792093857628386,-0.07027502097489557
7,IG25,HTS48,1/1,A,BG,CAT7,-0.16156604910392003,-0.15985647155638946
7,IG14,HTS119,1/1,A,BX,CAT8,-0.4601800047407833,-0.07432600321825328
7,IG16,HTS15,1/1,B,BX,CAT12,-0.14403498933144002,-0.05527543807381437
7,IG26,HTS56,2/0,C,BX,CAT7,-0.1435501052135978,-0.10189457967440112
7,IG26,HTS56,2/0,C,BX,CAT7,-0.0030142890799420017,-0.15985647155638946
7,IG27,HTS50,2/0,C,RL,CAT7,0.06739644266570205,0.0043725383094633885
7,IG14,HTS119,1/1,A,BX,CAT8,-1.771509699987785,-0.15985647155638946
3,IG46,HTS119,1/1,A,PC,CAT17,-0.12275961826448892,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.0054328771123205106,-0.07774196662346303
7,IG26,HTS56,2/0,C,BX,CAT7,-0.001267353778763291,-0.0520346522791282
6,IG22,HTS48,1/1,A,RL,CAT7,-8.204303261305908,-0.12076996720831647
7,IG12,HTS15,1/0,B,BG,CAT2,0.1348415728513866,-0.04428304301345994
7,IG13,HTS15,1/1,A,BX,CAT3,-0.29723990080628016,-0.07122754923211753
7,IG13,HTS119,1/1,A,BX,CAT3,-1.649339929081575,-0.15985647155638946
7,IG27,HTS50,1/0,B,RL,CAT7,-0.10250128872899969,-0.053436073163316805
6,IG41,HTS56,1/0,C,BX,CAT7,-1.7594137801501197,-0.15985647155638946
7,IG26,HTS56,1/0,C,BX,CAT7,0.23626815123671774,0.44231656461840424
7,IG27,HTS50,1/1,A,RL,CAT7,0.006195043436884391,-0.15985647155638946
7,IG27,HTS50,1/0,C,RL,CAT7,-0.13691286686259974,-0.07774196662346303
7,IG13,HTS15,1/1,C,BG,CAT3,0.0016063850110824573,-0.06530435627628911
7,IG14,HTS15,1/0,C,BX,CAT8,0.02260547039676665,-0.15985647155638946
7,IG40,HTS25,2/0,C,PK,CAT15,0.7671855336883227,0.062246841386189924
7,IG16,HTS153,2/0,C,BX,CAT12,0.026019079945318675,-0.10511346826777183
7,IG43,HTS119,1/1,C,BX,CAT10,0.008787424756913128,-0.05368789097844445
7,IG44,HTS15,2/0,C,BX,CAT10,0.02899074651908602,-0.061319065636877744
7,IG43,HTS15,1/1,C,BX,CAT10,0.07695437611553892,0.059115541598080995
7,IG44,HTS15,1/1,C,BX,CAT10,-0.7272986183954517,-0.15487485825712524
7,IG16,HTS15,2/0,C,BG,CAT12,0.028857126023243067,-0.0507317688008591
7,IG44,HTS15,1/0,C,BX,CAT10,1.517480361523422,-0.03025788557091611
7,IG16,HTS119,1/1,B,BX,CAT12,0.1331178409828246,-0.03820656964842339
7,IG22,HTS48,2/0,C,RL,CAT7,-0.008528971565183736,-0.08686215097134672
7,IG16,HTS15,1/1,B,BX,CAT12,0.08972148377045404,-0.04866248327654935
7,IG26,HTS56,2/0,C,BX,CAT7,0.009428308637575634,-0.15985647155638946
7,IG26,HTS56,2/0,C,BX,CAT7,0.13319554500990263,-0.03633435893595267
7,IG27,HTS50,1/0,C,RL,CAT7,0.26636668038730943,0.2780875547525514
7,IG27,HTS50,1/1,C,RL,CAT7,-0.035941206777760575,-0.15985647155638946
7,IG27,HTS50,1/1,B,RL,CAT7,-0.40374701657696416,-0.15985647155638946
7,IG22,HTS48,2/0,C,BX,CAT7,-0.16201993191424974,-0.10511346826777183
7,IG22,HTS48,2/0,C,RL,CAT7,-0.12796297746256344,-0.12336478556419694
7,IG22,HTS48,2/0,C,RL,CAT7,-0.09778832921881563,-0.1379592702409424
7,IG22,HTS48,2/0,C,RL,CAT7,0.06355004049420782,-0.028473263663707178
7,IG22,HTS48,2/0,C,RL,CAT7,0.289423770771912,0.8255175876387275
7,IG22,HTS48,2/0,C,RL,CAT7,0.14774678108203057,0.11385854488669861
7,IG14,HTS15,1/1,A,BX,CAT8,-0.039067499504949206,-0.15985647155638946
7,IG34,HTS15,1/0,C,BX,CAT8,-0.19417179579180327,-0.15985647155638946
7,IG34,HTS15,2/0,C,BX,CAT8,-0.19209747653971534,-0.15985647155638946
7,IG34,HTS15,2/0,C,BX,CAT8,-0.19209747653971534,-0.15985647155638946
7,IG14,HTS48,1/0,C,BX,CAT7,0.011319071409054372,-0.15985647155638946
7,IG14,HTS48,1/0,C,BX,CAT7,0.009851211272845132,-0.10511346826777183
7,IG14,HTS48,1/0,C,BX,CAT7,0.009851211272845132,-0.15985647155638946
7,IG14,HTS48,1/0,C,BX,CAT7,0.04170035277131433,0.059115541598080995
7,IG14,HTS15,1/1,C,BX,CAT8,0.037208248520035,-0.022998963334845416
7,IG34,HTS150,2/0,A,BX,CAT8,0.40298988637643984,-0.03820656964842339
7,IG14,HTS15,2/0,C,BX,CAT8,-0.22206432938007495,-0.15985647155638946
7,IG14,HTS15,2/0,C,BX,CAT8,-0.03656672736560672,-0.15985647155638946
7,IG14,HTS15,2/0,C,BX,CAT8,-0.03656672736560672,-0.15985647155638946
7,IG22,HTS48,1/1,C,RL,CAT7,-0.2771895991311544,-0.15985647155638946
7,IG34,HTS167,1/1,B,BX,CAT8,-0.1673732258613367,-0.15985647155638946
7,IG14,HTS15,1/1,C,BG,CAT8,-0.14987914788036788,-0.06350878576842245
7,IG22,HTS48,2/0,C,RL,CAT7,0.0022863216635807633,-0.07226766629460127
7,IG34,HTS157,1/1,A,BX,CAT9,-0.544010308605861,-0.06862178227557933
7,IG12,HTS15,2/0,C,BX,CAT2,-0.03030784444044641,-0.11120089023346612
7,IG27,HTS50,1/0,C,RL,CAT7,-0.021697743740814793,-0.15985647155638946
7,IG22,HTS48,1/1,C,RL,CAT7,-0.03325298978658717,-0.05848337806652735
7,IG22,HTS57,2/0,C,RL,CAT7,-0.23645853019922028,-0.09647502234882797
7,IG27,HTS50,1/1,C,RL,CAT7,-0.021140079457278575,-0.15985647155638946
7,IG13,HTS15,2/0,C,BG,CAT3,0.02646964496063853,-0.06862178227557933
7,IG44,HTS15,1/0,C,BX,CAT10,-1.4549156199672346,-0.06736269319994112
7,IG26,HTS56,1/1,C,BX,CAT7,-0.025986088887093695,-0.12791940343780991
7,IG26,HTS56,2/0,C,BX,CAT7,0.034651094997977194,-0.036684714156999816
7,IG26,HTS56,2/0,C,BX,CAT7,-0.09984198093256189,-0.15985647155638946
7,IG26,HTS56,2/0,C,BX,CAT7,0.05313643291861155,-0.03472491463926731
7,IG26,HTS56,2/0,C,BX,CAT7,-0.03427981564346028,-0.15985647155638946
7,IG26,HTS56,2/0,C,BX,CAT7,-0.05024817283384411,-0.060322742977024904
7,IG26,HTS56,2/0,C,BX,CAT7,0.05166500139796495,-0.022998963334845416
7,IG26,HTS56,2/0,C,BX,CAT7,0.5000830018298486,2.467807686297256
7,IG14,HTS15,1/1,C,BX,CAT8,-0.045572638896669355,-0.10511346826777183
7,IG27,HTS50,2/0,C,RL,CAT7,-0.0048317011095148615,-0.15985647155638946
7,IG27,HTS50,2/0,C,RL,CAT7,-0.04094575186467102,-0.15985647155638946
7,IG22,HTS48,2/0,C,BX,CAT7,-0.16201993191424974,-0.10511346826777183
7,IG16,HTS15,1/0,C,BX,CAT12,-0.013771468064903227,-0.08686215097134672
7,IG14,HTS15,1/1,C,BG,CAT8,-1.2368481964337799,-0.15985647155638946
7,IG39,HTS62,1/1,C,BX,CAT9,0.1032673645572376,0.0043725383094633885
7,IG12,HTS15,1/0,C,BX,CAT2,-0.010288755397356044,-0.15985647155638946
7,IG13,HTS15,1/1,A,BX,CAT3,-2.162213134686595,-0.15985647155638946
7,IG22,HTS57,2/0,C,RL,CAT7,2.4409505218388228,0.44231656461840424
7,IG26,HTS56,2/0,C,BX,CAT7,0.05405856860682961,0.059115541598080995
7,IG27,HTS50,1/1,A,RL,CAT7,0.0019091073901667855,-0.15985647155638946
7,IG13,HTS15,2/0,C,BX,CAT3,0.1024165086306008,-0.0394218643214307
8,IG44,HTS15,2/0,C,BX,CAT10,0.03815724355511632,0.11385854488669861
8,IG44,HTS15,2/0,C,BX,CAT10,-0.02197495924998255,-0.15985647155638946
8,IG42,HTS15,1/0,C,BX,CAT10,-0.1801626071209677,-0.10511346826777183
8,IG16,HTS148,2/0,A,BX,CAT12,-0.4646489055594458,-0.060322742977024904
8,IG25,HTS48,1/1,B,BG,CAT7,-0.006443388716024131,-0.15985647155638946
8,IG64,HTS18,1/1,A,BG,CAT14,0.046021875867691825,-0.048947146893650165
8,IG16,HTS119,2/0,C,BX,CAT12,-0.04220847928648086,-0.15985647155638946
8,IG26,HTS56,1/1,C,BX,CAT7,0.024544901205874093,-0.07774196662346303
8,IG26,HTS56,2/0,C,BX,CAT7,0.008506172949357575,-0.15985647155638946
8,IG26,HTS56,2/0,C,BX,CAT7,-0.032811363798586866,-0.10511346826777183
8,IG26,HTS56,2/0,C,BX,CAT7,0.009428308637575634,-0.15985647155638946
