,0,1
0,0.6092843326885881,0.6328904710444345
1,0.586073500967118,0.6288600838734274
2,0.6150870406189555,0.6322138276934798
3,0.5783365570599613,0.6347229283172343
4,0.6312741312741312,0.6301361149980919
5,0.6335877862595419,0.6320106829454407
6,0.5996131528046421,0.630809333079026
7,0.5846702317290553,0.6335707925200356
8,0.6365384615384615,0.6336980027986261
9,0.6305609284332688,0.6388959552276774
10,0.03111198351163019,0.6030301140968888
11,0.6384180790960452,0.6300725098587966
12,0.6344294003868471,0.6277103071151523
13,0.620889748549323,0.632398753894081
14,0.60727969348659,0.6333799771021499
15,0.5802707930367504,0.6323445340786381
16,0.6421663442940039,0.6299803012009912
17,0.6003824091778203,0.631762985568059
18,0.5899419729206963,0.6296037592075184
19,0.6228893058161351,0.6281643556799389
20,0.6164122137404581,0.6281643556799389
21,0.5564053537284895,0.6263882718791648
22,0.6069364161849711,0.6293092481872535
23,0.06792530268828237,0.35536191324259
24,0.6266924564796905,0.628927617351482
25,0.6615087040618955,0.6292292037649453
26,0.5965583173996176,0.6298907520325203
27,0.6218809980806143,0.6272102785905102
28,0.05811874105865522,0.3162584906836169
29,0.6172607879924953,0.6277827248441674
30,0.6421663442940039,0.6275669146163139
31,0.6150870406189555,0.6332188732036118
32,0.6054158607350096,0.6315254021746042
33,0.590566037735849,0.6329983462663783
34,0.6003861003861004,0.6340160284951024
35,0.6169811320754717,0.6293728533265488
36,0.6295585412667947,0.6313446126447017
37,0.5124282982791587,0.6278774811338702
38,0.030805913209346687,0.621252726706139
39,0.583804143126177,0.6293728533265488
40,0.6421663442940039,0.6349589877281109
41,0.5697896749521989,0.6322642108605907
42,0.6435452793834296,0.6283551710978247
43,0.586073500967118,0.6287638165417355
44,0.6421663442940039,0.6320442691769494
45,0.6363636363636364,0.6330852890669719
46,0.6528301886792452,0.6268286477547386
47,0.6092843326885881,0.6290127773186701
48,0.5629770992366412,0.6344065536292627
49,0.6110056925996205,0.6280371454013485
50,0.6073500967117988,0.6318967709127892
51,0.5918762088974855,0.6336639959303065
52,0.6499032882011605,0.6349478769387236
53,0.5755258126195029,0.6264601320467242
54,0.5880077369439072,0.6330729662792913
55,0.6305609284332688,0.6291727602212756
56,0.6228239845261122,0.6301901189037961
57,0.5229885057471264,0.636334792816803
58,0.6247582205029013,0.6310333863275039
59,0.6402321083172147,0.6327439257091974
60,0.031056511056511058,0.6021947873799726
61,0.6363636363636364,0.6329540397940373
62,0.5162523900573613,0.6323837319967007
63,0.6544401544401545,0.6308426073131955
64,0.5561904761904762,0.6280251540367148
65,0.6139359698681732,0.6318534537590638
66,0.6155268022181146,0.625429334690243
67,0.5725190839694656,0.6289615751032074
68,0.6199616122840691,0.6344612644701692
69,0.6382978723404256,0.6322314049586777
70,0.030846063454759105,0.6045395024006984
71,0.5996131528046421,0.6278833322742581
72,0.6423076923076924,0.6310901920875207
73,0.6175908221797323,0.63217147945554
74,0.5938104448742747,0.6321174377224199
75,0.5623800383877159,0.6331387231882218
76,0.6247582205029013,0.628103371642644
77,0.5454545454545454,0.6314051685821322
78,0.6436781609195402,0.629269223430643
79,0.6403846153846153,0.6289512179609489
80,0.6344294003868471,0.6297520661157024
81,0.6808510638297872,0.6322986897341305
82,0.6319845857418112,0.6309629818089302
83,0.6134615384615385,0.6329983462663783
84,0.5783365570599613,0.6297002032520326
85,0.6344294003868471,0.6302772126144456
86,0.6266924564796905,0.6331150251160425
87,0.06712774613506917,0.3576516982572192
88,0.6382978723404256,0.6297685656154629
89,0.6034816247582205,0.6295354896104721
90,0.06349526305180407,0.3472840605520926
91,0.6346516007532956,0.6300089047195013
92,0.5802707930367504,0.6293191056910569
93,0.611969111969112,0.6353173089151724
94,0.5899419729206963,0.6325817719911083
95,0.6499032882011605,0.630919839806751
96,0.5996131528046421,0.6294671245071856
97,0.6622137404580153,0.6312174023661112
98,0.6086956521739131,0.6320442691769494
99,0.06276835003066858,0.3550438875461137
