,0,1,2
56,0.0009676795045480937,0.30560020574808716,0.07400622824693168
57,0.022222222222222223,0.6131414745956959,0.3638928067700987
58,0.01644736842105263,0.6043605763100854,0.4164305949008499
59,0.0008079175924055746,0.32060185185185186,0.07768658140866577
60,0.015209125475285171,0.6052531162554058,0.35694050991501414
61,0.01892744479495268,0.6075529471804032,0.41818181818181815
62,0.0011632415664986429,0.31010542555926973,0.07293384643577057
63,0.0010231225700838961,0.32317190816129654,0.08597549114958179
64,0.875,0.34678769151538563,0.08228593872741555
65,0.0003969829297340214,0.31330720298143033,0.07664850648130753
66,0.0005973715651135006,0.30847370451330847,0.07645951035781544
67,0.5,0.3497939737316508,0.0885499207606973
68,0.0010113268608414239,0.32257234726688105,0.08087389804522806
69,0.0007869368483179224,0.311351073402751,0.07298050139275766
70,0.875,0.35920705412885373,0.09246435845213849
71,0.008333333333333333,0.60544,0.4992887624466572
72,0.0011857707509881424,0.311796849887496,0.07687991021324354
73,0.022988505747126436,0.6052698574338086,0.3511988716502116
74,0.0012153129430828439,0.3223565731926936,0.08408697325380027
75,0.02304147465437788,0.607120192917883,0.2859154929577465
76,0.0008098805426199635,0.3198044638837075,0.07972403219624377
77,0.0005853658536585366,0.31029827719208025,0.07779218373772921
78,0.0006080259424402108,0.3138765812624414,0.07497621313035205
79,0.0010302905419328251,0.32345186804707093,0.08125487139516757
80,0.022653721682847898,0.6054999042940088,0.4183098591549296
81,0.0012264922322158627,0.3241991509069857,0.08083542835041578
82,0.02112676056338028,0.6019849853670951,0.3758765778401122
83,0.018867924528301886,0.6041070633861021,0.3554301833568406
84,0.001012965964343598,0.32126318497555956,0.08141321044546851
85,0.000612619971411068,0.32175925925925924,0.0780948708060162
86,0.0009881422924901185,0.31382636655948554,0.07790262172284644
87,0.0013736263736263737,0.31462552234008356,0.07615156017830609
88,0.008086253369272238,0.6060179257362356,0.5063649222065064
89,0.0010164667615368977,0.32145842711079675,0.0810550635348479
90,0.001025220422390814,0.3211345510676614,0.08614305203664004
91,0.025089605734767026,0.6017941213894897,0.3702664796633941
92,0.0011992804317409553,0.315698122910774,0.07770845150311968
93,0.007614213197969543,0.6137267479153303,0.5410764872521246
94,0.013201320132013201,0.3069211490264122,0.07589612289685442
95,0.0006053268765133172,0.32036024445159217,0.08009940737908622
96,0.026119402985074626,0.5996442411536751,0.34916201117318435
97,0.0004015257980325236,0.31738375458228824,0.07788753799392097
98,0.0005884660651235779,0.30970437017994856,0.07898658718330849
99,0.0011804052724768838,0.31194548026231195,0.07916355489171023
