,0,1,2
0,0.01904761904761905,0.6072066326530612,0.41935483870967744
1,0.00980392156862745,0.6060625398851308,0.42450142450142453
2,0.0009671179883945841,0.3090920781893004,0.0763302752293578
3,0.0008133387555917039,0.32598212563492573,0.07921553547394732
4,0.0008075913587724611,0.3173429361455855,0.08075009567546881
5,0.02564102564102564,0.6031796502384738,0.3599439775910364
6,0.01904761904761905,0.6052312599681021,0.43342776203966005
7,0.0008158270446665307,0.32608555805725314,0.08341397329204567
8,0.00078064012490242,0.30957583547557843,0.07839140103780579
9,0.0011598685482312006,0.3115196708665467,0.07195032870708547
10,0.017064846416382253,0.6049869601170409,0.3870967741935484
11,0.0008254230293025176,0.3249308726126937,0.08264947245017586
12,0.02120141342756184,0.601489876480326,0.3706293706293706
13,0.0010175010175010174,0.32353886709959495,0.08009241432422025
14,0.021834061135371178,0.6030055164542515,0.3028169014084507
15,0.0009887284951552303,0.31431508609611924,0.0715216986403427
16,0.0006117455138662316,0.3228503440735739,0.08048639258830341
17,0.0014300306435137897,0.3228711088242861,0.08349476946919798
18,0.0005923000987166831,0.3122549964655228,0.07765718562874252
19,0.001024380249948781,0.3211345510676614,0.08018593840790238
20,0.0008059641345960105,0.315156581570317,0.07997709486543234
21,0.016835016835016835,0.3191462003343191,0.0762014168102623
22,0.0064516129032258064,0.3084778420038536,0.07938588279348437
23,0.0008045052292839903,0.31717353565228573,0.07410917361637605
24,0.014492753623188406,0.6032060288670328,0.4765957446808511
25,0.0008303923603902845,0.32651617467361244,0.08078431372549019
26,0.375,0.5910455227613807,0.04510981975770708
27,0.0005978477481068154,0.3104867228187488,0.07793923381770146
28,0.02553191489361702,0.3183453237410072,0.3089887640449438
29,0.020348837209302327,0.6012642063593411,0.46554149085794655
30,0.0010046212577858146,0.31414790996784564,0.07708372887791912
31,0.0005934718100890207,0.31487911522633744,0.0830821401657875
32,0.0007916089451810805,0.3125,0.08065425831923294
33,0.0010206164523372118,0.32469453376205787,0.08493310063990692
34,0.02064896755162242,0.6094708588957055,0.4523809523809524
35,0.001200240048009602,0.3142967393401505,0.07776726584673604
36,0.0011995201919232307,0.314541013113911,0.07874313836835131
37,0.018315018315018316,0.3090277777777778,0.0785039807443066
38,0.375,0.3356063042779029,0.0800675042190137
39,0.0006224066390041493,0.3260002573009134,0.08372641509433962
40,0.0012062726176115801,0.3230393103004568,0.08369959870055417
41,0.024822695035460994,0.6054841582898588,0.37254901960784315
42,0.0010218679746576743,0.3199768458965783,0.0791658621355474
43,0.0011885895404120444,0.3121182899389264,0.07765897580191333
44,0.02158273381294964,0.6051458412941026,0.3732394366197183
45,0.001013787510137875,0.32295819935691317,0.08522946394138065
46,0.026717557251908396,0.5990587038097055,0.3540197461212976
47,0.0006199628022318661,0.3261512734756882,0.08214355564247995
48,0.0014144271570014145,0.3254437869822485,0.07602896341463415
49,0.0012396694214876034,0.3236202238517947,0.08696505692972124
50,0.0012272448353446513,0.3254228567753553,0.0844496214327315
51,0.0012295081967213116,0.32760728302129577,0.08523058960887332
52,0.0011822660098522167,0.3161854543116198,0.08618742943168987
53,0.017241379310344827,0.322055702064707,0.08535402521823472
54,0.0011711887565879367,0.31184109025456413,0.076980014803849
55,0.0012126111560226355,0.31840699993566235,0.07873112937129753
