TDATE,SKU,LOC,QTY,AISLE,COLUMN,SHELF,TYPE,IG,HTS,CLASS,PLANNING,ABC,UOM,CAT,COSTX,QTYBEFORE,QTYVAR,PESO,LARGO,ALTO,ANCHO,CONTRPERC,Zqty,ZqtyVar,ZcostX
2018-02-10,SKU3921,17Q3,-1.0,17,Q,3,LOC4,IG56,HTS119,1,1,B,PC,CAT17,-289.8802,38.0,-2.63,0.0,0.0,0.0,0.0,0.01,0.01746243711511834,0.03760992567195201,0.0167211199492686
2018-02-10,SKU3922,17Q2,1.0,17,Q,2,LOC4,IG56,HTS119,1,1,B,PC,CAT17,289.5527,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.019035811657820013,0.011185546890146227,0.026760374856272855
2018-02-10,SKU3923,17W2,4.0,17,W,2,LOC4,IG56,HTS119,1,1,C,PC,CAT17,1111.3121,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.02139587347187253,0.012723590625059874,0.08842640569867906
2018-02-10,SKU3924,17B2,-1.0,17,B,2,LOC4,IG56,HTS119,1,1,B,PC,CAT17,-266.8633,11.0,-9.09,0.0,0.0,0.0,0.0,0.0,0.01746243711511834,0.04378804680588126,0.014993898009006548
2018-02-10,SKU3926,15P7,-2.0,15,P,7,LOC4,IG56,HTS119,1,1,C,PC,CAT17,-517.0436,18.0,-11.11,0.0,0.0,0.0,0.0,0.0,0.0166757498437675,0.04571990511710992,0.033767794718873735
2018-02-10,SKU3927,18O9,18.0,18,O,9,LOC4,IG56,HTS119,1,1,B,PC,CAT17,7206.8887,1.0,1800.0,0.0,0.0,0.0,0.0,0.01,0.032409495270784267,1.6863632166894869,0.5458474155682947
2018-02-10,SKU3927,19I8,-3.0,19,I,8,LOC4,IG56,HTS119,1,1,B,PC,CAT17,-1201.1481,16.0,-18.75,0.0,0.0,0.0,0.0,0.01,0.01588906257241666,0.0530265375417569,0.08510399993469343
2018-02-10,SKU3927,19N8,-21.0,19,N,8,LOC4,IG56,HTS119,1,1,B,PC,CAT17,-8408.0369,21.0,-100.0,0.0,0.0,0.0,0.0,0.01,0.0017286916881015697,0.1307312344661767,0.6259195075134223
2018-02-10,SKU3927,22H7,2.0,22,H,7,LOC4,IG56,HTS119,1,1,B,PC,CAT17,800.7654,8.0,25.0,0.0,0.0,0.0,0.0,0.01,0.019822498929170852,0.011185546890146227,0.06512252577931645
2018-02-10,SKU3928,02I10,2.0,2,I,10,LOC5,IG56,HTS119,1,1,A,PC,CAT17,792.6879,15.0,13.33,0.0,0.0,0.0,0.0,0.01,0.019822498929170852,0.022346332282244436,0.06451637833016095
2018-02-10,SKU3928,17G5,1.0,17,G,5,LOC4,IG56,HTS119,1,1,A,PC,CAT17,396.3439,9.0,11.11,0.0,0.0,0.0,0.0,0.01,0.019035811657820013,0.024469463693594734,0.03477414315986338
2018-02-10,SKU3928,17J2,-12.0,17,J,2,LOC4,IG56,HTS119,1,1,A,PC,CAT17,-4756.1273,12.0,-100.0,0.0,0.0,0.0,0.0,0.01,0.008808877130259116,0.1307312344661767,0.3518748540208317
2018-02-10,SKU3930,18D1,-8.0,18,D,1,LOC4,IG56,HTS119,1,1,B,PC,CAT17,-2825.4134,19.0,-42.11,0.0,0.0,0.0,0.0,0.01,0.01195562621566247,0.07536723563596548,0.20699125073590136
2018-02-10,SKU3931,18L8,-3.0,18,L,8,LOC4,IG56,HTS119,1,1,A,PC,CAT17,-1127.2411,23.0,-13.04,0.0,0.0,0.0,0.0,0.01,0.01588906257241666,0.04756569053328383,0.07955791023803804
2018-02-10,SKU3931,22H7,-10.0,22,H,7,LOC4,IG56,HTS119,1,1,A,PC,CAT17,-3757.4705,10.0,-100.0,0.0,0.0,0.0,0.0,0.01,0.010382251672960792,0.1307312344661767,0.2769341827857004
2018-02-10,SKU3931,23D6,2.0,23,D,6,LOC4,IG56,HTS119,1,1,A,PC,CAT17,751.4941,52.0,3.85,0.0,0.0,0.0,0.0,0.01,0.019822498929170852,0.03141267722801058,0.06142513514959507
2018-02-10,SKU3932,02Q9,-2.0,2,Q,9,LOC4,IG56,HTS119,1,1,B,PC,CAT17,-704.0251,15.0,-13.33,0.0,0.0,0.0,0.0,0.01,0.0166757498437675,0.04784303652846022,0.04779916076830301
2018-02-10,SKU3932,18K9,-3.0,18,K,9,LOC4,IG56,HTS119,1,1,B,PC,CAT17,-1056.0377,3.0,-100.0,0.0,0.0,0.0,0.0,0.01,0.01588906257241666,0.1307312344661767,0.0742147026513841
2018-02-10,SKU3932,22H7,4.0,22,H,7,LOC4,IG56,HTS119,1,1,B,PC,CAT17,1408.0503,14.0,28.57,0.0,0.0,0.0,0.0,0.01,0.02139587347187253,0.007771322052974795,0.1106940755218902
2018-02-10,SKU3962,16Z2,4.0,16,Z,2,LOC4,IG56,HTS119,1,0,C,PC,CAT17,964.1434,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02139587347187253,0.011185546890146227,0.07738265056398046
2018-02-10,SKU3963,13B3,9.0,13,B,3,LOC4,IG56,HTS119,1,0,C,PC,CAT17,2166.3698,11.0,81.82,0.0,0.0,0.0,0.0,0.0,0.025329309828626724,0.04315514085441419,0.1675994832061808
2018-02-10,SKU3963,16J6,-10.0,16,J,6,LOC4,IG56,HTS119,1,0,C,PC,CAT17,-2407.0776,10.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.010382251672960792,0.1307312344661767,0.17559871863309529
2018-02-10,SKU3964,02F9,-7.0,2,F,9,LOC4,IG56,HTS119,1,0,C,PC,CAT17,-2194.626,7.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.012742313487013308,0.1307312344661767,0.15965603891672264
2018-02-10,SKU3964,17V2,-9.0,17,V,2,LOC4,IG56,HTS119,1,0,C,PC,CAT17,-2821.6620000000003,9.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.01116893894431163,0.1307312344661767,0.20670974017684698
2018-02-10,SKU3967,17P2,1.0,17,P,2,LOC4,IG56,HTS119,1,0,C,PC,CAT17,257.9916,14.0,7.14,0.0,0.0,0.0,0.0,0.0,0.019035811657820013,0.028266234731009462,0.02439198361423745
2018-02-10,SKU3969,19N1,2.0,19,N,1,LOC4,IG56,HTS119,1,0,C,PC,CAT17,852.4345,30.0,6.67,0.0,0.0,0.0,0.0,0.0,0.019822498929170852,0.028715726516295337,0.06899985083845098
2018-02-10,SKU3971,18A1,-6.0,18,A,1,LOC4,IG56,HTS119,1,0,C,PC,CAT17,-2515.3665,6.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.013529000758364145,0.1307312344661767,0.18372487654171213
2018-02-10,SKU3972,18B2,-6.0,18,B,2,LOC4,IG56,HTS119,1,0,C,PC,CAT17,-2723.8614,6.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.013529000758364145,0.1307312344661767,0.19937063968586888
2018-02-10,SKU3992,12I6,-144.0,12,I,6,LOC4,IG46,HTS119,1,1,B,PC,CAT17,-8177.0401,144.0,-100.0,1.7,36.5,3.25,3.0,0.01,0.09503384268805155,0.1307312344661767,0.6085851687844743
2018-02-10,SKU3992,17E5,-4.0,17,E,5,LOC4,IG46,HTS119,1,1,B,PC,CAT17,-227.14,102.0,-3.92,1.7,36.5,3.25,3.0,0.01,0.015102375301065823,0.038843637167736644,0.0120130033055664
2018-02-10,SKU3992,17V1,3.0,17,V,1,LOC4,IG46,HTS119,1,1,B,PC,CAT17,170.355,158.0,1.9,1.7,36.5,3.25,3.0,0.01,0.02060918620052169,0.03327758995419666,0.017815604593171656
2018-02-10,SKU3993,13L6,-6.0,13,L,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-340.71,97.0,-6.19,1.7,36.5,3.25,3.0,0.04,0.013529000758364145,0.04101458685411735,0.020535462705205846
2018-02-10,SKU3993,13T1,-52.0,13,T,1,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-2952.82,53.0,-98.11,1.7,36.5,3.25,3.0,0.04,0.02265861372377442,0.12892370367002715,0.2165520288969131
2018-02-10,SKU3993,14R8,-1.0,14,R,8,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-56.785,41.0,-2.44,1.7,36.5,3.25,3.0,0.04,0.01746243711511834,0.03742821622683644,0.0007706857938927675
2018-02-10,SKU3993,15G5,20.0,15,G,5,LOC4,IG46,HTS119,1,1,A,PC,CAT17,1135.7,120.0,16.67,1.7,36.5,3.25,3.0,0.04,0.033982869813485944,0.019152071510212896,0.09025650949010695
2018-02-10,SKU3993,16L4,20.0,16,L,4,LOC4,IG46,HTS119,1,1,A,PC,CAT17,1135.7,120.0,16.67,1.7,36.5,3.25,3.0,0.04,0.033982869813485944,0.019152071510212896,0.09025650949010695
2018-02-10,SKU3993,99F01,-21.0,99,F,1,LOC5,IG46,HTS119,1,1,A,PC,CAT17,-1192.485,21.0,-100.0,1.7,36.5,3.25,3.0,0.04,0.0017286916881015697,0.1307312344661767,0.08445390820250168
2018-02-10,SKU4015,14P2,-4.0,14,P,2,LOC4,IG46,HTS119,1,1,C,PC,CAT17,-88.52799999999999,223.0,-1.79,0.434,6.0,0.75,5.0,0.0,0.015102375301065823,0.03680657865144108,0.0016113554909778398
2018-02-10,SKU4016,13Z3,-26.0,13,Z,3,LOC4,IG46,HTS119,1,1,B,PC,CAT17,-575.4321,263.0,-9.89,0.434,6.0,0.75,5.0,0.01,0.0022047446686526222,0.04455313920636786,0.03814935341092135
2018-02-10,SKU4019,14V4,31.0,14,V,4,LOC4,IG46,HTS119,1,1,C,PC,CAT17,686.0922,115.0,26.96,0.434,6.0,0.75,5.0,0.0,0.04263642979834517,0.009311070508954068,0.05651728063335595
2018-02-10,SKU4019,99D07,-32.0,99,D,7,LOC5,IG46,HTS119,1,1,C,PC,CAT17,-708.2242,32.0,-100.0,0.434,6.0,0.75,5.0,0.0,0.006924868296757653,0.1307312344661767,0.048114267392103546
2018-02-10,SKU4020,13Z2,5.0,13,Z,2,LOC4,IG46,HTS119,1,1,B,PC,CAT17,110.66,259.0,1.93,0.434,6.0,0.75,5.0,0.01,0.02218256074322337,0.03324889898917841,0.013336004224575404
2018-02-10,SKU4021,14U2,92.0,14,U,2,LOC4,IG46,HTS119,1,1,C,PC,CAT17,2036.1445,114.0,80.7,0.434,6.0,0.75,5.0,0.0,0.09062435335074631,0.04208401149373297,0.15782718566232357
2018-02-10,SKU4021,14U3,-96.0,14,U,3,LOC4,IG46,HTS119,1,1,C,PC,CAT17,-2124.6725,96.0,-100.0,0.434,6.0,0.75,5.0,0.0,0.05727285366321131,0.1307312344661767,0.1544066256595889
2018-02-10,SKU4038,12C8,-4.0,12,C,8,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-227.14,112.0,-3.57,1.7,36.5,3.25,3.0,0.01,0.015102375301065823,0.03850890924252376,0.0120130033055664
2018-02-10,SKU4039,02F7,-14.0,2,F,7,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-794.99,135.0,-10.37,1.7,36.5,3.25,3.0,0.01,0.007235502587557438,0.045012194646659814,0.05462530030376363
2018-02-10,SKU4039,15C3,-9.0,15,C,3,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-511.065,54.0,-16.67,1.7,36.5,3.25,3.0,0.01,0.01116893894431163,0.05103729730049175,0.03331915180466501
2018-02-10,SKU4039,16G4,-10.0,16,G,4,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-567.85,112.0,-8.93,1.7,36.5,3.25,3.0,0.01,0.010382251672960792,0.04363502832578394,0.03758038150448474
2018-02-10,SKU4039,17A1,-4.0,17,A,1,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-227.14,168.0,-2.38,1.7,36.5,3.25,3.0,0.01,0.015102375301065823,0.03737083429679995,0.0120130033055664
2018-02-10,SKU4040,14X5,27.0,14,X,5,LOC4,IG46,HTS119,1,1,A,PC,CAT17,1533.195,28.0,96.43,1.7,36.5,3.25,3.0,0.02,0.039489680712941816,0.05712764081830065,0.120085117388845
2018-02-10,SKU4040,14X7,-122.0,14,X,7,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-6927.7701,228.0,-53.51,1.7,36.5,3.25,3.0,0.02,0.0777267227183331,0.08626980234289947,0.5148381153884404
2018-02-10,SKU4040,14Z4,133.0,14,Z,4,LOC4,IG46,HTS119,1,1,A,PC,CAT17,7552.4051,11.0,1209.09,1.7,36.5,3.25,3.0,0.02,0.12287853147613069,1.1212372787250693,0.5717754730738823
2018-02-10,SKU4041,12A1,39.0,12,A,1,LOC4,IG46,HTS119,1,1,B,PC,CAT17,2214.615,54.0,72.22,1.7,36.5,3.25,3.0,0.01,0.048929927969151875,0.033974032048575055,0.17121987378668166
2018-02-10,SKU4041,12B8,77.0,12,B,8,LOC4,IG46,HTS119,1,1,B,PC,CAT17,4372.445,1.0,7700.0,1.7,36.5,3.25,3.0,0.01,0.07882404428048373,7.328919670278126,0.33314660237983107
2018-02-10,SKU4041,12O8,-25.0,12,O,8,LOC4,IG46,HTS119,1,1,B,PC,CAT17,-1419.625,118.0,-21.19,1.7,36.5,3.25,3.0,0.01,0.0014180573973017838,0.05536006936324102,0.10149882700178058
2018-02-10,SKU4042,03P6,-9.0,3,P,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-820.0526,109.0,-8.26,2.08,63.5,3.25,3.0,0.01,0.01116893894431163,0.04299426344037642,0.05650603457293157
2018-02-10,SKU4042,17I2,-82.0,17,I,2,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-7471.5906,84.0,-97.62,2.08,63.5,3.25,3.0,0.01,0.04625923186429957,0.1284550845747291,0.5556472034569587
2018-02-10,SKU4042,99F01,141.0,99,F,1,LOC5,IG46,HTS119,1,1,A,PC,CAT17,12847.4912,36.0,391.67,2.08,63.5,3.25,3.0,0.01,0.1291720296469374,0.33948499121787856,0.9691265015571541
2018-02-10,SKU4043,03Y6,8.0,3,Y,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,728.9357,55.0,14.55,2.08,63.5,3.25,3.0,0.04,0.024542622557275882,0.021179566371502374,0.05973231972192205
2018-02-10,SKU4043,17B2,20.0,17,B,2,LOC4,IG46,HTS119,1,1,A,PC,CAT17,1822.3392,3.0,666.67,2.08,63.5,3.25,3.0,0.04,0.033982869813485944,0.6024855038851457,0.14178292231216302
2018-02-10,SKU4043,17E6,4.0,17,E,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,364.4678,380.0,1.05,2.08,63.5,3.25,3.0,0.04,0.02139587347187253,0.03409050062971367,0.032382113855743924
2018-02-10,SKU4044,12E8,1.0,12,E,8,LOC4,IG46,HTS119,1,1,A,PC,CAT17,91.117,120.0,0.83,2.08,63.5,3.25,3.0,0.01,0.019035811657820013,0.03430090103984749,0.011869468836293695
2018-02-10,SKU4044,17U1,-6.0,17,U,1,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-546.7018,144.0,-4.17,2.08,63.5,3.25,3.0,0.01,0.013529000758364145,0.0390827285428887,0.03599338955348135
2018-02-10,SKU4044,17W5,25.0,17,W,5,LOC4,IG46,HTS119,1,1,A,PC,CAT17,2277.924,115.0,21.74,2.08,63.5,3.25,3.0,0.01,0.03791630617024014,0.014303298422129103,0.17597067401677566
2018-02-10,SKU4044,17W6,-26.0,17,W,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-2369.0409,140.0,-18.57,2.08,63.5,3.25,3.0,0.01,0.0022047446686526222,0.05285439175164742,0.17274438886778518
2018-02-10,SKU4045,03Q6,1.0,3,Q,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,91.117,68.0,1.47,2.08,63.5,3.25,3.0,0.02,0.019035811657820013,0.033688827119458205,0.011869468836293695
2018-02-10,SKU4045,03S6,-4.0,3,S,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-364.4678,96.0,-4.17,2.08,63.5,3.25,3.0,0.02,0.015102375301065823,0.0390827285428887,0.02231828286831894
2018-02-10,SKU4046,03M6,-7.0,3,M,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-637.8187,44.0,-15.91,2.08,63.5,3.25,3.0,0.05,0.012742313487013308,0.050310459520029494,0.042830935391915854
2018-02-10,SKU4046,03U6,-139.0,3,U,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-12665.2573,139.0,-100.0,2.08,63.5,3.25,3.0,0.05,0.09110040633129736,0.1307312344661767,0.9453875713887133
2018-02-10,SKU4046,17I2,2.0,17,I,2,LOC4,IG46,HTS119,1,1,A,PC,CAT17,182.2339,6.0,33.33,2.08,63.5,3.25,3.0,0.05,0.019822498929170852,0.0032190222700795557,0.018707014674728205
2018-02-10,SKU4046,17L5,75.0,17,L,5,LOC4,IG46,HTS119,1,1,A,PC,CAT17,6833.7719,1.0,7500.0,2.08,63.5,3.25,3.0,0.05,0.07725066973778205,7.137646570156478,0.5178481835587553
2018-02-10,SKU4047,03T6,30.0,3,T,6,LOC4,IG46,HTS119,1,1,A,PC,CAT17,2733.5088,83.0,36.14,2.08,63.5,3.25,3.0,0.01,0.04184974252699433,0.0005316352133703879,0.2101584257213883
2018-02-10,SKU4047,17J2,-12.0,17,J,2,LOC4,IG46,HTS119,1,1,A,PC,CAT17,-1093.4035,12.0,-100.0,2.08,63.5,3.25,3.0,0.01,0.008808877130259116,0.1307312344661767,0.07701868709652848
2018-02-10,SKU4047,99F01,-24.0,99,F,1,LOC5,IG46,HTS119,1,1,A,PC,CAT17,-2186.8070000000002,24.0,-100.0,2.08,63.5,3.25,3.0,0.01,0.0006313701259509455,0.1307312344661767,0.1590692896867695
2018-02-10,SKU4085,14T7,-240.0,14,T,7,LOC4,IG46,HTS119,1,1,C,PR,CAT17,-8626.479,240.0,-100.0,0.87,10.0,3.5,6.0,0.0,0.17055582073773204,0.1307312344661767,0.6423117231374602
2018-02-10,SKU4088,14P5,-20.0,14,P,5,LOC4,IG46,HTS119,1,1,C,PR,CAT17,-718.8732,600.0,-3.33,0.87,10.0,3.5,6.0,0.0,0.002515378959452408,0.038279381522377774,0.04891338397347855
2018-02-10,SKU4089,14U5,-5.0,14,U,5,LOC4,IG46,HTS119,1,1,C,PR,CAT17,-179.7183,216.0,-2.31,0.87,10.0,3.5,6.0,0.0,0.014315688029714984,0.03730388871175737,0.00845440937308527
2018-02-10,SKU4089,16V4,-159.0,16,V,4,LOC4,IG46,HTS119,1,1,C,PR,CAT17,-5715.0423,367.0,-43.32,0.87,10.0,3.5,6.0,0.0,0.10683415175831412,0.07652443789170145,0.42383324228538444
2018-02-10,SKU4090,12A5,1.0,12,A,5,LOC4,IG46,HTS119,1,1,C,PR,CAT17,35.9437,33.0,3.03,0.87,10.0,3.5,6.0,0.0,0.019035811657820013,0.03219689693850934,0.007729183468730721
2018-02-10,SKU4090,14L6,-1.0,14,L,6,LOC4,IG46,HTS119,1,1,C,PR,CAT17,-35.9437,96.0,-1.04,0.87,10.0,3.5,6.0,0.0,0.01746243711511834,0.0360893045259849,0.0023346475186942603
2018-02-10,SKU4091,14Q5,59.0,14,Q,5,LOC4,IG46,HTS119,1,1,C,PR,CAT17,2120.6761,118.0,50.0,0.87,10.0,3.5,6.0,0.0,0.06466367339616864,0.012723590625059874,0.1641705609285608
2018-02-10,SKU4091,15V5,1.0,15,V,5,LOC4,IG46,HTS119,1,1,C,PR,CAT17,35.9437,240.0,0.42,0.87,10.0,3.5,6.0,0.0,0.019035811657820013,0.03469301089509686,0.007729183468730721
2018-02-10,SKU4092,12T6,-34.0,12,T,6,LOC4,IG46,HTS119,1,1,A,BX,CAT17,-1365.8483,328.0,-10.37,0.8440000000000001,5.25,3.0,3.0,0.01,0.00849824283945933,0.045012194646659814,0.09746334454693696
2018-02-10,SKU4093,14I7,127.0,14,I,7,LOC4,IG46,HTS119,1,1,A,BX,CAT17,5101.8452,11.0,1154.55,0.8440000000000001,5.25,3.0,3.0,0.02,0.11815840784802566,1.0690771043218958,0.38788186336943126
2018-02-10,SKU4093,15G7,-18.0,15,G,7,LOC4,IG46,HTS119,1,1,A,BX,CAT17,-723.0962,340.0,-5.29,0.8440000000000001,5.25,3.0,3.0,0.02,0.0040887535021540845,0.040153857903569935,0.04923028408833879
2018-02-10,SKU4096,13C5,-46.0,13,C,5,LOC4,IG46,HTS119,1,1,A,BX,CAT17,-1847.9124,147.0,-31.29,0.8440000000000001,5.25,3.0,3.0,0.02,0.01793849009566939,0.06501936091938428,0.13363814176692224
2018-02-10,SKU4097,17G3,123.0,17,G,3,LOC4,IG46,HTS119,1,1,A,BX,CAT17,4941.1571,115.0,106.96,0.8440000000000001,5.25,3.0,3.0,0.02,0.1150116587626223,0.06719816953970544,0.37582359262667175
2018-02-10,SKU4097,99D08,-190.0,99,D,8,LOC5,IG46,HTS119,1,1,A,BX,CAT17,-7632.6817,190.0,-100.0,0.8440000000000001,5.25,3.0,3.0,0.02,0.13122145717019013,0.1307312344661767,0.5677357159108924
2018-02-10,SKU4098,12I5,-157.0,12,I,5,LOC4,IG46,HTS119,1,1,A,BX,CAT17,-6307.0054,334.0,-47.01,0.8440000000000001,5.25,3.0,3.0,0.02,0.10526077721561244,0.08005342658894588,0.46825502167989624
2018-02-10,SKU4098,17S5,283.0,17,S,5,LOC4,IG46,HTS119,1,1,A,BX,CAT17,11368.6786,42.0,673.81,0.8440000000000001,5.25,3.0,3.0,0.02,0.24088162217875644,0.6093139535594885,0.8581542347333867
2018-02-10,SKU4099,16F2,-32.0,16,F,2,LOC4,IG46,HTS119,1,1,A,BX,CAT17,-1285.5043,245.0,-13.06,0.8440000000000001,5.25,3.0,3.0,0.02,0.006924868296757653,0.047584817843296,0.09143421292763051
2018-02-10,SKU4108,15T2,-4.0,15,T,2,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-112.2185,4.0,-100.0,0.85,4.0,3.0,4.75,0.01,0.015102375301065823,0.1307312344661767,0.0033891253633663086
2018-02-10,SKU4108,15Y6,-4.0,15,Y,6,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-112.2185,184.0,-2.17,0.85,4.0,3.0,4.75,0.01,0.015102375301065823,0.03716999754167222,0.0033891253633663086
2018-02-10,SKU4109,14Y2,12.0,14,Y,2,LOC4,IG46,HTS121,1,1,B,PR,CAT17,336.6555,20.0,60.0,0.85,4.0,3.0,4.75,0.01,0.02768937164267924,0.022287245631142313,0.030295038064948886
2018-02-10,SKU4109,99REC,-16.0,0,,0,AREA,IG46,HTS121,1,1,B,PR,CAT17,-448.874,16.0,-100.0,0.85,4.0,3.0,4.75,0.01,0.005662128044855761,0.1307312344661767,0.028652247934602706
2018-02-10,SKU4113,12Z1,4.0,12,Z,1,LOC4,IG46,HTS121,1,1,B,PR,CAT17,112.2185,95.0,4.21,0.85,4.0,3.0,4.75,0.01,0.02139587347187253,0.03106838564779162,0.013452956350791289
2018-02-10,SKU4114,16C3,-19.0,16,C,3,LOC4,IG46,HTS121,1,1,A,PR,CAT17,-533.0378,186.0,-10.22,0.85,4.0,3.0,4.75,0.01,0.0033020662308032465,0.044868739821568575,0.03496802294930178
2018-02-10,SKU4115,13K5,-9.0,13,K,5,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-252.4916,186.0,-4.84,0.85,4.0,3.0,4.75,0.01,0.01116893894431163,0.039723493428296223,0.013915424558678132
2018-02-10,SKU4116,13H3,1.0,13,H,3,LOC4,IG46,HTS121,1,1,B,PR,CAT17,28.0546,72.0,1.39,0.85,4.0,3.0,4.75,0.01,0.019035811657820013,0.03376533635950687,0.007137173831945516
2018-02-10,SKU4117,13W6,19.0,13,W,6,LOC4,IG46,HTS121,1,1,B,PR,CAT17,688.7713,150.0,12.67,1.05,10.0,3.63,3.5,0.01,0.033196182542135105,0.02297753351264587,0.056718324227417516
2018-02-10,SKU4117,99D08,-8.0,99,D,8,LOC5,IG46,HTS121,1,1,B,PR,CAT17,-290.009,8.0,-100.0,1.05,10.0,3.63,3.5,0.01,0.01195562621566247,0.1307312344661767,0.01673078529020964
2018-02-10,SKU4118,13A6,-19.0,13,A,6,LOC4,IG46,HTS121,1,1,A,PR,CAT17,-688.7713,107.0,-17.76,1.05,10.0,3.63,3.5,0.03,0.0033020662308032465,0.05207973569615474,0.046654493239992545
2018-02-10,SKU4118,15B8,105.0,15,B,8,LOC4,IG46,HTS121,1,1,A,PR,CAT17,3806.3675,319.0,32.92,1.05,10.0,3.63,3.5,0.03,0.10085128787830722,0.0036111321253289325,0.29066731638177357
2018-02-10,SKU4119,13H2,-8.0,13,H,2,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-290.009,59.0,-13.56,1.05,10.0,3.63,3.5,0.01,0.01195562621566247,0.048063000593600115,0.01673078529020964
2018-02-10,SKU4122,14A7,-4.0,14,A,7,LOC4,IG46,HTS121,1,1,A,PR,CAT17,-145.0045,117.0,-3.42,1.05,10.0,3.63,3.5,0.01,0.015102375301065823,0.03836545441743252,0.005849434898248574
2018-02-10,SKU4123,13O2,1.0,13,O,2,LOC4,IG46,HTS121,1,1,B,PR,CAT17,36.2511,4.0,25.0,1.05,10.0,3.63,3.5,0.01,0.019035811657820013,0.011185546890146227,0.007752251215666083
2018-02-10,SKU4123,14R5,-6.0,14,R,5,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-217.5067,158.0,-3.8,1.05,10.0,3.63,3.5,0.01,0.013529000758364145,0.03872887330766365,0.011290106342155758
2018-02-10,SKU4124,13I1,-20.0,13,I,1,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-1110.2778,90.0,-22.22,1.05,10.0,3.63,3.5,0.01,0.002515378959452408,0.056345125828867505,0.07828495932200473
2018-02-10,SKU4125,13J1,23.0,13,J,1,LOC4,IG46,HTS121,1,1,B,PR,CAT17,1276.8195,26.0,88.46,1.05,10.0,3.63,3.5,0.01,0.03634293162753846,0.04950540777845293,0.10084632378303131
2018-02-10,SKU4126,17A4,6.0,17,A,4,LOC4,IG46,HTS121,1,1,B,PR,CAT17,280.6255,156.0,3.85,1.53,10.0,3.63,3.5,0.01,0.022969248014574208,0.03141267722801058,0.026090464672663967
2018-02-10,SKU4127,14L5,28.0,14,L,5,LOC4,IG46,HTS121,1,1,B,PR,CAT17,1309.5859,53.0,52.83,1.53,10.0,3.63,3.5,0.01,0.040276367984292655,0.015430104991781202,0.10330516250516167
2018-02-10,SKU4127,14M7,8.0,14,M,7,LOC4,IG46,HTS121,1,1,B,PR,CAT17,374.1674,308.0,2.6,1.53,10.0,3.63,3.5,0.01,0.024542622557275882,0.03260813410377089,0.033109986068412256
2018-02-10,SKU4128,13S7,-14.0,13,S,7,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-654.7929,58.0,-24.14,1.53,10.0,3.63,3.5,0.0,0.007235502587557438,0.058181347590035334,0.04410470425993876
2018-02-10,SKU4129,15P1,4.0,15,P,1,LOC4,IG46,HTS121,1,1,B,PR,CAT17,187.0837,197.0,2.03,1.53,10.0,3.63,3.5,0.01,0.02139587347187253,0.03315326243911759,0.01907095078106237
2018-02-10,SKU4131,13J2,36.0,13,J,2,LOC4,IG46,HTS121,1,1,B,PR,CAT17,1683.7533,36.0,100.0,1.53,10.0,3.63,3.5,0.01,0.04656986615509936,0.06054186565547207,0.13138323307986144
2018-02-10,SKU4131,13J4,-36.0,13,J,4,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-1683.7533,41.0,-87.8,1.53,10.0,3.63,3.5,0.01,0.010071617382161006,0.11906357535875615,0.12131940209243645
2018-02-10,SKU4132,13Q3,-3.0,13,Q,3,LOC4,IG46,HTS121,1,1,B,PR,CAT17,-140.3128,19.0,-15.79,1.53,10.0,3.63,3.5,0.0,0.01588906257241666,0.0501956956599565,0.005497362847836596
