AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR
13,IG46,HTS121,1/1,B,PR,CAT17,0.03744923973998968,-0.032763814434820716
13,IG46,HTS121,1/1,B,PR,CAT17,0.1769347230399277,-0.020409335712661965
99,IG46,HTS121,1/1,B,PR,CAT17,-0.02969792782232283,-0.14381173975748696
13,IG46,HTS121,1/1,A,PR,CAT17,-0.11388159101305931,-0.0537379516271381
15,IG46,HTS121,1/1,A,PR,CAT17,0.8350979156624999,0.001769582206107067
13,IG46,HTS121,1/1,B,PR,CAT17,-0.02969792782232283,-0.04913787976250452
14,IG46,HTS121,1/1,A,PR,CAT17,0.0009143190955556849,-0.03803199197503203
13,IG46,HTS121,1/1,B,PR,CAT17,0.039179622465094016,-0.0069048390243448225
14,IG46,HTS121,1/1,B,PR,CAT17,-0.014391793807763944,-0.03844818895326077
13,IG46,HTS121,1/1,B,PR,CAT17,-0.20286683668123348,-0.058622789845296605
13,IG46,HTS121,1/1,B,PR,CAT17,0.3010789854456738,0.06260005633985678
17,IG46,HTS121,1/1,B,PR,CAT17,0.09077008671419257,-0.030069486628392476
14,IG46,HTS121,1/1,B,PR,CAT17,0.30799637854319817,0.023576113354881946
14,IG46,HTS121,1/1,B,PR,CAT17,0.1105179410219382,-0.0314385556357239
13,IG46,HTS121,1/1,B,PR,CAT17,-0.10670832969582818,-0.06072567984055767
15,IG46,HTS121,1/1,B,PR,CAT17,0.07102225351768619,-0.032062851103067024
13,IG46,HTS121,1/1,B,PR,CAT17,0.3869877535517022,0.07523930141554047
13,IG46,HTS121,1/1,B,PR,CAT17,-0.32393462152483377,-0.13044962624593232
13,IG46,HTS121,1/1,B,PR,CAT17,0.001904795107435389,-0.051580298871583774
14,IG46,HTS121,1/1,B,PR,CAT17,-0.42267382972984413,-0.07079107518245828
14,IG46,HTS121,1/1,B,PR,CAT17,-0.03326395391143066,-0.0422487245176128
14,IG46,HTS121,1/1,C,PR,CAT17,0.039625386281852124,-0.03232571235247466
14,IG46,HTS121,1/1,C,PR,CAT17,-0.03326395391143066,-0.044132563471700845
12,IG46,HTS121,1/1,B,PR,CAT17,0.4202697066738626,0.025459952308969983
99,IG46,HTS121,1/1,B,PR,CAT17,-0.5029952550335597,-0.14381173975748696
12,IG46,HTS121,1/1,B,PR,CAT17,0.6146412664484573,0.42958721816908835
99,IG46,HTS121,1/1,B,PR,CAT17,-0.5191928744591563,-0.14381173975748696
14,IG46,HTS121,1/1,B,PR,CAT17,0.19459093909652755,-0.020496956129131175
99,IG46,HTS121,1/1,B,PR,CAT17,-0.1496560637084787,-0.14381173975748696
16,IG46,HTS121,1/1,A,PR,CAT17,0.10399961367995149,-0.029883293243395403
16,IG46,HTS121,1/1,A,PR,CAT17,-0.2538360816041694,-0.04082489274998812
13,IG46,HTS121,1/1,B,PR,CAT17,-0.0409464816530831,-0.04604926008196483
13,IG46,HTS121,1/1,B,PR,CAT17,-0.027357789173968465,-0.04515115081315542
15,IG46,HTS121,1/1,A,PR,CAT17,-0.0409464816530831,-0.039959641137354666
14,IG46,HTS121,1/1,B,PR,CAT17,-0.004709968375444077,-0.03953249160706726
13,IG46,HTS121,1/1,B,PR,CAT17,-0.09693315036354597,-0.0482178653895778
13,IG46,HTS121,1/1,B,PR,CAT17,0.1716644499399067,0.0022186368405117695
12,IG46,HTS121,1/1,A,PR,CAT17,0.796445812167428,2.3570173294505565
15,IG46,HTS121,1/1,B,PR,CAT17,0.054882880001179614,-0.030299490221624155
15,IG46,HTS121,1/1,B,PR,CAT17,0.008170252025688782,-0.03614815302094399
15,IG46,HTS121,1/1,B,PR,CAT17,-0.009346988742930093,-0.061667599317601685
17,IG46,HTS121,1/1,A,PR,CAT17,-0.015186061962056636,-0.03678340104034577
13,IG46,HTS121,1/1,B,PR,CAT17,0.03736563923256074,-0.03367287625568878
14,IG46,HTS121,1/1,B,PR,CAT17,0.5395263794134676,4.7300739263423734
13,IG46,HTS119,1/1,A,BX,CAT17,-1.3066663763993198,-0.08735133389513916
13,IG46,HTS119,1/1,A,BX,CAT17,0.6726755142537516,0.04754029725921115
14,IG46,HTS119,1/1,A,BX,CAT17,-0.4649528863504986,-0.14381173975748696
14,IG46,HTS119,1/1,A,BX,CAT17,0.43265564963044145,-0.007978189126092657
15,IG46,HTS119,1/1,A,BX,CAT17,0.08742161194555323,-0.033180011413049465
13,IG46,HTS119,1/1,A,BX,CAT17,-0.3663145687578627,-0.05027694517660426
16,IG46,HTS119,1/1,A,BX,CAT17,1.7576968177715933,0.17789757186127977
14,IG46,HTS119,1/1,A,BX,CAT17,0.29456203033423833,-0.0010999864332595938
17,IG46,HTS119,1/1,A,BX,CAT17,0.8206329589758466,-0.004210511217916583
13,IG46,HTS119,1/1,A,BX,CAT17,-0.3603615159580269,-0.048885971065155534
13,IG46,HTS119,1/1,A,PC,CAT17,-0.11798650259525582,-0.0497950328860236
15,IG46,HTS119,1/1,A,PC,CAT17,-0.01893408804473641,-0.03663006531152465
17,IG46,HTS119,1/1,A,PC,CAT17,-3.3418618927331023,-0.07185347273214746
14,IG46,HTS119,1/1,A,PC,CAT17,-0.9290948602138255,-0.11335269248237752
15,IG46,HTS119,1/1,A,PC,CAT17,0.11375874847040389,-0.033190963965108115
15,IG46,HTS119,1/1,A,PC,CAT17,0.10628308976215958,-0.03217237662365354
12,IG46,HTS119,1/1,A,PC,CAT17,0.02218199262812881,-0.03630148874976511
12,IG56,HTS119,1/0,C,PC,CAT17,-2.151520564400084,-0.14381173975748696
15,IG56,HTS119,1/0,C,PC,CAT17,-0.0031650056646701417,-0.041471093321448556
12,IG56,HTS119,1/0,C,PC,CAT17,0.022609178554347145,-0.03457098552449819
13,IG56,HTS119,1/0,C,PC,CAT17,-5.926566436637092,-0.14381173975748696
12,IG56,HTS119,1/0,C,PC,CAT17,-0.022861242992450178,-0.03488860953419908
15,IG45,HTS24,1/1,C,PR,CAT17,0.01690162835574644,-0.14381173975748696
12,IG45,HTS24,1/1,B,PR,CAT17,0.021776614612055444,-0.04381493946199995
12,IG45,HTS24,1/1,B,PR,CAT17,0.026651579757125198,-0.03488860953419908
14,IG45,HTS24,1/1,B,PR,CAT17,0.27527543549286015,0.03416723119559783
14,IG45,HTS24,1/1,C,PR,CAT17,0.021776614612055444,-0.08904897946423013
16,IG45,HTS24,1/1,C,PR,CAT17,0.021776614612055444,-0.03550195244948356
13,IG45,HTS24,1/1,B,PR,CAT17,0.01690162835574644,-0.03643291937446892
15,IG45,HTS24,1/1,B,PR,CAT17,0.07540135787525823,-0.02321318903967672
12,IG45,HTS24,1/1,B,PR,CAT17,0.11390129155781809,-0.0017242819006027224
16,IG45,HTS24,1/1,C,PR,CAT17,-0.023389910645741974,-0.05470177620829941
14,IG45,HTS24,1/1,B,PR,CAT17,0.009060724097242503,-0.06244523051376594
15,IG45,HTS24,1/1,B,PR,CAT17,0.06148100782753029,-0.02960947944192912
14,IG45,HTS24,1/1,C,PR,CAT17,0.45588124282475256,0.13196256852729593
13,IG45,HTS24,1/1,C,PR,CAT17,-0.22558244566898877,-0.09397762789062324
16,IG45,HTS24,1/1,B,PC,CAT17,0.04914666073967777,-0.03258857360188229
17,IG45,HTS24,1/1,B,PC,CAT17,0.005096413368449217,-0.037571984788568664
17,IG45,HTS24,1/1,C,PC,CAT17,0.04033662393217561,-0.030157107044861686
16,IG45,HTS24,1/1,B,PC,CAT17,0.027121537054063494,-0.03473527380537796
2,IG45,HTS24,1/1,A,PC,CAT17,0.22314515685614592,-0.0034438325738109883
2,IG45,HTS24,1/1,A,PC,CAT17,0.018311500246561335,-0.14381173975748696
16,IG45,HTS24,1/1,A,PC,CAT17,-0.0874091103333786,-0.061667599317601685
18,IG45,HTS24,1/1,A,PC,CAT17,-0.04776389192152075,-0.04716642039194727
19,IG45,HTS24,1/1,A,PC,CAT17,0.02491902257437814,-0.03538147437683839
19,IG45,HTS24,1/1,B,PC,CAT17,0.011703956807505274,-0.0474292816413549
18,IG45,HTS24,1/1,B,PC,CAT17,-0.14026941562334858,-0.06426335415550206
18,IG45,HTS24,1/1,B,PC,CAT17,-0.008118652398423652,-0.03771436796533114
2,IG45,HTS24,1/1,B,PC,CAT17,0.005096413368449217,-0.14381173975748696
19,IG45,HTS24,1/1,B,PC,CAT17,-0.01472619583747971,-0.03917105738913177
19,IG45,HTS24,1/1,B,PC,CAT17,0.07117178442529205,-0.03106616886572975
99,IG45,HTS24,1/1,B,PC,CAT17,0.018311500246561335,-0.14381173975748696
17,IG45,HTS24,1/1,B,PC,CAT17,-0.04776389192152075,-0.1353892272243841
18,IG45,HTS24,1/1,B,PC,CAT17,-0.1270543498564757,-0.07079107518245828
18,IG45,HTS24,1/1,B,PC,CAT17,-0.0015111300706068444,-0.03780198838180035
18,IG45,HTS24,1/1,A,PC,CAT17,-0.10062419721149071,-0.0441873262319941
18,IG45,HTS24,1/1,A,PC,CAT17,1.5644753560888456,1.024464130682679
22,IG45,HTS24,1/1,A,PC,CAT17,0.24296778717331408,-0.019182649882093013
18,IG45,HTS24,1/1,B,PC,CAT17,-0.21515484459893283,-0.11498462273911658
19,IG45,HTS24,1/1,B,PC,CAT17,0.013906471287190627,-0.036049580052416125
18,IG45,HTS24,1/1,A,PC,CAT17,0.005096413368449217,-0.08904897946423013
19,IG45,HTS24,1/1,A,PC,CAT17,-0.021333739276535767,-0.04085775040616408
18,IG45,HTS24,1/1,A,PC,CAT17,0.5865597504468797,0.015000265092957923
19,IG45,HTS24,1/1,A,PC,CAT17,-0.021333739276535767,-0.03942296608648074
13,IG45,HTS24,1/1,A,BG,CAT17,-0.1383596718095785,-0.14381173975748696
13,IG45,HTS24,1/1,A,BG,CAT17,-0.015518859537589422,-0.14381173975748696
13,IG45,HTS24,1/1,A,BG,CAT17,-0.35790499104768875,-0.1314244033791523
13,IG45,HTS24,1/1,A,BG,CAT17,0.0027765837322530984,-0.14381173975748696
13,IG45,HTS24,1/1,A,BG,CAT17,-0.3605186258005234,-0.14381173975748696
13,IG45,HTS24,1/1,A,BG,CAT17,-0.03642793756026659,-0.1292119878633047
13,IG45,HTS24,1/1,A,BG,CAT17,0.018458392249260974,-0.03771436796533114
14,IG45,HTS24,1/1,A,BG,CAT17,0.6091398041674124,4.806741790752933
14,IG45,HTS24,1/1,A,BG,CAT17,-0.046882476571605165,-0.05361747355449293
14,IG45,HTS24,1/1,A,BG,CAT17,-0.5434730373877094,-0.14381173975748696
14,IG45,HTS24,1/1,A,BG,CAT17,0.13607195612682002,-0.009949648496649905
14,IG45,HTS24,1/1,A,BG,CAT17,-0.1488142108209171,-0.14381173975748696
14,IG45,HTS24,1/1,A,BG,CAT17,0.05766291354178065,-0.027846118560486247
15,IG45,HTS24,1/1,A,BG,CAT17,-0.20370054063044463,-0.14381173975748696
99,IG45,HTS24,1/1,A,BG,CAT17,-0.2638141399456415,-0.14381173975748696
13,IG45,HTS24,1/1,B,BG,CAT17,-0.059950650335778385,-0.052631743869214306
13,IG45,HTS24,1/1,B,BG,CAT17,0.05243564403611137,0.40381586317508167
12,IG45,HTS24,1/1,A,BG,CAT17,0.028912931260599555,-0.14381173975748696
15,IG45,HTS24,1/1,A,BG,CAT17,0.028912931260599555,-0.0350200401589029
16,IG45,HTS24,1/1,A,BG,CAT17,0.10732197384563893,-0.01192110786720715
16,IG45,HTS24,1/1,A,BG,CAT17,-0.015518859537589422,-0.13285918769883562
14,IG45,HTS24,1/1,A,BG,CAT17,-0.041655207065935874,-0.04773595309899714
14,IG45,HTS24,1/1,A,BG,CAT17,0.07857199156445782,-0.023333667112321883
15,IG45,HTS24,1/1,A,BG,CAT17,0.060276548294615304,0.16650691772028237
15,IG45,HTS24,1/1,B,BG,CAT17,0.05243564403611137,0.11174415742702551
15,IG45,HTS24,1/1,B,BG,CAT17,0.03936747027193814,-0.03253381084158903
17,IG45,HTS24,1/1,B,BG,CAT17,-0.06256428508861304,-0.04716642039194727
13,IG45,HTS24,1/1,A,BG,CAT17,0.05766291354178065,0.08740758675270215
14,IG45,HTS24,1/1,A,BG,CAT17,0.005390218485087745,-0.04072631978146027
17,IG45,HTS24,1/1,A,BG,CAT17,0.005390218485087745,-0.039992498793530624
13,IG45,HTS24,1/1,C,PC,CAT17,0.03710635099209553,-0.030069486628392476
15,IG45,HTS24,1/1,C,PC,CAT17,-0.038220809553550124,-0.041974910716146514
14,IG45,HTS24,1/1,C,PC,CAT17,0.06500531810788067,-0.0005852164865029805
14,IG45,HTS24,1/0,C,PC,CAT17,0.016126972542716753,-0.044428282377284425
15,IG45,HTS24,1/1,C,PC,CAT17,0.011997297476880308,-0.0410110861349852
14,IG45,HTS24,1/1,C,PC,CAT17,0.017577082455541636,-0.03762674754886192
13,IG45,HTS24,1/1,C,PC,CAT17,0.11243353264898043,-0.005141478142901952
15,IG45,HTS24,1/1,A,PR,CAT17,1.1958644631804218,9.658722352735493
15,IG45,HTS24,1/1,B,PR,CAT17,0.1992701608312738,0.0058986943322186305
15,IG45,HTS24,1/1,B,PR,CAT17,-0.040833409855661536,-0.14381173975748696
16,IG45,HTS24,1/1,B,PR,CAT17,-0.13292793995177557,-0.14381173975748696
13,IG45,HTS24,1/1,B,PR,CAT17,-0.05398978637742014,-0.051865065225108704
15,IG45,HTS24,1/1,B,PR,CAT17,-0.17897520499983258,-0.14381173975748696
15,IG45,HTS24,1/1,B,PR,CAT17,0.20584833853653348,0.18071237774035323
17,IG45,HTS24,1/1,B,PR,CAT17,0.10717563073515977,-0.01893074118474403
13,IG45,HTS24,1/1,C,PR,CAT17,-0.043064825621879764,-0.04788928882781826
13,IG45,HTS24,1/1,C,PR,CAT17,0.07628140099462259,-0.005711010849951822
13,IG45,HTS24,1/1,C,PR,CAT17,-0.08409008574349265,-0.06040805583085678
13,IG45,HTS24,1/1,C,PR,CAT17,0.14714321777036105,0.04852602694448978
14,IG45,HTS24,1/1,C,PR,CAT17,0.03898571573258522,-0.032971912923935094
14,IG45,HTS24,1/1,C,PR,CAT17,0.027796991153858686,-0.14381173975748696
16,IG45,HTS24,1/1,C,PR,CAT17,0.02406741629428318,-0.14381173975748696
13,IG45,HTS119,1/1,C,PC,CAT17,-0.021236606464747752,-0.04764833268252793
12,IG45,HTS24,1/1,B,PR,CAT17,0.026255152906493717,-0.03481194166978852
12,IG45,HTS24,1/1,B,PR,CAT17,0.047340826445494893,-0.0322928546962987
12,IG45,HTS24,1/1,C,PR,CAT17,0.11586928128067817,-0.02385938961113715
12,IG45,HTS24,1/1,C,PR,CAT17,-0.03700188882174906,-0.04635593153960706
12,IG45,HTS24,1/1,C,PR,CAT17,0.005169458256253292,-0.037725320517389783
12,IG45,HTS24,1/1,C,PR,CAT17,-0.06084583021368481,-0.14381173975748696
13,IG45,HTS24,1/1,C,PR,CAT17,-0.006106624630488638,-0.04953217163661597
12,IG45,HTS24,1/1,B,PR,CAT17,-0.012949030606197967,-0.04604926008196483
13,IG45,HTS24,1/1,C,PR,CAT17,0.07942336562092103,0.022502763253134116
14,IG45,HTS24,1/1,C,PR,CAT17,0.007578166209690783,-0.14381173975748696
13,IG53,HTS119,1/1,B,BX,CAT16,0.5859294743990788,-0.010606801620168985
13,IG53,HTS119,1/0,B,BX,CAT16,-2.001607036694066,-0.055797031414164554
13,IG53,HTS119,1/0,C,BX,CAT16,-0.13947791304139762,-0.038338663432674266
12,IG53,HTS119,1/1,A,BX,CAT16,0.15172509558092678,-0.03040901574221067
12,IG53,HTS50,1/1,B,BX,CAT16,-0.5599079471424729,-0.09589432450088722
12,IG53,HTS119,1/1,C,PC,CAT16,0.07911349485121347,-0.027900881320779506
12,IG53,HTS119,1/0,C,PC,CAT16,-0.013400980016056245,-0.039072484420603903
17,IG56,HTS119,1/1,C,PC,CAT17,0.11861285571109492,-0.025162743306116665
17,IG56,HTS119,1/1,C,PC,CAT17,0.20561383489094745,0.009523989063632237
17,IG56,HTS119,1/1,C,PC,CAT17,0.2868350001002475,-0.02211793383381158
18,IG56,HTS119,1/1,C,PC,CAT17,-0.051158600304117,-0.0381962802559118
2,IG56,HTS119,1/1,C,PC,CAT17,-0.05281203256215606,-0.14381173975748696
2,IG56,HTS119,1/1,C,PC,CAT17,-0.3901664057532779,-0.10273966953754433
17,IG56,HTS119,1/1,C,PC,CAT17,0.20020376316461472,-0.0069048390243448225
19,IG56,HTS119,1/1,C,PC,CAT17,-0.09898142612927278,-0.04797690924428747
18,IG56,HTS119,1/1,B,PC,CAT17,-0.09903291644180287,-0.14381173975748696
23,IG56,HTS119,1/1,B,PC,CAT17,0.16208604846867125,-0.029905198347512707
23,IG56,HTS119,1/1,B,PC,CAT17,-0.09903291644180287,-0.04645450450813493
18,IG56,HTS119,1/1,B,PC,CAT17,0.2742807161218912,-0.0286675599648851
2,IG56,HTS119,1/1,B,PC,CAT17,-0.09368786733235933,-0.07079107518245828
24,IG56,HTS119,1/1,B,PC,CAT17,0.15674099935922772,-0.018635022279160442
18,IG56,HTS119,1/1,C,PC,CAT17,-0.3223874843564171,-0.052544123452745096
24,IG56,HTS119,1/1,C,PC,CAT17,0.26746928033416123,-0.0069048390243448225
18,IG56,HTS119,1/1,C,PC,CAT17,-0.8554669855378693,-0.14381173975748696
18,IG56,HTS119,1/0,C,PC,CAT17,-0.1351805725134398,-0.043409695035829844
2,IG56,HTS119,1/1,B,PC,CAT17,-1.6609597746272495,-0.14381173975748696
18,IG56,HTS119,1/1,B,PC,CAT17,0.5392724745390112,0.29429034258856795
20,IG56,HTS119,1/1,B,PC,CAT17,-0.1377220701617581,-0.044242088992287355
22,IG56,HTS119,1/1,B,PC,CAT17,0.3700238383638188,-0.0069048390243448225
18,IG56,HTS119,1/1,B,PC,CAT17,0.3491294326524202,-0.0069048390243448225
19,IG56,HTS119,1/1,B,PC,CAT17,1.3019380536806173,0.07523930141554047
18,IG56,HTS119,1/1,B,PC,CAT17,-0.0752629488321982,-0.08904897946423013
18,IG56,HTS119,1/1,B,PC,CAT17,-0.17081744215142938,-0.07079107518245828
18,IG56,HTS119,1/1,C,PC,CAT17,-0.15084160757102588,-0.07809642740557875
18,IG56,HTS119,1/1,C,PC,CAT17,-0.24202571547449525,-0.14381173975748696
23,IG56,HTS119,1/1,C,PC,CAT17,0.4874470210858238,0.07523930141554047
20,IG56,HTS119,1/0,C,PC,CAT17,-0.12043373856032406,-0.14381173975748696
23,IG56,HTS119,1/0,C,PC,CAT17,-0.2723940220228431,-0.06557766040254023
20,IG56,HTS119,1/0,C,PC,CAT17,0.1560533851856247,0.07523930141554047
26,IG56,HTS119,1/0,C,PC,CAT17,-0.0930002531587563,-0.04523877122962463
16,IG56,HTS119,1/0,C,PC,CAT17,-0.2754834618858882,-0.07410969845622965
16,IG56,HTS119,1/0,C,PC,CAT17,0.6941271300139078,0.003806756889016222
19,IG56,HTS119,1/0,B,PC,CAT17,-0.7902886310367475,-0.0940323906509165
19,IG56,HTS119,1/0,C,PC,CAT17,-0.0898063548839035,-0.03949963395089131
18,IG56,HTS119,1/0,C,PC,CAT17,0.14945228067453978,-0.029905198347512707
