,AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR
695,4,IG30,HTS41,1/1,A,YD,CAT12,-0.0699628277692145,-0.14381364271215438
696,99,IG30,HTS41,1/1,A,YD,CAT12,-0.7786791964679187,-0.05819965225309464
697,3,IG30,HTS41,1/1,A,YD,CAT12,-0.13745962680075322,-0.14381364271215438
698,3,IG30,HTS41,1/1,A,YD,CAT12,1.0774827135020393,0.22682988774030619
699,3,IG30,HTS41,1/1,A,YD,CAT12,-0.8799243738827746,-0.056206591845887055
700,4,IG30,HTS41,1/1,A,YD,CAT12,0.9424891154389619,-0.033209740993491874
701,99,IG30,HTS41,1/1,A,YD,CAT12,-1.9261247377391726,-0.06721222761096189
702,3,IG30,HTS41,1/1,A,YD,CAT12,-0.8799243738827746,-0.14381364271215438
703,4,IG30,HTS41,1/1,A,YD,CAT12,-0.1712080263165226,-0.14381364271215438
704,4,IG30,HTS41,1/1,A,YD,CAT12,-0.9136727733985438,-0.08541259242842894
705,4,IG30,HTS41,1/1,A,YD,CAT12,3.6761093916864707,0.07520398445351396
706,99,IG30,HTS41,1/1,A,YD,CAT12,-0.6774339979206107,-0.14381364271215438
707,3,IG30,HTS41,1/1,A,YD,CAT12,2.887763914035715,0.02044957766209687
708,99,IG30,HTS41,1/1,A,YD,CAT12,-0.6828380097531986,-0.056206591845887055
709,2,IG30,HTS41,1/1,A,YD,CAT12,-1.3969584114169433,-0.044292032928074695
710,2,IG30,HTS41,1/1,A,YD,CAT12,-0.6828380097531986,-0.14381364271215438
711,4,IG30,HTS41,1/1,A,YD,CAT12,0.7454027513093859,-0.0233539477710368
712,2,IG30,HTS41,1/1,A,YD,CAT12,-0.6828380097531986,-0.06168203252502876
713,3,IG30,HTS41,1/1,A,YD,CAT12,-0.4712467952842761,-0.049274683946093654
714,3,IG30,HTS41,1/1,A,YD,CAT12,-0.629940206135968,-0.14381364271215438
715,99,IG30,HTS41,1/1,A,YD,CAT12,-1.3969584114169433,-0.07810835456245388
716,4,IG31,HTS55,1/0,C,YD,CAT12,0.6220083759253007,0.07520398445351396
717,99,IG31,HTS55,1/0,C,YD,CAT12,-2.3316216286782825,-0.07810835456245388
718,3,IG30,HTS59,1/1,A,YD,CAT12,0.046995321150075105,-0.034063909739437986
719,4,IG30,HTS59,1/1,A,YD,CAT12,-2.600636288217503,-0.05976562828732917
720,4,IG30,HTS59,1/1,A,YD,CAT12,4.3994816866259585,0.27012967263095883
721,4,IG30,HTS59,1/1,A,YD,CAT12,-1.5242993990612919,-0.14381364271215438
722,2,IG30,HTS59,1/1,C,YD,CAT12,0.18841183223300415,0.030108255020102847
723,2,IG30,HTS59,1/1,C,YD,CAT12,-0.3929672047355981,-0.14381364271215438
724,4,IG30,HTS59,1/1,C,YD,CAT12,0.29840246370442247,0.1518601539614979
725,4,IG30,HTS59,1/1,C,YD,CAT12,-0.3929672047355981,-0.07080411669647886
726,3,IG30,HTS59,1/1,C,YD,CAT12,0.11770357669153962,-0.03176422465419847
727,3,IG30,HTS59,1/1,C,YD,CAT12,0.4555319462917853,-0.012403066412753383
728,99,IG30,HTS55,1/0,A,YD,CAT12,-0.7466997522686165,-0.14381364271215438
729,3,IG31,HTS55,1/1,A,YD,CAT12,0.9175015544050236,-0.01787850709189509
730,3,IG31,HTS55,1/1,A,YD,CAT12,1.803720716899501,0.009498696303813454
731,3,IG31,HTS55,1/1,A,YD,CAT12,-1.7411559753433141,-0.14381364271215438
732,4,IG31,HTS55,1/1,A,YD,CAT12,-0.8987007056714711,-0.04411681882634216
733,4,IG31,HTS55,1/1,A,YD,CAT12,-0.5595304042182249,-0.10731435514499578
734,2,IG31,HTS55,1/1,A,YD,CAT12,-0.0015405541219955551,-0.14381364271215438
735,3,IG31,HTS55,1/1,A,YD,CAT12,-0.26412401672006564,-0.14381364271215438
736,3,IG31,HTS55,1/1,A,YD,CAT12,-0.0015405541219955551,-0.14381364271215438
737,3,IG31,HTS55,1/1,A,YD,CAT12,-0.23130109181997652,-0.14381364271215438
738,3,IG31,HTS55,1/1,A,YD,CAT12,-0.24224205974252208,-0.14381364271215438
739,3,IG31,HTS55,1/1,A,YD,CAT12,1.803720716899501,0.012630648372282512
740,4,IG31,HTS55,1/1,A,YD,CAT12,-0.0015405541219955551,-0.14381364271215438
741,4,IG31,HTS55,1/1,A,YD,CAT12,2.689939900526431,0.01787612054290027
742,4,IG31,HTS55,1/1,A,YD,CAT12,2.689939900526431,0.10649065249412969
743,4,IG31,HTS55,1/1,A,YD,CAT12,-5.8768454637149,-0.14381364271215438
744,4,IG31,HTS55,1/1,A,YD,CAT12,-0.5595304042182249,-0.0434269133007703
745,3,IG31,HTS55,1/1,A,YD,CAT12,-1.4129266629450656,-0.14381364271215438
746,3,IG31,HTS55,1/1,A,YD,CAT12,0.009400413800550062,-0.14381364271215438
747,3,IG31,HTS55,1/1,A,YD,CAT12,-0.28600597369760916,-0.14381364271215438
748,3,IG31,HTS55,1/1,A,YD,CAT12,-0.24224205974252208,-0.14381364271215438
749,3,IG31,HTS55,1/1,A,YD,CAT12,1.212907941903183,-0.012403066412753383
750,4,IG31,HTS55,1/1,A,YD,CAT12,2.689939900526431,0.9512744931161875
751,4,IG31,HTS55,1/1,A,YD,CAT12,0.009400413800550062,-0.14381364271215438
752,4,IG31,HTS55,1/1,A,YD,CAT12,-2.9227815464684035,-0.14381364271215438
753,4,IG31,HTS55,1/1,A,YD,CAT12,0.05316432775563713,-0.03396535180721343
754,4,IG31,HTS55,1/1,A,YD,CAT12,0.04222333870063921,-0.03414056590894597
755,4,IG31,HTS55,1/1,A,YD,CAT12,0.06410529567818275,-0.03377918682412261
756,2,IG31,HTS55,1/1,A,YD,CAT12,-0.5595304042182249,-0.14381364271215438
757,4,IG31,HTS55,1/1,A,YD,CAT12,-0.5595304042182249,-0.14381364271215438
758,4,IG31,HTS55,1/1,A,YD,CAT12,0.9175015544050236,0.12995839124493105
759,2,IG31,HTS55,1/1,A,YD,CAT12,-0.20941913484243296,-0.14381364271215438
760,3,IG31,HTS55,1/1,A,YD,CAT12,-0.13283229598725674,-0.14381364271215438
761,3,IG31,HTS55,1/1,A,YD,CAT12,0.3266887582762528,-0.022138399940267343
762,4,IG31,HTS55,1/1,A,YD,CAT12,-0.26412401672006564,-0.040064992723777296
763,4,IG35,HTS51,1/0,A,YD,CAT12,0.009992291524347188,-0.040064992723777296
764,3,IG35,HTS51,1/1,A,YD,CAT12,0.009992291524347188,-0.03511519434983319
765,4,IG35,HTS51,1/1,A,YD,CAT12,-0.29871384708874954,-0.14381364271215438
766,3,IG35,HTS51,1/1,A,YD,CAT12,0.3248943172223214,0.1946671491910278
767,3,IG35,HTS51,1/1,A,YD,CAT12,0.40148872149541825,-0.011461290615941009
768,3,IG35,HTS51,1/1,A,YD,CAT12,-3.1856832004006352,-0.1301250410143001
769,3,IG35,HTS51,1/1,A,YD,CAT12,-0.36445544803026336,-0.14381364271215438
770,4,IG35,HTS51,1/1,A,YD,CAT12,-0.3899869372537479,-0.04694214621677928
771,3,IG35,HTS51,1/1,A,YD,CAT12,1.716359581773007,0.029659268884413222
772,3,IG35,HTS51,1/1,A,YD,CAT12,-0.3899869372537479,-0.04778536408136711
773,3,IG35,HTS51,1/1,A,YD,CAT12,-0.2878610437571666,-0.14381364271215438
774,4,IG35,HTS51,1/1,A,YD,CAT12,-0.8495534474221376,-0.14381364271215438
775,4,IG35,HTS51,1/1,A,YD,CAT12,-0.3899869372537479,-0.14381364271215438
776,2,IG35,HTS51,1/1,A,YD,CAT12,0.3376600512678376,-0.009971970751214464
777,3,IG35,HTS51,1/1,A,YD,CAT12,-4.998417772983163,-0.14381364271215438
778,2,IG35,HTS51,1/1,A,YD,CAT12,0.8738209657093242,0.012028349897576927
779,3,IG35,HTS51,1/1,A,YD,CAT12,-0.3772212032082317,-0.14381364271215438
780,3,IG35,HTS51,1/1,A,YD,CAT12,0.018516636732577463,-0.14381364271215438
781,4,IG35,HTS51,1/1,A,YD,CAT12,-0.0070148313584548,-0.03521375228205774
782,4,IG35,HTS51,1/1,A,YD,CAT12,0.8227580295272597,0.017525692339435198
783,4,IG35,HTS51,1/1,A,YD,CAT12,-0.3899869372537479,-0.04562804045378527
784,2,IG35,HTS51,1/1,A,YD,CAT12,0.45255167880993513,0.07520398445351396
785,3,IG35,HTS51,1/1,A,YD,CAT12,-0.0070148313584548,-0.14381364271215438
786,3,IG35,HTS51,1/1,A,YD,CAT12,0.4142544555409344,-0.025905503127516834
787,4,IG35,HTS51,1/1,A,YD,CAT12,-0.49211283075032913,-0.09498366273556863
788,4,IG35,HTS51,1/1,A,YD,CAT12,-0.01978056540397093,-0.14381364271215438
789,2,IG35,HTS51,1/1,A,YD,CAT12,-0.36445544803026336,-0.0890592359207373
790,2,IG35,HTS51,1/1,A,YD,CAT12,-0.7474275539255564,-0.14381364271215438
791,3,IG35,HTS51,1/1,A,YD,CAT12,-0.0070148313584548,-0.14381364271215438
792,2,IG35,HTS51,1/1,B,YD,CAT12,1.690828113681975,0.11095861208830933
793,2,IG35,HTS51,1/1,B,YD,CAT12,-0.8112562241531369,-0.14381364271215438
794,4,IG35,HTS51,1/1,B,YD,CAT12,-0.32615824589371495,-0.14381364271215438
795,4,IG35,HTS51,1/1,B,YD,CAT12,0.42702018958645055,-0.01733096302398092
796,2,IG35,HTS51,1/0,A,YD,CAT12,0.008500424922334125,-0.14381364271215438
797,2,IG35,HTS51,1/0,A,YD,CAT12,0.008500424922334125,-0.14381364271215438
798,3,IG35,HTS51,1/0,A,YD,CAT12,-0.7091305631135308,-0.05476107550659364
799,3,IG35,HTS51,1/0,A,YD,CAT12,0.019891408416440003,-0.14381364271215438
800,3,IG35,HTS51,1/0,A,YD,CAT12,0.04267333313974719,-0.03383394123091403
801,3,IG35,HTS51,1/0,A,YD,CAT12,0.38440239418142547,-0.022521680787807263
802,4,IG35,HTS51,1/0,A,YD,CAT12,-0.6749576760285702,-0.14381364271215438
803,4,IG35,HTS51,1/0,A,YD,CAT12,1.1475972739288096,2.648661103650117
804,4,IG35,HTS51,1/0,A,YD,CAT12,0.3046656153849458,-0.02588360136480027
805,5,IG35,HTS51,1/0,A,YD,CAT12,1.1362062904347037,-0.0020216308851007015
806,5,IG35,HTS51,1/0,A,YD,CAT12,-1.1192054405900351,-0.14381364271215438
807,3,IG35,HTS51,1/1,A,YD,CAT12,0.39579335654307907,3.4699772055213733
808,3,IG35,HTS51,1/1,A,YD,CAT12,0.4071843189047326,-0.01586354492197094
809,4,IG35,HTS51,1/1,A,YD,CAT12,-0.3104466691311324,-0.046427454792939964
810,4,IG35,HTS51,1/1,A,YD,CAT12,-0.3218376526252383,-0.04223326723271741
811,4,IG35,HTS51,1/1,A,YD,CAT12,0.008500424922334125,-0.14381364271215438
812,4,IG35,HTS51,1/1,A,YD,CAT12,-0.3446195773485455,-0.045091447267229384
813,2,IG35,HTS51,1/1,A,YD,CAT12,-0.35838770813608506,-0.14381364271215438
814,2,IG35,HTS51,1/1,A,YD,CAT12,0.006928001412183573,-0.14381364271215438
815,3,IG35,HTS51,1/1,A,YD,CAT12,-1.2229681693113534,-0.14381364271215438
816,4,IG35,HTS51,1/1,A,YD,CAT12,-1.174259409447081,-0.08083512402066646
817,3,IG35,HTS51,1/1,A,YD,CAT12,-0.005249193836997579,-0.04425918028399984
818,4,IG35,HTS51,1/1,A,YD,CAT12,1.7726204883778114,0.47084837704693555
819,3,IG35,HTS51,1/1,A,YD,CAT12,0.09216832589154708,-0.025029432618854163
820,3,IG35,HTS51,1/1,A,YD,CAT12,-0.005249193836997579,-0.14381364271215438
821,2,IG35,HTS51,1/1,A,YD,CAT12,0.5305471435375457,0.1319843042962135
822,2,IG35,HTS51,1/1,A,YD,CAT12,1.2002925863881773,0.30482206477400065
823,3,IG35,HTS51,1/1,A,YD,CAT12,-0.40709644686790514,-0.14381364271215438
824,3,IG35,HTS51,1/1,A,YD,CAT12,-0.2975017530226316,-0.14381364271215438
825,4,IG35,HTS51,1/1,A,YD,CAT12,-0.2975017530226316,-0.14381364271215438
826,4,IG35,HTS51,1/1,A,YD,CAT12,-1.0646646944693554,-0.08758086693736905
827,2,IG35,HTS51,1/1,B,YD,CAT12,1.979632723084082,5.80616157832805
828,2,IG35,HTS51,1/1,B,YD,CAT12,-0.35838770813608506,-0.07080411669647886
829,3,IG35,HTS51,1/1,B,YD,CAT12,-0.35838770813608506,-0.044861478758705435
830,4,IG35,HTS51,1/1,A,YD,CAT12,0.006928001412183573,-0.03762294618088009
831,4,IG35,HTS51,1/1,A,YD,CAT12,-0.35838770813608506,-0.04519000519945393
832,2,IG35,HTS51,1/1,A,YD,CAT12,-0.13903826325187765,-0.06934764947582715
833,2,IG35,HTS51,1/1,A,YD,CAT12,0.009992291524347188,-0.03591460868898788
834,3,IG35,HTS51,1/1,A,YD,CAT12,0.4251488264061759,0.005030736709633821
835,3,IG35,HTS51,1/1,A,YD,CAT12,-0.2348436093275103,-0.14381364271215438
836,3,IG35,HTS51,1/1,A,YD,CAT12,-0.6712902445955377,-0.07008135852683214
837,2,IG35,HTS51,1/1,A,YD,CAT12,-0.7032253529099312,-0.14381364271215438
838,3,IG35,HTS51,1/1,A,YD,CAT12,0.7657900944661183,0.006541958337076928
839,3,IG35,HTS51,1/1,A,YD,CAT12,-0.6180650358949455,-0.14381364271215438
840,3,IG35,HTS51,1/1,A,YD,CAT12,0.020637341717446536,-0.14381364271215438
841,4,IG35,HTS51,1/1,A,YD,CAT12,-0.25613368858125674,-0.14381364271215438
842,4,IG35,HTS51,1/1,A,YD,CAT12,-0.3093588972818489,-0.04618653540305773
843,3,IG35,HTS51,1/1,A,YD,CAT12,0.7375224175847573,2.228880968543039
844,3,IG35,HTS51,1/1,A,YD,CAT12,-1.0166867159377961,-0.14381364271215438
845,3,IG35,HTS51,1/1,A,YD,CAT12,-0.2193189279729991,-0.14381364271215438
846,3,IG35,HTS51,1/1,A,YD,CAT12,0.019891408416440003,-0.14381364271215438
847,4,IG35,HTS51,1/1,A,YD,CAT12,0.019891408416440003,-0.034677159095501855
848,4,IG35,HTS51,1/1,A,YD,CAT12,0.008500424922334125,-0.14381364271215438
849,4,IG35,HTS51,1/1,A,YD,CAT12,0.008500424922334125,-0.035618934892314234
850,99,IG35,HTS51,1/1,A,YD,CAT12,-0.26488279855206576,-0.14381364271215438
851,3,IG35,HTS51,1/1,A,YD,CAT12,-1.1078144570959294,-0.059710873880537745
852,4,IG35,HTS51,1/1,A,YD,CAT12,-1.0850325323726224,-0.11560417233321632
853,4,IG35,HTS51,1/1,A,YD,CAT12,1.2045521068695297,-0.01104515712432624
854,3,IG35,HTS51,1/1,A,YD,CAT12,-2.941760369414963,-0.14381364271215438
855,4,IG35,HTS51,1/1,A,YD,CAT12,0.39579335654307907,-0.023583916279560753
856,4,IG35,HTS51,1/1,A,YD,CAT12,-0.014281499800973051,-0.0364293001128272
857,3,IG35,HTS51,1/1,A,YD,CAT12,0.39579335654307907,-0.00909590024255179
858,3,IG35,HTS51,1/1,A,YD,CAT12,-0.26488279855206576,-0.08802985307305866
859,4,IG35,HTS51,1/1,A,YD,CAT12,0.008500424922334125,-0.04114912997824736
860,4,IG31,HTS55,1/1,A,YD,CAT12,0.08873060421492979,-0.033341151569791276
861,4,IG31,HTS55,1/1,A,YD,CAT12,-0.02616586265874259,-0.14381364271215438
862,3,IG30,HTS35,1/1,A,YD,CAT12,-0.25963535705850993,-0.06168203252502876
863,99,IG30,HTS35,1/1,A,YD,CAT12,0.2957530458956573,0.056948865229255505
864,3,IG30,HTS35,1/1,B,YD,CAT12,-0.286082430910002,-0.0927058794130457
865,4,IG30,HTS35,1/1,C,YD,CAT12,0.4063206144471022,0.07520398445351396
866,2,IG30,HTS35,1/1,C,YD,CAT12,-0.25963535705850993,-0.14381364271215438
867,3,IG30,HTS35,1/1,C,YD,CAT12,0.32220009861469706,-0.012403066412753383
868,4,IG30,HTS35,1/1,C,YD,CAT12,0.018058844418573708,-0.03928748014733917
869,4,IG31,HTS55,1/1,C,YD,CAT12,0.013512662221878899,-0.035301359332924005
870,2,IG31,HTS55,1/1,C,YD,CAT12,-0.3596511117963682,-0.14381364271215438
871,4,IG31,HTS55,1/1,C,YD,CAT12,0.4222158533525554,0.02044957766209687
872,4,IG30,HTS33,1/1,C,YD,CAT12,0.01628401428036943,-0.14381364271215438
873,4,IG30,HTS33,1/1,C,YD,CAT12,-0.028711055212803066,-0.14381364271215438
874,2,IG30,HTS33,1/1,C,YD,CAT12,-0.07370612470597555,-0.14381364271215438
875,4,IG30,HTS33,1/1,C,YD,CAT12,-0.4636634147792561,-0.14381364271215438
876,2,IG30,HTS43,1/1,A,YD,CAT12,0.9376354137965124,0.07942007377645308
877,2,IG30,HTS43,1/1,A,YD,CAT12,0.9376354137965124,0.02044957766209687
878,2,IG30,HTS43,1/1,A,YD,CAT12,-0.8750706722403251,-0.14381364271215438
879,4,IG30,HTS43,1/1,A,YD,CAT12,-0.33797257580458845,-0.14381364271215438
880,3,IG31,HTS53,1/0,A,YD,CAT12,-1.5006911743209113,-0.059053820999040746
881,4,IG31,HTS53,1/0,A,YD,CAT12,-0.5554308986656281,-0.14381364271215438
882,4,IG31,HTS53,1/0,A,YD,CAT12,-0.09909835106885519,-0.14381364271215438
883,99,IG31,HTS53,1/0,A,YD,CAT12,2.1825643657825573,-0.021087115329872133
884,3,IG31,HTS53,1/0,A,YD,CAT12,1.335089652644938,1.0607833066990215
885,99,IG31,HTS53,1/0,A,YD,CAT12,-1.2725249110887509,-0.06431024405101678
886,13,IG45,HTS24,1/1,B,PC,CAT17,-0.1631779691674045,-0.04895710838670343
887,16,IG45,HTS24,1/1,A,PC,CAT17,0.084064474219025,-0.03062533299293699
888,14,IG45,HTS24,1/1,B,PC,CAT17,-0.24806278240185803,-0.04883664869176232
889,13,IG48,HTS15,2/0,B,PC,CAT17,-0.7574980550057381,-0.07995905351200377
890,13,IG48,HTS15,2/0,B,PC,CAT17,0.016570760525520926,-0.03619933160430325
891,13,IG48,HTS15,2/0,B,PC,CAT17,0.3070797233374383,-0.011866473226197497
892,13,IG48,HTS15,2/0,B,PC,CAT17,-1.9793033282500083,-0.1083984923994658
893,13,IG48,HTS15,2/0,B,PC,CAT17,-0.1648723269272805,-0.05029311591241401
894,16,IG48,HTS15,2/0,C,PC,CAT17,-0.21391100663673704,-0.04093011235108168
895,13,IG48,HTS15,2/0,B,PC,CAT17,-0.21391100663673704,-0.053928808523364104
896,18,IG45,HTS24,1/1,B,PC,CAT17,-0.012812139260651076,-0.11252697467153867
897,2,IG45,HTS24,1/1,B,PC,CAT17,-0.012812139260651076,-0.03894800282523239
898,21,IG45,HTS24,1/1,C,PC,CAT17,0.19795991796007287,-0.025993110178383103
899,20,IG45,HTS24,1/1,B,PC,CAT17,-0.06594620369450739,-0.04146670553763757
900,20,IG45,HTS24,1/1,B,PC,CAT17,0.01739258046270839,-0.03537801550243199
901,13,IG45,HTS24,1/1,B,BX,CAT17,-0.013782266748024494,-0.03731632150284816
902,12,IG53,HTS119,2/0,C,BX,CAT16,0.4991222782837451,0.02044957766209687
903,13,IG47,HTS119,1/1,B,PR,CAT17,-1.7410819272304827,-0.14327704952559853
904,14,IG47,HTS119,1/1,B,PR,CAT17,-0.29725344670819936,-0.1333884036590686
905,19,IG47,HTS119,1/1,B,PC,CAT17,0.08575790215100013,-0.031435698213449964
906,2,IG47,HTS119,1/1,B,PC,CAT17,-0.22066694597225986,-0.05038072296328028
907,18,IG47,HTS119,1/1,B,PC,CAT17,0.00404460509164033,-0.07080411669647886
908,19,IG47,HTS119,1/1,B,PC,CAT17,-0.009574267185360155,-0.03752438824865554
909,17,IG47,HTS119,1/1,B,PC,CAT17,0.05852013646454686,-0.03020919950132222
910,18,IG47,HTS119,1/1,B,PC,CAT17,0.00404460509164033,-0.03984597509661163
911,18,IG47,HTS119,1/1,B,PC,CAT17,0.13356071378551013,0.0067609759642426
912,19,IG47,HTS119,1/1,B,PC,CAT17,-0.14770472420177228,-0.04722686913209466
913,19,IG47,HTS119,1/1,B,PC,CAT17,0.07389834879222151,-0.03139189468801683
914,11,IG47,HTS119,1/1,B,BG,CAT17,1.3285785539016717,0.039427455056002036
915,99,IG47,HTS119,1/1,B,BG,CAT17,-0.7615097340866088,-0.14381364271215438
916,11,IG47,HTS119,1/1,A,BG,CAT17,-2.998144457084178,-0.12333549457216442
917,15,IG47,HTS119,1/1,A,BG,CAT17,1.1243745262506892,0.4639602726725753
918,15,IG47,HTS119,1/1,A,BG,CAT17,0.2715224070379175,-0.020616227431465947
919,11,IG47,HTS119,1/1,B,BG,CAT17,0.012063166186711494,-0.035443720790581695
920,13,IG47,HTS119,1/1,B,BG,CAT17,0.10335438799577648,-0.019170711092172533
921,99,IG47,HTS119,1/1,B,BG,CAT17,2.4096587065046533,0.1782736797976775
922,15,IG47,HTS119,1/1,A,BG,CAT17,-0.04078964643958929,-0.04782916760680024
923,16,IG47,HTS119,1/1,A,PC,CAT17,0.10294181912967781,-0.03212560373902182
924,16,IG47,HTS119,1/1,A,PC,CAT17,0.7478767908965789,-0.01799896678683621
925,11,IG47,HTS119,1/1,A,PC,CAT17,-0.06767591604706805,-0.0430326815718721
926,11,IG47,HTS119,1/1,A,PC,CAT17,0.11659122780024038,-0.03244317929841204
927,11,IG47,HTS119,1/1,A,PC,CAT17,-3.415195558578898,-0.10711723928054667
928,14,IG47,HTS119,1/1,A,PC,CAT17,0.10976652346495909,0.04693975966778446
929,11,IG47,HTS119,1/1,A,PR,CAT17,-0.06818167902777486,-0.03736012502828129
930,18,IG45,HTS24,1/0,B,PC,CAT17,0.2014647985700745,-0.02921266929771843
931,19,IG45,HTS24,1/0,B,PC,CAT17,-0.18144566396188253,-0.0514210566923172
932,12,IG53,HTS119,1/1,B,BG,CAT16,0.02640996691536564,-0.0357065419431805
933,99,IG53,HTS119,1/1,B,BG,CAT16,-0.2493686834237006,-0.14381364271215438
934,16,IG53,HTS119,1/1,B,PC,CAT16,-0.051589872229869514,-0.03881659224893298
935,17,IG53,HTS119,1/1,A,PC,CAT16,-0.15310484766313856,-0.042003298724193464
936,13,IG53,HTS119,1/1,B,PC,CAT16,0.4444813432067483,1.8273450017788608
937,13,IG53,HTS119,1/1,B,PC,CAT16,-0.06594092058143437,-0.14381364271215438
938,99,IG53,HTS119,1/1,B,PC,CAT16,-0.16316421194096237,-0.14381364271215438
939,16,IG53,HTS119,1/1,B,PC,CAT16,0.04455067680402043,-0.03285931279002681
940,13,IG53,HTS119,1/1,A,PC,CAT16,0.17911953370847897,-0.016049709905061757
941,16,IG53,HTS119,1/1,A,PC,CAT16,-0.003797626821505548,-0.14381364271215438
942,17,IG53,HTS119,1/1,A,PC,CAT16,-0.008809061087863225,-0.14381364271215438
943,17,IG53,HTS119,1/1,A,PC,CAT16,-0.18420909135076355,-0.05495819137104274
944,12,IG53,HTS119,1/1,A,PC,CAT16,-0.0010412154067855337,-0.14381364271215438
945,12,IG53,HTS119,1/1,A,PC,CAT16,-0.049526584117878074,-0.14381364271215438
946,12,IG53,HTS119,1/1,A,PC,CAT16,-0.40831832525943423,-0.14381364271215438
947,14,IG53,HTS119,1/1,A,PC,CAT16,-0.4858949025177109,-0.14381364271215438
948,15,IG53,HTS119,1/1,A,PC,CAT16,-0.0010412154067855337,-0.038356655231885084
949,16,IG53,HTS119,1/1,A,PC,CAT16,-0.43417717730137567,-0.1387324337619109
950,17,IG53,HTS119,1/1,A,PC,CAT16,0.7617952790821768,0.7906579162342446
951,17,IG53,HTS119,1/1,A,PC,CAT16,-0.8414542871540245,-0.14381364271215438
952,17,IG53,HTS119,1/1,A,PC,CAT16,1.3759433109326187,0.8093182180687595
953,17,IG53,HTS119,1/1,A,PC,CAT16,0.13471782121076406,-0.02681442628025436
954,17,IG53,HTS119,1/1,A,PC,CAT16,0.8716954636577848,1.640533916687904
955,17,IG53,HTS119,1/1,A,PC,CAT16,0.5161360790214714,0.037116819089404236
956,13,IG53,HTS119,1/1,A,PC,CAT16,1.082112453415097,0.5285704726864474
957,13,IG53,HTS119,1/1,A,PC,CAT16,-0.7864842352650305,-0.14381364271215438
958,16,IG53,HTS119,1/1,A,PC,CAT16,-1.7514488320865136,-0.09353814639627522
959,17,IG53,HTS119,1/1,A,PC,CAT16,0.10897018926523588,0.6592473399348436
960,17,IG53,HTS119,1/1,A,PC,CAT16,-0.0913826180151298,-0.14381364271215438
961,17,IG53,HTS119,1/1,A,PC,CAT16,-0.1322709546570217,-0.14381364271215438
962,16,IG53,HTS119,1/1,B,PC,CAT16,-0.03337972110298289,-0.042353726927658535
963,19,IG53,HTS119,1/1,B,PC,CAT16,-0.08510938615486316,-0.04617558452169944
964,17,IG53,HTS119,1/1,A,PC,CAT16,-0.8766396722932043,-0.14381364271215438
965,16,IG53,HTS119,1/1,A,PC,CAT16,0.09773960108402706,-0.027186756246435996
966,11,IG53,HTS119,1/1,B,PC,CAT16,0.09440115966827804,-0.02249977902509069
967,12,IG54,HTS119,1/1,A,PR,CAT16,-0.18731539277808384,-0.04607702658947489
968,17,IG53,HTS16,1/1,A,PC,CAT16,-0.2725739756962277,-0.04639460214886511
969,99,IG53,HTS16,1/1,A,PC,CAT16,1.3376862815878776,0.09100610625351695
970,22,IG54,HTS66,1/1,A,FT,CAT16,-0.7888260279657796,-0.14381364271215438
971,25,IG54,HTS66,1/1,A,FT,CAT16,-1.0621954942137373,-0.14381364271215438
972,25,IG54,HTS66,1/1,A,FT,CAT16,1.0119410889565654,0.11568939283508776
973,20,IG54,HTS66,1/1,B,FT,CAT16,-0.36190681088647925,-0.07263291388331218
974,25,IG54,HTS66,1/1,B,FT,CAT16,0.05234607920288702,-0.03255268811199487
975,25,IG54,HTS66,1/1,B,FT,CAT16,-0.07169575225452354,-0.14381364271215438
976,23,IG54,HTS66,1/1,A,FT,CAT16,-3.001296235548831,-0.09737095487167442
977,25,IG54,HTS66,1/1,A,FT,CAT16,1.0310335622315518,0.09624062754277639
978,25,IG54,HTS66,1/1,A,FT,CAT16,0.26455765794129654,-0.020616227431465947
979,27,IG54,HTS66,1/1,A,FT,CAT16,0.6866748210915493,-0.006456737835205486
980,22,IG54,HTS66,1/1,A,FT,CAT16,-0.6138833462353848,-0.08970533792087602
981,23,IG54,HTS66,1/1,A,FT,CAT16,-0.039282627869282785,-0.14381364271215438
982,25,IG54,HTS66,1/1,A,FT,CAT16,0.9133448644365245,0.7989148807783902
983,20,IG54,HTS66,1/1,A,FT,CAT16,-0.18660872357343603,-0.04647125831837309
984,24,IG54,HTS66,1/1,A,FT,CAT16,0.2701681760976829,0.1791387994249819
985,24,IG54,HTS66,1/1,A,FT,CAT16,-1.0581731221120068,-0.14381364271215438
986,20,IG55,HTS95,1/1,A,FT,CAT16,-0.1962330129234701,-0.0490447154375697
987,12,IG51,HTS15,1/0,C,BX,CAT16,-0.4338332677727741,-0.057356434388506815
988,14,IG51,HTS15,1/1,A,PC,CAT16,0.025680897311288205,-0.14381364271215438
989,14,IG51,HTS15,1/1,A,PC,CAT16,-0.05273964669417808,-0.037787209401254344
990,16,IG51,HTS15,1/1,A,PC,CAT16,-0.3048057202434454,-0.04337215889397889
991,12,IG51,HTS15,1/1,A,PC,CAT16,0.036318593410989905,-0.03384489211227231
992,12,IG51,HTS15,1/1,A,PC,CAT16,0.021209925512300977,-0.034490994112411036
993,12,IG51,HTS15,1/1,A,PC,CAT16,-0.07279960590000135,-0.14381364271215438
994,12,IG51,HTS15,1/1,A,PC,CAT16,0.017852443757036773,-0.03499473465489207
995,15,IG53,HTS119,1/1,A,PC,CAT16,0.048138671348886865,-0.032716951332369126
