AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR
17,IG53,HTS119,1/1,A,PC,CAT16,11.8572,0.14
17,IG53,HTS119,1/1,A,PC,CAT16,666.0298,1000.0
17,IG53,HTS119,1/1,B,PC,CAT16,220.4047,6.41
17,IG54,HTS119,1/1,A,PR,CAT16,920.8958,214.29
17,IG53,HTS119,1/1,B,PC,CAT16,-101.0653,-1.56
8,IG13,HTS15,1/1,C,BX,CAT3,-321.0659,-100.0
10,IG40,HTS25,2/0,C,PK,CAT15,-93.4756,-100.0
7,IG16,HTS15,1/1,B,BX,CAT12,-358.7745,-2.7
4,IG31,HTS55,1/1,A,YD,CAT12,-1374.2219,-10.33
18,IG46,HTS119,1/1,A,PC,CAT17,-473.3814,-100.0
21,IG46,HTS119,1/1,A,PC,CAT17,788.9691,32.79
18,IG46,HTS119,1/1,A,PC,CAT17,-78.8969,-100.0
19,IG46,HTS119,1/1,A,PC,CAT17,-39.4485,-100.0
19,IG46,HTS119,1/1,A,PC,CAT17,-631.1753,-100.0
21,IG46,HTS119,1/1,A,PC,CAT17,-1183.4536,-10.24
34,IG46,HTS119,1/1,A,PC,CAT17,1459.5928,8.85
19,IG46,HTS119,1/1,A,PC,CAT17,-197.2423,-23.81
34,IG46,HTS119,1/1,A,PC,CAT17,315.5876,2.13
20,IG46,HTS119,1/1,A,PC,CAT17,-1577.9381,-100.0
20,IG46,HTS119,1/1,A,PC,CAT17,-39.4485,-100.0
34,IG46,HTS119,1/1,A,PC,CAT17,2169.6649,25.0
18,IG46,HTS119,1/1,A,PC,CAT17,568.0564,5.48
34,IG46,HTS119,1/1,A,PC,CAT17,-568.0564,-2.91
18,IG46,HTS119,1/1,A,PC,CAT17,-788.9691,-100.0
18,IG46,HTS119,1/1,A,PC,CAT17,1459.5928,40.66
19,IG46,HTS119,1/1,A,PC,CAT17,-315.5876,-100.0
34,IG46,HTS119,1/1,A,PC,CAT17,157.7938,0.84
34,IG46,HTS119,1/1,A,PC,CAT17,-1025.6598,-5.31
19,IG46,HTS119,1/1,A,PC,CAT17,-157.7938,-100.0
17,IG51,HTS119,1/1,C,PC,CAT16,40.9472,0.48
17,IG51,HTS15,1/1,A,PC,CAT16,-2581.3339,-3.85
17,IG51,HTS15,1/1,A,PC,CAT16,2451.849,22.17
17,IG51,HTS15,1/1,A,PC,CAT16,-87.3829,-4.89
17,IG51,HTS15,1/1,C,PC,CAT16,-666.5187,-58.82
17,IG53,HTS119,1/1,B,PC,CAT16,-48.3359,-0.97
17,IG56,HTS119,1/1,C,PC,CAT17,277.828,2.44
17,IG56,HTS119,1/0,C,PC,CAT17,727.1246,28.57
17,IG56,HTS119,1/0,C,PC,CAT17,-574.7314,-7.14
17,IG56,HTS119,1/0,C,PC,CAT17,1052.0392,20.0
17,IG46,HTS119,1/1,A,PC,CAT17,455.5848,6.41
17,IG46,HTS119,1/1,B,PR,CAT17,347.9771,8.37
17,IG56,HTS119,1/1,C,PC,CAT17,1627.9221,57.14
17,IG56,HTS119,1/0,C,PC,CAT17,-347.0395,-100.0
8,IG14,HTS15,1/1,C,BX,CAT8,-109.723,-100.0
17,IG52,HTS119,1/1,A,PC,CAT16,839.9162,4.24
32,IG38,HTS61,1/1,C,SQFT,CAT8,-572.7883,-100.0
34,IG38,HTS61,1/1,C,SQFT,CAT8,-1145.5767,-100.0
17,IG45,HTS24,1/1,C,PC,CAT17,1001.5576,1800.0
17,IG45,HTS24,1/1,B,PC,CAT17,-70.9438,-0.83
17,IG45,HTS24,1/1,B,PC,CAT17,-375.5841,-100.0
17,IG45,HTS24,1/1,B,PC,CAT17,-625.9735,-100.0
17,IG53,HTS119,1/1,A,PC,CAT16,-754.5953,-34.51
17,IG53,HTS119,1/1,A,PC,CAT16,386.9719,5.41
17,IG53,HTS119,1/1,B,PC,CAT16,34.5813,3.7
17,IG53,HTS119,1/1,B,PC,CAT16,359.3388,9.09
17,IG53,HTS119,1/1,B,PC,CAT16,-15.4244,-100.0
17,IG51,HTS15,1/1,A,PC,CAT16,-12.2217,-0.88
17,IG51,HTS15,1/1,A,PC,CAT16,1246.6115,6.07
37,IG67,HTS117,1/1,C,BX,CAT14,-744.7583,-100.0
37,IG67,HTS117,1/1,C,BX,CAT14,-558.5687,-100.0
17,IG56,HTS119,1/1,C,PC,CAT17,-806.2323,-8.33
17,IG56,HTS119,1/1,B,PC,CAT17,554.0927,6.67
17,IG56,HTS119,1/0,C,PC,CAT17,627.036,11.11
17,IG56,HTS119,1/0,C,PC,CAT17,-238.6017,-6.25
17,IG46,HTS119,1/1,C,PR,CAT17,-502.9896,-4.49
17,IG46,HTS119,1/1,A,BX,CAT17,281.2041,1.89
17,IG46,HTS119,1/1,C,PC,CAT17,212.9421,2.14
17,IG46,HTS119,1/1,A,PC,CAT17,353.8872,3.75
17,IG46,HTS121,1/1,B,PR,CAT17,1268.4073,14.8
17,IG46,HTS119,1/1,B,PC,CAT17,-218.6833,-1.89
17,IG46,HTS119,1/1,A,PC,CAT17,180.7477,0.91
17,IG46,HTS119,1/1,A,PC,CAT17,416.0766,261.11
17,IG52,HTS119,1/1,A,PC,CAT16,-3542.9199,-26.47
17,IG52,HTS119,1/1,A,PC,CAT16,-2099.4029,-13.01
17,IG52,HTS119,1/0,C,BX,CAT16,-805.3822,-100.0
17,IG52,HTS119,1/1,A,PC,CAT16,410.1192,6.78
17,IG53,HTS119,1/0,C,BX,CAT16,-872.5495,-7.69
17,IG45,HTS16,1/0,B,PC,CAT17,114.3544,2.8
17,IG45,HTS24,1/1,B,PC,CAT17,83.4631,33.33
17,IG45,HTS24,1/1,B,PC,CAT17,-187.792,-100.0
17,IG45,HTS24,1/1,B,PC,CAT17,-125.1947,-100.0
17,IG47,HTS119,1/0,C,PR,CAT17,46.6281,0.61
17,IG47,HTS119,1/1,A,BG,CAT17,1125.4616,12.31
17,IG47,HTS119,1/1,B,BG,CAT17,-954.9371,-7.69
17,IG53,HTS119,1/1,A,PC,CAT16,1675.2596,11.84
17,IG53,HTS119,1/1,B,PC,CAT16,1070.9467,15.02
17,IG53,HTS119,1/1,A,PC,CAT16,133.3347,225.0
17,IG53,HTS119,1/1,B,PC,CAT16,73.5707,2.5
18,IG56,HTS119,1/1,C,PC,CAT17,618.192,5.56
18,IG56,HTS119,1/1,A,PC,CAT17,3170.7515,40.0
18,IG56,HTS119,1/1,B,PC,CAT17,352.0126,3.33
18,IG56,HTS119,1/0,C,PC,CAT17,-363.5623,-100.0
18,IG56,HTS119,1/0,C,PC,CAT17,-443.5701,-50.0
18,IG46,HTS119,1/1,A,PC,CAT17,-2840.2821,-25.97
16,IG46,HTS119,1/1,A,BX,CAT17,-560.6775,-100.0
18,IG56,HTS119,1/1,B,PC,CAT17,-1145.656,-7.55
18,IG56,HTS119,1/0,C,PC,CAT17,-583.6389,-100.0
18,IG56,HTS119,1/1,B,PC,CAT17,-967.7753,-100.0
18,IG56,HTS119,1/1,B,PC,CAT17,-422.7152,-50.0
18,IG52,HTS119,1/1,A,PC,CAT16,-975.3053,-61.54
18,IG52,HTS119,1/1,A,PC,CAT16,-487.6527,-100.0
18,IG52,HTS119,1/1,A,PC,CAT16,1462.9579999999999,600.0
18,IG52,HTS119,1/1,A,PC,CAT16,-1399.2166,-10.53
18,IG52,HTS119,1/1,A,PC,CAT16,-880.9791,-100.0
18,IG52,HTS119,1/1,A,PC,CAT16,2013.6664,94.12
18,IG45,HTS24,1/1,B,PC,CAT17,-83.4631,-3.33
18,IG45,HTS24,1/1,B,PC,CAT17,-212.8313,-5.17
18,IG45,HTS24,1/1,B,PC,CAT17,333.8525,7.14
18,IG45,HTS24,1/1,A,PC,CAT17,-111.2842,-11.11
18,IG47,HTS119,1/1,A,PC,CAT17,-120.9968,-100.0
9,IG13,HTS15,2/0,C,BX,CAT3,-336.6109,-100.0
9,IG64,HTS15,1/1,A,BX,CAT14,-835.5194,-3.7
9,IG64,HTS15,1/1,A,BX,CAT14,-835.5194,-4.17
10,IG64,HTS15,1/1,A,BX,CAT14,835.5194,5.88
37,IG64,HTS15,1/1,A,BX,CAT14,2506.5583,11.11
37,IG64,HTS15,1/1,A,BX,CAT14,3342.0778,400.0
37,IG64,HTS15,1/1,A,BX,CAT14,-5013.1167,-100.0
11,IG64,HTS15,1/1,A,BX,CAT14,24078.9566,142.86
11,IG64,HTS15,1/1,A,BX,CAT14,22875.0088,211.11
11,IG64,HTS15,1/1,A,BX,CAT14,23476.9827,229.41
37,IG64,HTS15,1/1,A,BX,CAT14,-16253.2957,-100.0
37,IG64,HTS15,1/1,A,BX,CAT14,-16855.2696,-100.0
37,IG64,HTS15,1/1,A,BX,CAT14,-16253.2957,-100.0
37,IG64,HTS15,1/1,A,BX,CAT14,17457.2435,483.33
37,IG64,HTS15,1/1,A,BX,CAT14,-3611.8435,-22.22
37,IG64,HTS15,1/1,A,BX,CAT14,-4815.7913,-100.0
37,IG64,HTS15,1/1,A,BX,CAT14,-13243.4261,-88.0
37,IG64,HTS15,1/1,A,BX,CAT14,-16855.2696,-100.0
9,IG16,HTS15,1/1,A,BX,CAT12,-726.7715,-3.92
29,IG61,HTS6,1/1,A,BX,CAT14,-1355.8907,-8.33
29,IG61,HTS6,1/1,A,BX,CAT14,858.7379,33.33
2,IG38,HTS61,1/1,A,SQFT,CAT8,-1393.7052,-100.0
14,IG48,HTS15,2/0,B,PC,CAT17,-696.1616,-100.0
7,IG26,HTS56,1/1,B,BX,CAT7,-137.8901,-100.0
18,IG56,HTS119,1/1,A,PC,CAT17,-751.4941,-13.33
18,IG56,HTS119,1/1,A,PC,CAT17,1127.2411,7.14
18,IG56,HTS119,1/0,C,PC,CAT17,878.5064,12.5
18,IG56,HTS119,1/0,C,PC,CAT17,-432.7108,-16.67
18,IG46,HTS119,1/1,A,PC,CAT17,-355.0361,-20.93
18,IG56,HTS119,1/1,A,PC,CAT17,-300.9144,-100.0
18,IG56,HTS119,1/1,B,PC,CAT17,1612.6884,24.0
18,IG52,HTS119,1/0,C,BX,CAT16,-845.4874,-1.43
18,IG52,HTS119,1/1,A,PC,CAT16,251.7083,2.94
18,IG52,HTS119,1/0,B,PC,CAT16,292.0351,100.0
18,IG45,HTS24,1/1,B,PC,CAT17,-111.2842,-1.33
18,IG45,HTS24,1/1,B,PC,CAT17,83.4631,11.11
18,IG45,HTS24,1/1,B,PC,CAT17,-333.8525,-100.0
18,IG45,HTS24,1/1,B,PC,CAT17,-187.792,-66.67
18,IG45,HTS24,1/1,B,PC,CAT17,-166.9263,-100.0
18,IG45,HTS24,1/1,B,PC,CAT17,219.0907,116.67
18,IG45,HTS24,1/1,B,PC,CAT17,-751.1682,-100.0
18,IG45,HTS24,1/1,A,PC,CAT17,250.3894,50.0
18,IG45,HTS24,1/1,B,PC,CAT17,-667.705,-88.89
18,IG45,HTS24,1/1,A,PC,CAT17,83.4631,2.06
18,IG47,HTS119,1/1,B,PC,CAT17,-354.4494,-2.59
18,IG47,HTS119,1/1,A,PC,CAT17,80.6645,28.57
18,IG47,HTS119,1/1,A,PC,CAT17,-161.329,-1.15
18,IG47,HTS119,1/1,B,PC,CAT17,80.6645,1.15
18,IG47,HTS119,1/1,B,PC,CAT17,-1734.287,-18.38
18,IG52,HTS119,1/1,B,PC,CAT16,-145.0067,-66.67
8,IG8,HTS85,1/1,B,BG,CAT3,-86.9321,-100.0
19,IG51,HTS15,1/1,A,PC,CAT16,1246.6115,16.24
19,IG63,HTS95,1/1,A,BDL,CAT14,1078.7792,5.71
19,IG56,HTS119,1/1,C,PC,CAT17,771.9443,7.14
19,IG56,HTS119,1/1,B,PC,CAT17,-353.1767,-3.7
19,IG56,HTS119,1/1,C,PC,CAT17,-431.92199999999997,-9.09
19,IG56,HTS119,1/0,C,PC,CAT17,453.9769,50.0
19,IG56,HTS119,1/0,C,PC,CAT17,-1571.0915,-25.0
19,IG46,HTS119,1/1,A,PC,CAT17,-157.7938,-2.68
19,IG46,HTS119,1/1,A,PC,CAT17,-1104.5567,-100.0
19,IG56,HTS119,1/1,C,PC,CAT17,-341.8915,-100.0
19,IG56,HTS119,1/0,C,PC,CAT17,-595.1887,-18.18
19,IG56,HTS119,1/0,C,PC,CAT17,-467.6343,-9.52
19,IG52,HTS119,1/0,C,BX,CAT16,-1795.5970000000002,-40.0
12,IG52,HTS119,1/1,C,PR,CAT16,-416.3161,-83.33
19,IG45,HTS24,1/1,B,PC,CAT17,-333.8525,-6.52
19,IG45,HTS24,1/1,B,PC,CAT17,1189.3496,31.67
19,IG45,HTS24,1/1,C,PC,CAT17,-333.8525,-100.0
19,IG45,HTS24,1/1,A,PC,CAT17,-344.2854,-100.0
19,IG45,HTS24,1/1,B,PC,CAT17,-250.3894,-6.15
19,IG45,HTS24,1/1,B,PC,CAT17,500.7788,17.58
19,IG45,HTS24,1/1,C,PC,CAT17,1314.5443,50.0
19,IG45,HTS24,1/1,A,PC,CAT17,250.3894,3.51
19,IG47,HTS119,1/1,B,PC,CAT17,193.33599999999998,2.65
19,IG47,HTS119,1/1,B,PC,CAT17,-483.3401,-7.85
37,IG64,HTS15,1/1,B,BX,CAT14,-2974.4023,-100.0
19,IG56,HTS119,1/1,B,PC,CAT17,-589.4415,-100.0
19,IG56,HTS119,1/0,C,PC,CAT17,-532.8477,-6.67
19,IG46,HTS119,1/1,A,PC,CAT17,39.4485,0.55
19,IG56,HTS119,1/1,B,PC,CAT17,5907.613,141.67
19,IG52,HTS119,1/1,A,PC,CAT16,-243.8263,-100.0
19,IG52,HTS119,1/1,A,PC,CAT16,-1950.6106,-21.92
19,IG52,HTS119,1/1,B,PC,CAT16,294.1558,40.0
19,IG52,HTS119,1/0,C,PC,CAT16,174.7126,2.13
19,IG52,HTS119,1/1,B,PC,CAT16,-350.0673,-9.09
19,IG52,HTS119,1/1,B,PC,CAT16,116.6891,100.0
19,IG45,HTS24,1/1,A,PC,CAT17,125.1947,2.6
19,IG47,HTS119,1/1,B,PC,CAT17,201.6613,500.0
19,IG47,HTS119,1/1,B,PC,CAT17,-241.9935,-1.6
19,IG45,HTS24,1/0,C,PC,CAT17,-1831.4379,-100.0
19,IG45,HTS24,1/0,C,PC,CAT17,402.6566,2.94
19,IG45,HTS24,1/0,C,PC,CAT17,-232.6302,-100.0
19,IG45,HTS24,1/0,C,PC,CAT17,-488.5174,-100.0
19,IG54,HTS119,1/1,A,PC,CAT16,-1209.5212,-25.71
19,IG54,HTS119,1/1,A,PC,CAT16,-268.7825,-100.0
39,IG26,HTS56,2/0,A,BX,CAT7,-1185.5613,-100.0
20,IG54,HTS66,1/1,B,FT,CAT16,-177.1994,-100.0
20,IG45,HTS24,1/1,B,BX,CAT17,761.1839,20.0
20,IG55,HTS95,1/1,A,FT,CAT16,1115.8316,16.67
20,IG55,HTS95,1/1,A,FT,CAT16,-128.5452,-100.0
20,IG55,HTS95,1/1,A,FT,CAT16,-897.0135,-10.0
20,IG55,HTS95,1/1,A,FT,CAT16,-430.3005,-1.41
20,IG55,HTS95,1/1,A,FT,CAT16,-503.673,-100.0
20,IG56,HTS119,1/0,C,PC,CAT17,1221.6673,11.11
20,IG56,HTS119,1/0,C,PC,CAT17,-1439.6151,-20.0
20,IG48,HTS24,2/0,B,TB,CAT17,-2411.4265,-100.0
20,IG46,HTS66,1/1,A,BX,CAT17,-1205.2483,-4.55
20,IG45,HTS24,1/1,A,PC,CAT17,-175.2727,-2.13
20,IG45,HTS24,1/1,A,PC,CAT17,-175.2727,-100.0
20,IG45,HTS24,1/1,C,PC,CAT17,65.7273,1.14
20,IG45,HTS24,1/1,B,PC,CAT17,394.3639,8.0
20,IG45,HTS24,1/1,B,PC,CAT17,335.1041,300.0
20,IG45,HTS24,1/1,B,PC,CAT17,-131.4546,-3.17
20,IG47,HTS119,1/1,B,PC,CAT17,-40.3323,-100.0
20,IG45,HTS24,1/0,C,PC,CAT17,-301.7374,-100.0
2,IG29,HTS61,1/1,A,BX,CAT8,1827.875,6.25
3,IG29,HTS61,1/1,A,BX,CAT8,-1827.875,-100.0
11,IG64,HTS15,1/1,A,BX,CAT14,3611.8435,19.35
37,IG64,HTS15,1/1,A,BX,CAT14,601.9739,11.11
37,IG64,HTS15,1/1,A,BX,CAT14,-3611.8435,-21.43
37,IG64,HTS15,1/1,A,BX,CAT14,-601.9739,-14.29
10,IG16,HTS148,1/1,C,BX,CAT12,-1664.905,-5.88
10,IG16,HTS148,1/1,C,BX,CAT12,1664.905,5.26
20,IG7,HTS95,2/0,C,BX,CAT8,788.5388,100.0
20,IG56,HTS119,1/0,C,PC,CAT17,1439.6151,50.0
13,IG46,HTS119,1/1,A,PC,CAT17,56.785,0.7
14,IG46,HTS119,1/1,A,PC,CAT17,-567.85,-6.1
16,IG46,HTS119,1/1,A,PC,CAT17,-170.355,-100.0
17,IG46,HTS119,1/1,A,PC,CAT17,-56.785,-100.0
17,IG46,HTS119,1/1,A,PC,CAT17,-227.14,-2.17
17,IG46,HTS119,1/1,A,PC,CAT17,454.28,10.0
20,IG56,HTS119,1/0,C,PC,CAT17,1036.6674,66.67
20,IG56,HTS119,1/0,C,PC,CAT17,291.8195,5.56
20,IG7,HTS95,1/1,A,BX,CAT8,3661.5776,18.18
20,IG5,HTS67,2/0,C,BX,CAT2,280.9585,12.5
14,IG45,HTS24,1/1,A,BG,CAT17,-86.6621,-100.0
16,IG45,HTS24,1/1,A,BG,CAT17,74.2818,1.6
13,IG47,HTS119,1/1,B,PC,CAT17,140.1156,5.36
15,IG47,HTS119,1/1,B,PC,CAT17,-140.1156,-1.73
21,IG54,HTS66,1/1,A,FT,CAT16,-1955.8037,-100.0
16,IG58,HTS15,2/0,C,PC,CAT16,-2347.7167,-100.0
21,IG55,HTS95,1/1,A,FT,CAT16,-578.4535,-100.0
7,IG14,HTS15,1/1,B,BG,CAT8,571.5112,14.29
3,IG30,HTS46,1/1,A,YD,CAT12,4841.130999999999,447.37
4,IG30,HTS46,1/1,A,YD,CAT12,-5068.9489,-66.92
21,IG45,HTS24,1/1,C,PC,CAT17,-788.7279,-29.27
21,IG53,HTS15,1/1,B,FT,CAT16,-295.9147,-1.18
21,IG7,HTS95,1/0,C,BX,CAT8,-1080.0335,-100.0
21,IG7,HTS95,1/0,C,BX,CAT8,-1065.1256,-50.0
21,IG56,HTS119,1/0,C,PC,CAT17,-2178.4861,-33.33
33,IG61,HTS6,1/1,B,BX,CAT14,-653.3078,-100.0
21,IG7,HTS95,2/0,C,BX,CAT8,-1254.7358,-50.0
21,IG7,HTS95,2/0,C,BX,CAT8,1254.7358,50.0
21,IG45,HTS24,1/1,C,PC,CAT17,-175.2727,-4.55
21,IG18,HTS69,1/1,C,BX,CAT3,3346.6842,76.92
21,IG6,HTS67,1/1,B,BX,CAT3,542.7309,20.0
22,IG45,HTS24,1/1,B,BX,CAT17,-761.1839,-100.0
22,IG55,HTS95,1/1,A,FT,CAT16,-166.395,-4.95
22,IG16,HTS6,1/1,A,BX,CAT12,-1113.7098,-3.23
22,IG7,HTS95,1/1,A,BX,CAT8,-1233.518,-20.0
22,IG7,HTS95,1/1,B,BX,CAT8,-1238.1999,-50.0
22,IG7,HTS95,1/1,C,BX,CAT8,-1449.6966,-50.0
22,IG7,HTS95,1/1,A,BX,CAT8,-995.4687,-20.0
22,IG13,HTS65,1/1,A,BDL,CAT3,59317.4456,1250.0
22,IG13,HTS65,1/1,A,BDL,CAT3,-59317.4456,-100.0
22,IG6,HTS67,1/1,C,BX,CAT3,600.1009,50.0
22,IG6,HTS67,1/1,A,BX,CAT3,1022.3163,50.0
22,IG7,HTS95,1/0,C,BX,CAT8,-1077.9247,-50.0
22,IG7,HTS95,1/1,A,BX,CAT8,-1458.9007,-25.0
22,IG7,HTS95,1/1,C,BX,CAT8,-888.5715,-50.0
22,IG7,HTS95,1/1,A,BX,CAT8,1524.7606,14.29
22,IG7,HTS95,2/0,C,BX,CAT8,995.4687,25.0
23,IG17,HTS95,1/1,A,BX,CAT12,-2367.4678,-28.57
23,IG17,HTS95,1/1,A,BX,CAT12,-548.5682,-9.09
10,IG14,HTS148,1/1,A,BX,CAT8,-1765.3347,-9.52
23,IG6,HTS67,1/1,A,BX,CAT3,-602.384,-8.33
23,IG45,HTS24,1/1,B,PC,CAT17,-175.2727,-100.0
23,IG6,HTS67,1/1,B,BX,CAT3,2673.81,21.74
6,IG31,HTS55,1/0,C,YD,CAT12,-4481.3749,-100.0
99,IG31,HTS55,1/0,C,YD,CAT12,3191.2822,5.7
24,IG14,HTS67,1/1,A,BX,CAT8,3319.4433,7.55
24,IG14,HTS67,1/1,A,BX,CAT8,-3319.4433,-6.78
10,IG14,HTS15,1/1,C,BX,CAT8,-160.1209,-100.0
24,IG45,HTS24,1/1,B,PC,CAT17,-350.5454,-5.0
25,IG54,HTS66,1/1,B,FT,CAT16,-2226.0681,-14.43
25,IG54,HTS66,1/1,A,FT,CAT16,-858.5673,-4.62
25,IG54,HTS66,1/1,A,FT,CAT16,-2050.0485,-36.62
25,IG54,HTS66,1/1,C,FT,CAT16,592.0641,600.0
25,IG45,HTS24,1/1,A,BX,CAT17,-761.1839,-20.0
25,IG55,HTS95,1/1,A,FT,CAT16,-134.0925,-100.0
25,IG55,HTS95,1/1,A,FT,CAT16,-1828.2276,-33.33
24,IG8,HTS95,1/1,A,BX,CAT3,-943.8877,-5.26
24,IG6,HTS67,1/1,A,BX,CAT3,605.0534,5.0
25,IG6,HTS67,1/1,A,BX,CAT3,-548.886,-50.0
25,IG54,HTS66,1/1,A,FT,CAT16,4363.3343,35.24
2,IG35,HTS51,1/1,A,YD,CAT12,-1813.4262,-100.0
3,IG35,HTS51,1/1,A,YD,CAT12,-1259.3237,-100.0
4,IG35,HTS51,1/1,A,YD,CAT12,7052.213000000001,608.7
3,IG35,HTS51,1/1,A,YD,CAT12,-1360.0696,-100.0
3,IG35,HTS51,1/1,A,YD,CAT12,-50.3729,-100.0
4,IG35,HTS51,1/1,A,YD,CAT12,-1057.8319,-100.0
4,IG35,HTS51,1/1,A,YD,CAT12,-201.4918,-100.0
4,IG35,HTS51,1/1,A,YD,CAT12,4533.5655,600.0
25,IG17,HTS95,1/1,A,BX,CAT12,-1183.7339,-16.67
25,IG17,HTS95,1/1,A,BX,CAT12,-1645.7047,-2.52
25,IG7,HTS95,1/1,A,BX,CAT8,-3498.9867,-14.29
25,IG7,HTS95,1/1,B,BX,CAT8,-1381.1668,-25.0
25,IG56,HTS119,1/0,C,PC,CAT17,-1223.1671,-100.0
25,IG7,HTS95,1/1,A,BX,CAT8,2986.4062,5.88
25,IG13,HTS65,1/1,A,BDL,CAT3,-1409.4360000000001,-4.62
7,IG26,HTS56,1/1,B,BX,CAT7,-3998.8116,-100.0
38,IG26,HTS56,1/1,B,BX,CAT7,-1378.9006,-100.0
40,IG26,HTS56,1/1,B,BX,CAT7,-413.6702,-100.0
26,IG55,HTS95,1/1,A,FT,CAT16,-832.515,-100.0
26,IG17,HTS95,1/1,A,BX,CAT12,-1183.7339,-25.0
26,IG7,HTS95,1/1,A,BX,CAT8,-1496.9689,-7.69
26,IG7,HTS95,1/1,A,BX,CAT8,-995.4687,-3.23
27,IG17,HTS95,1/1,A,BX,CAT12,2367.4678,5.71
27,IG17,HTS95,1/1,A,BX,CAT12,1001.8618,1.61
27,IG17,HTS95,1/1,B,BX,CAT12,989.3462,1.96
27,IG7,HTS95,1/1,A,BX,CAT8,-1381.1668,-33.33
27,IG6,HTS67,1/1,A,BX,CAT3,-594.0615,-6.67
27,IG6,HTS67,1/1,A,BX,CAT3,-585.7586,-1.96
28,IG61,HTS6,1/1,A,BX,CAT14,-638.7807,-100.0
28,IG61,HTS6,1/1,B,BX,CAT14,-2510.929,-60.0
37,IG64,HTS15,1/1,A,BX,CAT14,-716.9503,-4.0
37,IG64,HTS15,1/1,A,BX,CAT14,1433.9006,22.22
37,IG64,HTS15,1/1,A,BX,CAT14,-716.9503,-11.11
28,IG61,HTS6,1/1,A,BX,CAT14,3832.6844,20.69
28,IG61,HTS6,1/1,A,BX,CAT14,-5110.2459,-21.62
30,IG61,HTS6,1/1,A,BX,CAT14,3193.9037,71.43
8,IG14,HTS15,1/1,A,BX,CAT8,140.2438,3.03
37,IG14,HTS15,1/1,A,BX,CAT8,-140.2438,-13.33
28,IG61,HTS6,1/1,C,BX,CAT14,-664.8945,-100.0
28,IG61,HTS6,1/1,C,BX,CAT14,-833.6236,-100.0
28,IG61,HTS6,1/1,C,BX,CAT14,-653.3078,-100.0
11,IG64,HTS15,1/1,A,BX,CAT14,3402.5240000000003,36.36
11,IG64,HTS15,1/1,A,BX,CAT14,-850.6310000000001,-8.33
37,IG64,HTS15,1/1,A,BX,CAT14,-850.6310000000001,-100.0
37,IG64,HTS15,1/1,A,BX,CAT14,-850.6310000000001,-14.29
11,IG64,HTS15,1/1,A,BX,CAT14,51622.5598,60.47
37,IG64,HTS15,1/1,A,BX,CAT14,-15883.8645,-28.57
37,IG64,HTS15,1/1,A,BX,CAT14,-35738.6952,-56.25
37,IG64,HTS15,1/1,A,BX,CAT14,3499.4039,5.0
37,IG64,HTS15,1/1,A,BX,CAT14,-3499.4039,-8.33
11,IG64,HTS15,1/1,A,BX,CAT14,-1203.9478,-20.0
37,IG64,HTS15,1/1,A,BX,CAT14,18661.1914,100.0
37,IG64,HTS15,1/1,A,BX,CAT14,3611.8435,120.0
37,IG64,HTS15,1/1,A,BX,CAT14,10233.5565,154.55
37,IG64,HTS15,1/1,A,BX,CAT14,-16855.2696,-100.0
37,IG64,HTS15,1/1,A,BX,CAT14,-14447.374,-46.15
7,IG26,HTS56,1/1,B,BX,CAT7,-192.9036,-2.27
9,IG26,HTS56,1/1,B,BX,CAT7,3279.362,121.43
38,IG26,HTS56,1/1,B,BX,CAT7,-385.8073,-100.0
38,IG26,HTS56,1/1,B,BX,CAT7,-3086.4584,-100.0
8,IG26,HTS56,1/1,B,BX,CAT7,-8391.3087,-100.0
10,IG26,HTS56,1/1,B,BX,CAT7,-385.8073,-3.13
10,IG26,HTS56,1/1,B,BX,CAT7,-7716.146,-80.81
40,IG26,HTS56,1/1,B,BX,CAT7,21315.8532,129.24
99,IG26,HTS56,1/1,B,BX,CAT7,-4822.5912,-18.18
25,IG7,HTS95,1/1,A,BX,CAT8,-1381.1668,-100.0
37,IG14,HTS15,1/1,A,BX,CAT8,-1358.9235,-3.51
10,IG14,HTS148,1/1,A,BX,CAT8,-2648.0021,-20.0
10,IG12,HTS119,1/0,C,BX,CAT2,1439.2132,14.71
29,IG61,HTS6,1/1,A,BX,CAT14,901.9198,100.0
29,IG61,HTS6,1/1,A,BX,CAT14,-901.9198,-100.0
29,IG61,HTS6,1/1,A,BX,CAT14,-847.0159,-100.0
29,IG14,HTS6,1/1,B,BX,CAT8,-1812.0964,-100.0
29,IG61,HTS6,1/1,C,BX,CAT14,-830.2769,-50.0
7,IG14,HTS9,1/1,C,RL,CAT8,-148.9906,-100.0
29,IG61,HTS6,1/1,A,BX,CAT14,-1020.4325,-33.33
29,IG61,HTS6,1/1,A,BX,CAT14,676.5523,100.0
4,IG30,HTS46,1/1,A,YD,CAT12,154.4172,60.0
29,IG14,HTS6,1/1,B,BX,CAT8,604.0321,100.0
8,IG12,HTS15,2/0,C,BX,CAT2,32.3449,50.0
12,IG45,HTS24,1/1,B,BX,CAT17,-1585.7984,-100.0
30,IG61,HTS6,1/1,A,BX,CAT14,658.8665,33.33
30,IG61,HTS6,1/1,A,BX,CAT14,-1028.4731,-50.0
29,IG61,HTS6,1/1,B,BX,CAT14,-1253.4603,-100.0
30,IG61,HTS6,1/1,A,BX,CAT14,-6544.4637,-37.5
30,IG61,HTS6,1/1,A,BX,CAT14,8725.9516,75.0
